generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78394,49335,1,0.0,0.0,0.5,3.5,6.0,linear
2,78013,49110,1,0.0,0.0,0.5,3.5,6.0,linear
3,79566,49994,1,0.0,0.0,0.5,3.5,6.0,linear
4,79779,50165,1,0.0,0.0,0.5,3.5,6.0,linear
5,78838,50072,1,0.0,0.0,0.5,3.5,6.0,linear
6,79145,50286,1,0.0,0.0,0.5,3.5,6.0,linear
7,78356,50152,1,0.0,0.0,0.5,3.5,6.0,linear
8,78084,49914,1,0.0,0.0,0.5,3.5,6.0,linear
9,77807,49385,1,0.0,0.0,0.5,3.5,6.0,linear
10,78553,49828,1,0.0,0.0,0.5,3.5,6.0,linear
11,100212,50286,1,0.163706,0.163706,0.5,3.5,6.0,linear
12,110399,50121,1,0.240094,0.252361,0.5,3.5,6.0,linear
13,108273,48338,1,0.261686,0.292349,0.5,3.5,6.0,linear
14,104685,45004,1,0.284765,0.339203,0.5,3.5,6.0,linear
15,104416,42719,1,0.307385,0.388768,0.5,3.5,6.0,linear
16,104709,40064,1,0.327787,0.432921,0.5,3.5,6.0,linear
17,105019,37597,1,0.344428,0.470575,0.5,3.5,6.0,linear
18,105398,35704,1,0.357498,0.499662,0.5,3.5,6.0,linear
19,105701,34101,1,0.368759,0.523733,0.5,3.5,6.0,linear
20,105642,32878,1,0.377697,0.542599,0.5,3.5,6.0,linear
21,104951,31457,1,0.384888,0.55763,0.5,3.5,6.0,linear
22,104575,30562,1,0.390649,0.569093,0.5,3.5,6.0,linear
23,104612,29910,1,0.395332,0.577952,0.5,3.5,6.0,linear
24,104152,29232,1,0.401093,0.587181,0.5,3.5,6.0,linear
25,103651,28640,1,0.404054,0.592613,0.5,3.5,6.0,linear
26,102833,28159,1,0.408465,0.601156,0.5,3.5,6.0,linear
27,102386,27359,1,0.411151,0.605753,0.5,3.5,6.0,linear
28,101554,26905,1,0.41435,0.61109,0.5,3.5,6.0,linear
29,101084,26410,1,0.417865,0.616787,0.5,3.5,6.0,linear
30,100637,25871,1,0.420649,0.621299,0.5,3.5,6.0,linear
31,100370,25455,1,0.424362,0.626958,0.5,3.5,6.0,linear
32,99713,25068,1,0.424161,0.628231,0.5,3.5,6.0,linear
33,99808,24890,1,0.426485,0.630833,0.5,3.5,6.0,linear
34,99143,24489,1,0.42895,0.635375,0.5,3.5,6.0,linear
35,98691,24120,1,0.431391,0.637757,0.5,3.5,6.0,linear
36,98277,23825,1,0.432775,0.639865,0.5,3.5,6.0,linear
37,97826,23689,1,0.433612,0.640581,0.5,3.5,6.0,linear
38,97464,23513,1,0.433295,0.639925,0.5,3.5,6.0,linear
39,97141,23235,1,0.432958,0.639821,0.5,3.5,6.0,linear
40,96914,23294,1,0.434326,0.641893,0.5,3.5,6.0,linear
41,96624,23116,1,0.435582,0.64367,0.5,3.5,6.0,linear
42,96259,22900,1,0.437054,0.644851,0.5,3.5,6.0,linear
43,96191,22904,1,0.437465,0.646146,0.5,3.5,6.0,linear
44,96461,22757,1,0.438651,0.647758,0.5,3.5,6.0,linear
45,95749,22574,1,0.437818,0.646221,0.5,3.5,6.0,linear
46,95709,22623,1,0.439338,0.648666,0.5,3.5,6.0,linear
47,95903,22698,1,0.437816,0.645416,0.5,3.5,6.0,linear
48,95483,22606,1,0.436621,0.645084,0.5,3.5,6.0,linear
49,96085,22826,1,0.438518,0.647315,0.5,3.5,6.0,linear
50,95914,22886,1,0.439186,0.647849,0.5,3.5,6.0,linear
51,95898,22733,1,0.439633,0.649466,0.5,3.5,6.0,linear
52,95754,22592,1,0.439168,0.648071,0.5,3.5,6.0,linear
53,95561,22489,1,0.440192,0.649935,0.5,3.5,6.0,linear
54,95847,22318,1,0.439262,0.648487,0.5,3.5,6.0,linear
55,96310,22444,1,0.440005,0.649628,0.5,3.5,6.0,linear
56,95871,22585,1,0.439723,0.648824,0.5,3.5,6.0,linear
57,95421,22686,1,0.438653,0.647398,0.5,3.5,6.0,linear
58,95710,22579,1,0.440927,0.650472,0.5,3.5,6.0,linear
59,95657,22482,1,0.440407,0.650294,0.5,3.5,6.0,linear
60,95956,22398,1,0.441029,0.650914,0.5,3.5,6.0,linear
61,95506,22203,1,0.442302,0.653569,0.5,3.5,6.0,linear
62,95443,22197,1,0.443396,0.655559,0.5,3.5,6.0,linear
63,94972,21907,1,0.444862,0.658037,0.5,3.5,6.0,linear
64,94992,21834,1,0.445712,0.658966,0.5,3.5,6.0,linear
65,94826,21652,1,0.445855,0.65918,0.5,3.5,6.0,linear
66,94400,21743,1,0.444078,0.656447,0.5,3.5,6.0,linear
67,94469,21935,1,0.444698,0.657076,0.5,3.5,6.0,linear
68,94210,21573,1,0.444337,0.657678,0.5,3.5,6.0,linear
69,94698,21783,1,0.446163,0.658355,0.5,3.5,6.0,linear
70,94408,21863,1,0.445067,0.656388,0.5,3.5,6.0,linear
