drive_fitness,drop_ratio,drive_efficiency,low_density_growth_rate,density_growth_curve,suppression_rate
1,42.0,0.0,13.0,linear,1.00
1,42.0,0.0,14.0,linear,0
1,42.0,0.0,15.0,linear,0
1,42.0,0.0,16.0,linear,0
1,42.0,0.0,2.0,linear,1.00
1,42.0,0.0,3.0,linear,1.00
1,42.0,0.0,4.0,linear,1.00
1,42.0,0.0,5.0,linear,1.00
1,42.0,0.0,6.0,linear,1.00
1,42.0,0.0,7.0,linear,1.00
1,42.0,0.0,8.0,linear,1.00
1,42.0,0.0,9.0,linear,1.00
1,45.0,0.0,10.0,linear,1.00
1,45.0,0.0,11.0,linear,1.00
1,45.0,0.0,12.0,linear,1.00
1,45.0,0.0,13.0,linear,1.00
1,45.0,0.0,14.0,linear,1.00
1,45.0,0.0,15.0,linear,0
1,45.0,0.0,16.0,linear,0
1,45.0,0.0,2.0,linear,1.00
1,45.0,0.0,3.0,linear,1.00
1,45.0,0.0,4.0,linear,1.00
1,45.0,0.0,5.0,linear,1.00
1,45.0,0.0,6.0,linear,1.00
1,45.0,0.0,7.0,linear,1.00
1,45.0,0.0,8.0,linear,1.00
1,45.0,0.0,9.0,linear,1.00
1,48.0,0.0,10.0,linear,1.00
1,48.0,0.0,11.0,linear,1.00
1,48.0,0.0,12.0,linear,1.00
1,48.0,0.0,13.0,linear,1.00
1,48.0,0.0,14.0,linear,1.00
1,48.0,0.0,15.0,linear,0
1,48.0,0.0,16.0,linear,0
1,48.0,0.0,2.0,linear,1.00
1,48.0,0.0,3.0,linear,1.00
1,48.0,0.0,4.0,linear,1.00
1,48.0,0.0,5.0,linear,1.00
1,48.0,0.0,6.0,linear,1.00
1,48.0,0.0,7.0,linear,1.00
1,48.0,0.0,8.0,linear,1.00
1,48.0,0.0,9.0,linear,1.00
1,51.0,0.0,10.0,linear,1.00
1,51.0,0.0,11.0,linear,1.00
1,51.0,0.0,12.0,linear,1.00
1,51.0,0.0,13.0,linear,1.00
1,51.0,0.0,14.0,linear,1.00
1,51.0,0.0,15.0,linear,1.00
1,51.0,0.0,16.0,linear,0
1,51.0,0.0,2.0,linear,1.00
1,51.0,0.0,3.0,linear,1.00
1,51.0,0.0,4.0,linear,1.00
1,51.0,0.0,5.0,linear,1.00
1,51.0,0.0,6.0,linear,1.00
1,51.0,0.0,7.0,linear,1.00
1,51.0,0.0,8.0,linear,1.00
1,51.0,0.0,9.0,linear,1.00
1,54.0,0.0,10.0,linear,1.00
1,54.0,0.0,11.0,linear,1.00
1,54.0,0.0,12.0,linear,1.00
1,54.0,0.0,13.0,linear,1.00
1,54.0,0.0,14.0,linear,1.00
1,54.0,0.0,15.0,linear,1.00
1,54.0,0.0,16.0,linear,0
1,54.0,0.0,2.0,linear,1.00
1,54.0,0.0,3.0,linear,1.00
1,54.0,0.0,4.0,linear,1.00
1,54.0,0.0,5.0,linear,1.00
1,54.0,0.0,6.0,linear,1.00
1,54.0,0.0,7.0,linear,1.00
1,54.0,0.0,8.0,linear,1.00
1,54.0,0.0,9.0,linear,1.00
1,57.0,0.0,10.0,linear,1.00
1,57.0,0.0,11.0,linear,1.00
1,57.0,0.0,12.0,linear,1.00
1,57.0,0.0,13.0,linear,1.00
1,57.0,0.0,14.0,linear,1.00
1,57.0,0.0,15.0,linear,1.00
1,57.0,0.0,16.0,linear,1.00
1,57.0,0.0,2.0,linear,1.00
1,57.0,0.0,3.0,linear,1.00
1,57.0,0.0,4.0,linear,1.00
1,57.0,0.0,5.0,linear,1.00
1,57.0,0.0,6.0,linear,1.00
1,57.0,0.0,7.0,linear,1.00
1,57.0,0.0,8.0,linear,1.00
1,57.0,0.0,9.0,linear,1.00
1,6.0,0.0,10.0,linear,0
1,6.0,0.0,11.0,linear,0
1,6.0,0.0,12.0,linear,0
1,6.0,0.0,13.0,linear,0
1,6.0,0.0,14.0,linear,0
1,6.0,0.0,15.0,linear,0
1,6.0,0.0,16.0,linear,0
1,6.0,0.0,2.0,linear,1.00
1,6.0,0.0,3.0,linear,1.00
1,6.0,0.0,4.0,linear,1.00
1,6.0,0.0,5.0,linear,0
1,6.0,0.0,6.0,linear,0
1,6.0,0.0,7.0,linear,0
1,6.0,0.0,8.0,linear,0
1,6.0,0.0,9.0,linear,0
1,60.0,0.0,10.0,linear,1.00
1,60.0,0.0,11.0,linear,1.00
1,60.0,0.0,12.0,linear,1.00
1,60.0,0.0,13.0,linear,1.00
1,60.0,0.0,14.0,linear,1.00
1,60.0,0.0,15.0,linear,1.00
1,60.0,0.0,16.0,linear,1.00
1,60.0,0.0,2.0,linear,1.00
1,60.0,0.0,3.0,linear,1.00
1,60.0,0.0,4.0,linear,1.00
1,60.0,0.0,5.0,linear,1.00
1,60.0,0.0,6.0,linear,1.00
1,60.0,0.0,7.0,linear,1.00
1,60.0,0.0,8.0,linear,1.00
1,60.0,0.0,9.0,linear,1.00
1,9.0,0.0,10.0,linear,0
1,9.0,0.0,11.0,linear,0
1,9.0,0.0,12.0,linear,0
1,9.0,0.0,13.0,linear,0
1,9.0,0.0,14.0,linear,0
1,9.0,0.0,15.0,linear,0
1,9.0,0.0,16.0,linear,0
1,9.0,0.0,2.0,linear,1.00
1,9.0,0.0,3.0,linear,1.00
1,9.0,0.0,4.0,linear,1.00
1,9.0,0.0,5.0,linear,1.00
1,9.0,0.0,6.0,linear,0
1,9.0,0.0,7.0,linear,0
1,9.0,0.0,8.0,linear,0
1,9.0,0.0,9.0,linear,0
