generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78063,49148,1,0.0,0.0,0.5,2.0,3.0,linear
2,78197,49191,1,0.0,0.0,0.5,2.0,3.0,linear
3,78663,49655,1,0.0,0.0,0.5,2.0,3.0,linear
4,78944,49957,1,0.0,0.0,0.5,2.0,3.0,linear
5,78753,50089,1,0.0,0.0,0.5,2.0,3.0,linear
6,78954,50303,1,0.0,0.0,0.5,2.0,3.0,linear
7,78754,50025,1,0.0,0.0,0.5,2.0,3.0,linear
8,78395,49942,1,0.0,0.0,0.5,2.0,3.0,linear
9,78163,50043,1,0.0,0.0,0.5,2.0,3.0,linear
10,78197,49984,1,0.0,0.0,0.5,2.0,3.0,linear
11,90531,49993,1,0.100398,0.100398,0.5,2.0,3.0,linear
12,96089,49760,1,0.154738,0.165775,0.5,2.0,3.0,linear
13,94366,48307,1,0.175114,0.203653,0.5,2.0,3.0,linear
14,92047,45731,1,0.198694,0.247947,0.5,2.0,3.0,linear
15,89728,42797,1,0.222687,0.293549,0.5,2.0,3.0,linear
16,87254,39738,1,0.244009,0.334602,0.5,2.0,3.0,linear
17,84979,36608,1,0.264349,0.372689,0.5,2.0,3.0,linear
18,82225,33777,1,0.282751,0.405692,0.5,2.0,3.0,linear
19,79964,31332,1,0.300998,0.437577,0.5,2.0,3.0,linear
20,77642,29200,1,0.315893,0.463488,0.5,2.0,3.0,linear
21,75042,26997,1,0.329696,0.487055,0.5,2.0,3.0,linear
22,72327,24837,1,0.344991,0.510589,0.5,2.0,3.0,linear
23,69752,22975,1,0.35674,0.528288,0.5,2.0,3.0,linear
24,67059,21288,1,0.369907,0.548304,0.5,2.0,3.0,linear
25,64428,19474,1,0.385001,0.568089,0.5,2.0,3.0,linear
26,61713,17849,1,0.398647,0.585624,0.5,2.0,3.0,linear
27,58716,16440,1,0.410884,0.600596,0.5,2.0,3.0,linear
28,56381,15273,1,0.4235,0.614895,0.5,2.0,3.0,linear
29,53969,14040,1,0.4357,0.628823,0.5,2.0,3.0,linear
30,51613,12829,1,0.450836,0.646603,0.5,2.0,3.0,linear
31,49205,11535,1,0.46861,0.664679,0.5,2.0,3.0,linear
32,46759,10436,1,0.483839,0.680654,0.5,2.0,3.0,linear
33,44090,9294,1,0.502002,0.701125,0.5,2.0,3.0,linear
34,42225,8279,1,0.520942,0.719226,0.5,2.0,3.0,linear
35,40090,7283,1,0.540911,0.737519,0.5,2.0,3.0,linear
36,37769,6409,1,0.561441,0.753561,0.5,2.0,3.0,linear
37,35488,5571,1,0.582768,0.770544,0.5,2.0,3.0,linear
38,33727,4912,1,0.607373,0.789444,0.5,2.0,3.0,linear
39,31794,4126,1,0.636906,0.811848,0.5,2.0,3.0,linear
40,29973,3362,1,0.665272,0.832451,0.5,2.0,3.0,linear
41,28048,2813,1,0.694688,0.850965,0.5,2.0,3.0,linear
42,26276,2249,1,0.725598,0.871915,0.5,2.0,3.0,linear
43,24884,1799,1,0.757097,0.891039,0.5,2.0,3.0,linear
44,23717,1425,1,0.79364,0.91225,0.5,2.0,3.0,linear
45,22552,1094,1,0.828386,0.931403,0.5,2.0,3.0,linear
46,21670,807,1,0.856733,0.946692,0.5,2.0,3.0,linear
47,20673,577,1,0.886336,0.960089,0.5,2.0,3.0,linear
48,20092,398,1,0.912314,0.972058,0.5,2.0,3.0,linear
49,19546,274,1,0.933054,0.97967,0.5,2.0,3.0,linear
50,19187,181,1,0.951916,0.986378,0.5,2.0,3.0,linear
51,18798,108,1,0.96844,0.992084,0.5,2.0,3.0,linear
52,18396,64,1,0.980231,0.995469,0.5,2.0,3.0,linear
53,18463,34,1,0.987788,0.997741,0.5,2.0,3.0,linear
54,18148,17,1,0.993627,0.998901,0.5,2.0,3.0,linear
55,18196,6,1,0.996734,0.999671,0.5,2.0,3.0,linear
56,18070,0,1,0.998341,1.0,0.5,2.0,3.0,linear

