generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78218,49096,1,0.0,0.0,0.0,40.0,10.0,linear
2,77878,48736,1,0.0,0.0,0.0,40.0,10.0,linear
3,82002,50990,1,0.0,0.0,0.0,40.0,10.0,linear
4,84223,52532,1,0.0,0.0,0.0,40.0,10.0,linear
5,75263,48643,1,0.0,0.0,0.0,40.0,10.0,linear
6,70448,46439,1,0.0,0.0,0.0,40.0,10.0,linear
7,82189,51780,1,0.0,0.0,0.0,40.0,10.0,linear
8,88370,54406,1,0.0,0.0,0.0,40.0,10.0,linear
9,74258,47886,1,0.0,0.0,0.0,40.0,10.0,linear
10,65509,44195,1,0.0,0.0,0.0,40.0,10.0,linear
11,326276,53443,1,0.663615,0.663615,0.0,40.0,10.0,linear
12,454933,57097,1,0.69276,0.69276,0.0,40.0,10.0,linear
13,487694,74190,1,0.6657,0.6657,0.0,40.0,10.0,linear
14,499046,83146,1,0.65442,0.65442,0.0,40.0,10.0,linear
15,505431,89127,1,0.653983,0.653983,0.0,40.0,10.0,linear
16,500397,89847,1,0.663458,0.663458,0.0,40.0,10.0,linear
17,494225,86791,1,0.675212,0.675212,0.0,40.0,10.0,linear
18,485819,82028,1,0.68656,0.68656,0.0,40.0,10.0,linear
19,479241,76573,1,0.70104,0.70104,0.0,40.0,10.0,linear
20,471977,71924,1,0.715378,0.715378,0.0,40.0,10.0,linear
21,462531,66701,1,0.729685,0.729685,0.0,40.0,10.0,linear
22,454871,62297,1,0.745355,0.745355,0.0,40.0,10.0,linear
23,448103,57488,1,0.763013,0.763013,0.0,40.0,10.0,linear
24,440034,52324,1,0.780818,0.780818,0.0,40.0,10.0,linear
25,431962,47303,1,0.800334,0.800334,0.0,40.0,10.0,linear
26,424407,41902,1,0.819037,0.819037,0.0,40.0,10.0,linear
27,416780,37251,1,0.839191,0.839191,0.0,40.0,10.0,linear
28,408464,32013,1,0.860032,0.860032,0.0,40.0,10.0,linear
29,400278,27152,1,0.880669,0.880669,0.0,40.0,10.0,linear
30,393090,22627,1,0.901007,0.901007,0.0,40.0,10.0,linear
31,386775,18217,1,0.920064,0.920064,0.0,40.0,10.0,linear
32,381602,14577,1,0.937692,0.937692,0.0,40.0,10.0,linear
33,375891,11046,1,0.953819,0.953819,0.0,40.0,10.0,linear
34,371638,7999,1,0.966919,0.966919,0.0,40.0,10.0,linear
35,368997,5544,1,0.977476,0.977476,0.0,40.0,10.0,linear
36,366591,3676,1,0.985633,0.985633,0.0,40.0,10.0,linear
37,363615,2360,1,0.991116,0.991116,0.0,40.0,10.0,linear
38,362317,1390,1,0.994887,0.994887,0.0,40.0,10.0,linear
39,361443,782,1,0.997228,0.997228,0.0,40.0,10.0,linear
40,361128,438,1,0.99853,0.99853,0.0,40.0,10.0,linear
41,361195,225,1,0.999297,0.999297,0.0,40.0,10.0,linear
42,361247,106,1,0.999687,0.999687,0.0,40.0,10.0,linear
43,360380,46,1,0.99987,0.99987,0.0,40.0,10.0,linear
44,361037,19,1,0.999947,0.999947,0.0,40.0,10.0,linear
45,361160,3,1,0.999992,0.999992,0.0,40.0,10.0,linear
46,360564,1,1,0.999997,0.999997,0.0,40.0,10.0,linear
47,360810,0,1,1.0,1.0,0.0,40.0,10.0,linear

