generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78155,49325,1,0.0,0.0,0.0,18.0,10.0,concave
2,78447,49339,1,0.0,0.0,0.0,18.0,10.0,concave
3,78349,49564,1,0.0,0.0,0.0,18.0,10.0,concave
4,78162,49770,1,0.0,0.0,0.0,18.0,10.0,concave
5,78203,49777,1,0.0,0.0,0.0,18.0,10.0,concave
6,78283,49895,1,0.0,0.0,0.0,18.0,10.0,concave
7,77905,49744,1,0.0,0.0,0.0,18.0,10.0,concave
8,78376,49821,1,0.0,0.0,0.0,18.0,10.0,concave
9,78780,50052,1,0.0,0.0,0.0,18.0,10.0,concave
10,78854,50111,1,0.0,0.0,0.0,18.0,10.0,concave
11,187505,50130,1,0.50258,0.50258,0.0,18.0,10.0,concave
12,240758,49865,1,0.605671,0.605671,0.0,18.0,10.0,concave
13,238594,48928,1,0.614723,0.614723,0.0,18.0,10.0,concave
14,235618,47137,1,0.630597,0.630597,0.0,18.0,10.0,concave
15,230752,44394,1,0.651231,0.651231,0.0,18.0,10.0,concave
16,224416,41069,1,0.676705,0.676705,0.0,18.0,10.0,concave
17,216194,36541,1,0.708585,0.708585,0.0,18.0,10.0,concave
18,208143,31243,1,0.739166,0.739166,0.0,18.0,10.0,concave
19,201739,26775,1,0.768185,0.768185,0.0,18.0,10.0,concave
20,196306,22794,1,0.795846,0.795846,0.0,18.0,10.0,concave
21,190716,19211,1,0.822027,0.822027,0.0,18.0,10.0,concave
22,186027,16045,1,0.849098,0.849098,0.0,18.0,10.0,concave
23,181996,13234,1,0.873614,0.873614,0.0,18.0,10.0,concave
24,178332,10887,1,0.895226,0.895226,0.0,18.0,10.0,concave
25,175315,8751,1,0.916723,0.916723,0.0,18.0,10.0,concave
26,172403,6877,1,0.936231,0.936231,0.0,18.0,10.0,concave
27,169816,5134,1,0.953009,0.953009,0.0,18.0,10.0,concave
28,167152,3734,1,0.966151,0.966151,0.0,18.0,10.0,concave
29,166089,2693,1,0.976529,0.976529,0.0,18.0,10.0,concave
30,165320,1798,1,0.984308,0.984308,0.0,18.0,10.0,concave
31,164158,1199,1,0.989919,0.989919,0.0,18.0,10.0,concave
32,163401,723,1,0.99412,0.99412,0.0,18.0,10.0,concave
33,162699,429,1,0.996632,0.996632,0.0,18.0,10.0,concave
34,162804,230,1,0.998409,0.998409,0.0,18.0,10.0,concave
35,162448,114,1,0.999249,0.999249,0.0,18.0,10.0,concave
36,162282,55,1,0.999599,0.999599,0.0,18.0,10.0,concave
37,162534,28,1,0.999815,0.999815,0.0,18.0,10.0,concave
38,162151,13,1,0.999914,0.999914,0.0,18.0,10.0,concave
39,162402,3,1,0.999975,0.999975,0.0,18.0,10.0,concave
40,162592,2,1,0.999988,0.999988,0.0,18.0,10.0,concave
41,162331,1,1,0.999994,0.999994,0.0,18.0,10.0,concave
42,162294,0,1,1.0,1.0,0.0,18.0,10.0,concave

