generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78231,49162,1,0.0,0.0,0.0,170.0,10.0,convex
2,77700,48973,1,0.0,0.0,0.0,170.0,10.0,convex
3,86488,53669,1,0.0,0.0,0.0,170.0,10.0,convex
4,78443,50130,1,0.0,0.0,0.0,170.0,10.0,convex
5,56533,39340,1,0.0,0.0,0.0,170.0,10.0,convex
6,101103,60895,1,0.0,0.0,0.0,170.0,10.0,convex
7,112601,66934,1,0.0,0.0,0.0,170.0,10.0,convex
8,75370,49559,1,0.0,0.0,0.0,170.0,10.0,convex
9,41835,34615,1,0.0,0.0,0.0,170.0,10.0,convex
10,104301,63927,1,0.0,0.0,0.0,170.0,10.0,convex
11,1146322,71932,1,0.892041,0.892041,0.0,170.0,10.0,convex
12,1614884,51679,1,0.893492,0.893492,0.0,170.0,10.0,convex
13,1678803,87666,1,0.88681,0.88681,0.0,170.0,10.0,convex
14,1682763,92848,1,0.86635,0.86635,0.0,170.0,10.0,convex
15,1721717,112216,1,0.861991,0.861991,0.0,170.0,10.0,convex
16,1709864,110197,1,0.87278,0.87278,0.0,170.0,10.0,convex
17,1696677,105837,1,0.891982,0.891982,0.0,170.0,10.0,convex
18,1658847,88351,1,0.912866,0.912866,0.0,170.0,10.0,convex
19,1628232,68628,1,0.932515,0.932515,0.0,170.0,10.0,convex
20,1605487,53483,1,0.948285,0.948285,0.0,170.0,10.0,convex
21,1587326,38119,1,0.962092,0.962092,0.0,170.0,10.0,convex
22,1572506,27142,1,0.973522,0.973522,0.0,170.0,10.0,convex
23,1559795,18700,1,0.98248,0.98248,0.0,170.0,10.0,convex
24,1551454,12641,1,0.988807,0.988807,0.0,170.0,10.0,convex
25,1544028,7960,1,0.993334,0.993334,0.0,170.0,10.0,convex
26,1539818,4628,1,0.996243,0.996243,0.0,170.0,10.0,convex
27,1536903,2544,1,0.997983,0.997983,0.0,170.0,10.0,convex
28,1536758,1329,1,0.998967,0.998967,0.0,170.0,10.0,convex
29,1534012,630,1,0.99951,0.99951,0.0,170.0,10.0,convex
30,1534302,306,1,0.999771,0.999771,0.0,170.0,10.0,convex
31,1533710,155,1,0.999876,0.999876,0.0,170.0,10.0,convex
32,1532096,60,1,0.999946,0.999946,0.0,170.0,10.0,convex
33,1534832,27,1,0.999976,0.999976,0.0,170.0,10.0,convex
34,1534556,15,1,0.999988,0.999988,0.0,170.0,10.0,convex
35,1534457,11,1,0.999992,0.999992,0.0,170.0,10.0,convex
36,1533110,8,1,0.999995,0.999995,0.0,170.0,10.0,convex
37,1533467,6,1,0.999996,0.999996,0.0,170.0,10.0,convex
38,1533554,0,1,1.0,1.0,0.0,170.0,10.0,convex

