generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78450,49071,1,0.0,0.0,0.5,0.275,2.0,0.0,6.0,linear
2,78231,49043,1,0.0,0.0,0.5,0.275,2.0,0.0,6.0,linear
3,80071,50300,1,0.0,0.0,0.5,0.275,2.0,0.0,6.0,linear
4,80200,50605,1,0.0,0.0,0.5,0.275,2.0,0.0,6.0,linear
5,79185,50410,1,0.0,0.0,0.5,0.275,2.0,0.0,6.0,linear
6,78089,49975,1,0.0,0.0,0.5,0.275,2.0,0.0,6.0,linear
7,76804,49236,1,0.0,0.0,0.5,0.275,2.0,0.0,6.0,linear
8,78078,49800,1,0.0,0.0,0.5,0.275,2.0,0.0,6.0,linear
9,80118,50610,1,0.0,0.0,0.5,0.275,2.0,0.0,6.0,linear
10,79258,50184,1,0.0,0.0,0.5,0.275,2.0,0.0,6.0,linear
11,89911,49801,1,0.101365,0.101365,0.5,0.275,2.0,0.0,6.0,linear
12,95985,49820,1,0.155333,0.165825,0.5,0.275,2.0,0.0,6.0,linear
13,94798,48579,1,0.173781,0.201711,0.5,0.275,2.0,0.0,6.0,linear
14,92687,45979,1,0.194687,0.244334,0.5,0.275,2.0,0.0,6.0,linear
15,92045,43767,1,0.216194,0.289377,0.5,0.275,2.0,0.0,6.0,linear
16,92428,41958,1,0.234945,0.33062,0.5,0.275,2.0,0.0,6.0,linear
17,93199,40203,1,0.252429,0.368226,0.5,0.275,2.0,0.0,6.0,linear
18,93852,38573,1,0.266842,0.399275,0.5,0.275,2.0,0.0,6.0,linear
19,94546,37546,1,0.27882,0.42395,0.5,0.275,2.0,0.0,6.0,linear
20,94663,36298,1,0.289215,0.446316,0.5,0.275,2.0,0.0,6.0,linear
21,94399,35168,1,0.300119,0.468882,0.5,0.275,2.0,0.0,6.0,linear
22,93976,33784,1,0.308812,0.485127,0.5,0.275,2.0,0.0,6.0,linear
23,93102,32801,1,0.318151,0.503171,0.5,0.275,2.0,0.0,6.0,linear
24,92485,31593,1,0.326112,0.519147,0.5,0.275,2.0,0.0,6.0,linear
25,91684,30376,1,0.332759,0.530936,0.5,0.275,2.0,0.0,6.0,linear
26,90956,29626,1,0.338614,0.544056,0.5,0.275,2.0,0.0,6.0,linear
27,90175,28773,1,0.343169,0.55168,0.5,0.275,2.0,0.0,6.0,linear
28,89255,27766,1,0.34798,0.560074,0.5,0.275,2.0,0.0,6.0,linear
29,88337,26940,1,0.354582,0.571961,0.5,0.275,2.0,0.0,6.0,linear
30,87687,26185,1,0.359736,0.581352,0.5,0.275,2.0,0.0,6.0,linear
31,86835,25309,1,0.364436,0.589401,0.5,0.275,2.0,0.0,6.0,linear
32,85563,24594,1,0.369643,0.598098,0.5,0.275,2.0,0.0,6.0,linear
33,84690,24072,1,0.371802,0.6,0.5,0.275,2.0,0.0,6.0,linear
34,83724,23638,1,0.374757,0.604639,0.5,0.275,2.0,0.0,6.0,linear
35,83163,23275,1,0.378507,0.611456,0.5,0.275,2.0,0.0,6.0,linear
36,81928,22544,1,0.381054,0.615776,0.5,0.275,2.0,0.0,6.0,linear
37,81446,21986,1,0.384142,0.620764,0.5,0.275,2.0,0.0,6.0,linear
38,80880,21554,1,0.387248,0.624993,0.5,0.275,2.0,0.0,6.0,linear
39,79830,21119,1,0.390989,0.631345,0.5,0.275,2.0,0.0,6.0,linear
40,78615,20523,1,0.395064,0.637507,0.5,0.275,2.0,0.0,6.0,linear
41,77415,19882,1,0.397784,0.641043,0.5,0.275,2.0,0.0,6.0,linear
42,76528,19346,1,0.400068,0.644321,0.5,0.275,2.0,0.0,6.0,linear
43,76079,19005,1,0.403509,0.648168,0.5,0.275,2.0,0.0,6.0,linear
44,75153,18624,1,0.405632,0.650515,0.5,0.275,2.0,0.0,6.0,linear
45,74379,18422,1,0.40771,0.653774,0.5,0.275,2.0,0.0,6.0,linear
46,73734,18053,1,0.410071,0.657026,0.5,0.275,2.0,0.0,6.0,linear
47,73236,17757,1,0.413456,0.661886,0.5,0.275,2.0,0.0,6.0,linear
