generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78244,48851,1,0.0,0.0,0.5,0.00792,4.0,0.0,6.0,linear
2,77884,48820,1,0.0,0.0,0.5,0.00792,4.0,0.0,6.0,linear
3,79722,50064,1,0.0,0.0,0.5,0.00792,4.0,0.0,6.0,linear
4,81068,51040,1,0.0,0.0,0.5,0.00792,4.0,0.0,6.0,linear
5,79225,50497,1,0.0,0.0,0.5,0.00792,4.0,0.0,6.0,linear
6,78058,50005,1,0.0,0.0,0.5,0.00792,4.0,0.0,6.0,linear
7,77560,49747,1,0.0,0.0,0.5,0.00792,4.0,0.0,6.0,linear
8,78215,49892,1,0.0,0.0,0.5,0.00792,4.0,0.0,6.0,linear
9,77890,49590,1,0.0,0.0,0.5,0.00792,4.0,0.0,6.0,linear
10,77933,49515,1,0.0,0.0,0.5,0.00792,4.0,0.0,6.0,linear
11,103764,50410,1,0.183044,0.183044,0.5,0.00792,4.0,0.0,6.0,linear
12,115367,50345,1,0.267022,0.281955,0.5,0.00792,4.0,0.0,6.0,linear
13,112182,47801,1,0.292517,0.328248,0.5,0.00792,4.0,0.0,6.0,linear
14,107469,43606,1,0.321002,0.386525,0.5,0.00792,4.0,0.0,6.0,linear
15,107157,40400,1,0.347905,0.445783,0.5,0.00792,4.0,0.0,6.0,linear
16,108080,37549,1,0.370376,0.496621,0.5,0.00792,4.0,0.0,6.0,linear
17,108414,34392,1,0.392294,0.543076,0.5,0.00792,4.0,0.0,6.0,linear
18,107645,31695,1,0.409031,0.578557,0.5,0.00792,4.0,0.0,6.0,linear
19,107180,29509,1,0.423616,0.606517,0.5,0.00792,4.0,0.0,6.0,linear
20,106285,27691,1,0.435662,0.629699,0.5,0.00792,4.0,0.0,6.0,linear
21,104616,25632,1,0.445914,0.647891,0.5,0.00792,4.0,0.0,6.0,linear
22,103569,24254,1,0.45516,0.662775,0.5,0.00792,4.0,0.0,6.0,linear
23,102212,23030,1,0.461246,0.673652,0.5,0.00792,4.0,0.0,6.0,linear
24,101415,22172,1,0.46898,0.682958,0.5,0.00792,4.0,0.0,6.0,linear
25,99479,21153,1,0.47513,0.693226,0.5,0.00792,4.0,0.0,6.0,linear
26,97863,20195,1,0.480927,0.701303,0.5,0.00792,4.0,0.0,6.0,linear
27,96650,19400,1,0.486504,0.708719,0.5,0.00792,4.0,0.0,6.0,linear
28,95089,18421,1,0.491728,0.715445,0.5,0.00792,4.0,0.0,6.0,linear
29,93619,17726,1,0.496303,0.721342,0.5,0.00792,4.0,0.0,6.0,linear
30,92157,17232,1,0.501745,0.727203,0.5,0.00792,4.0,0.0,6.0,linear
31,91013,16476,1,0.508489,0.733656,0.5,0.00792,4.0,0.0,6.0,linear
32,89489,15784,1,0.514756,0.741046,0.5,0.00792,4.0,0.0,6.0,linear
33,88006,15133,1,0.519122,0.746211,0.5,0.00792,4.0,0.0,6.0,linear
34,87003,14683,1,0.523857,0.750142,0.5,0.00792,4.0,0.0,6.0,linear
35,85295,14149,1,0.529358,0.756848,0.5,0.00792,4.0,0.0,6.0,linear
36,84139,13557,1,0.535736,0.764061,0.5,0.00792,4.0,0.0,6.0,linear
37,82634,12941,1,0.540137,0.768083,0.5,0.00792,4.0,0.0,6.0,linear
38,81471,12540,1,0.545669,0.772155,0.5,0.00792,4.0,0.0,6.0,linear
39,80433,12188,1,0.550121,0.775363,0.5,0.00792,4.0,0.0,6.0,linear
40,79000,11659,1,0.554598,0.780475,0.5,0.00792,4.0,0.0,6.0,linear
41,78002,11247,1,0.560785,0.784242,0.5,0.00792,4.0,0.0,6.0,linear
42,76733,10802,1,0.567931,0.791379,0.5,0.00792,4.0,0.0,6.0,linear
43,75724,10461,1,0.572098,0.794486,0.5,0.00792,4.0,0.0,6.0,linear
44,74395,9989,1,0.577393,0.799107,0.5,0.00792,4.0,0.0,6.0,linear
45,73242,9536,1,0.584222,0.805556,0.5,0.00792,4.0,0.0,6.0,linear
46,71924,8999,1,0.591809,0.811672,0.5,0.00792,4.0,0.0,6.0,linear
47,70609,8660,1,0.599362,0.818098,0.5,0.00792,4.0,0.0,6.0,linear
48,69195,8079,1,0.606889,0.826324,0.5,0.00792,4.0,0.0,6.0,linear
49,67974,7540,1,0.616535,0.833247,0.5,0.00792,4.0,0.0,6.0,linear
50,66723,7025,1,0.627035,0.840133,0.5,0.00792,4.0,0.0,6.0,linear
51,64811,6516,1,0.635003,0.843891,0.5,0.00792,4.0,0.0,6.0,linear
52,63090,6156,1,0.645707,0.850704,0.5,0.00792,4.0,0.0,6.0,linear
53,61112,5635,1,0.654727,0.857262,0.5,0.00792,4.0,0.0,6.0,linear
54,60330,5194,1,0.669043,0.866156,0.5,0.00792,4.0,0.0,6.0,linear
55,58502,4727,1,0.679882,0.873933,0.5,0.00792,4.0,0.0,6.0,linear
56,57002,4342,1,0.693964,0.881036,0.5,0.00792,4.0,0.0,6.0,linear
57,55223,3944,1,0.706492,0.887923,0.5,0.00792,4.0,0.0,6.0,linear
58,53650,3534,1,0.72129,0.896293,0.5,0.00792,4.0,0.0,6.0,linear
59,52213,3104,1,0.736024,0.903403,0.5,0.00792,4.0,0.0,6.0,linear
60,50791,2804,1,0.754054,0.911258,0.5,0.00792,4.0,0.0,6.0,linear
61,48769,2446,1,0.769499,0.920556,0.5,0.00792,4.0,0.0,6.0,linear
62,47698,2140,1,0.789796,0.928677,0.5,0.00792,4.0,0.0,6.0,linear
63,46217,1853,1,0.805694,0.936454,0.5,0.00792,4.0,0.0,6.0,linear
64,45362,1571,1,0.826197,0.945374,0.5,0.00792,4.0,0.0,6.0,linear
65,43950,1276,1,0.846048,0.953623,0.5,0.00792,4.0,0.0,6.0,linear
66,42527,1048,1,0.864168,0.961825,0.5,0.00792,4.0,0.0,6.0,linear
67,41741,851,1,0.880435,0.967967,0.5,0.00792,4.0,0.0,6.0,linear
68,41008,663,1,0.897814,0.975647,0.5,0.00792,4.0,0.0,6.0,linear
69,40116,513,1,0.917237,0.981225,0.5,0.00792,4.0,0.0,6.0,linear
70,39355,375,1,0.933836,0.986293,0.5,0.00792,4.0,0.0,6.0,linear
71,38506,256,1,0.94969,0.990789,0.5,0.00792,4.0,0.0,6.0,linear
72,37811,183,1,0.96397,0.993626,0.5,0.00792,4.0,0.0,6.0,linear
73,37440,116,1,0.973118,0.995931,0.5,0.00792,4.0,0.0,6.0,linear
74,36782,53,1,0.982361,0.998145,0.5,0.00792,4.0,0.0,6.0,linear
75,36572,34,1,0.989397,0.998938,0.5,0.00792,4.0,0.0,6.0,linear
76,36467,21,1,0.993156,0.99929,0.5,0.00792,4.0,0.0,6.0,linear
77,36159,12,1,0.995709,0.999669,0.5,0.00792,4.0,0.0,6.0,linear
78,36161,3,1,0.997803,0.999917,0.5,0.00792,4.0,0.0,6.0,linear
79,36060,1,1,0.998836,0.999972,0.5,0.00792,4.0,0.0,6.0,linear
80,36224,1,1,0.999448,0.999972,0.5,0.00792,4.0,0.0,6.0,linear
81,35998,1,1,0.999722,0.999972,0.5,0.00792,4.0,0.0,6.0,linear
82,36114,0,1,0.999848,1.0,0.5,0.00792,4.0,0.0,6.0,linear

