generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78691,49517,1,0.0,0.0,0.5,0.0,1.55,0.0,6.0,linear
2,78455,49347,1,0.0,0.0,0.5,0.0,1.55,0.0,6.0,linear
3,79070,49824,1,0.0,0.0,0.5,0.0,1.55,0.0,6.0,linear
4,79602,50252,1,0.0,0.0,0.5,0.0,1.55,0.0,6.0,linear
5,78536,49835,1,0.0,0.0,0.5,0.0,1.55,0.0,6.0,linear
6,78143,49736,1,0.0,0.0,0.5,0.0,1.55,0.0,6.0,linear
7,78510,49965,1,0.0,0.0,0.5,0.0,1.55,0.0,6.0,linear
8,79489,50522,1,0.0,0.0,0.5,0.0,1.55,0.0,6.0,linear
9,79165,50078,1,0.0,0.0,0.5,0.0,1.55,0.0,6.0,linear
10,78640,49752,1,0.0,0.0,0.5,0.0,1.55,0.0,6.0,linear
11,88238,50048,1,0.0796118,0.0796118,0.5,0.0,1.55,0.0,6.0,linear
12,92575,50056,1,0.124455,0.133759,0.5,0.0,1.55,0.0,6.0,linear
13,91471,48993,1,0.141452,0.166088,0.5,0.0,1.55,0.0,6.0,linear
14,88644,46596,1,0.160254,0.204544,0.5,0.0,1.55,0.0,6.0,linear
15,88458,44747,1,0.177836,0.240789,0.5,0.0,1.55,0.0,6.0,linear
16,88492,43053,1,0.194811,0.275503,0.5,0.0,1.55,0.0,6.0,linear
17,88809,41470,1,0.208973,0.307961,0.5,0.0,1.55,0.0,6.0,linear
18,90231,40715,1,0.219754,0.331581,0.5,0.0,1.55,0.0,6.0,linear
19,91500,40314,1,0.229317,0.351743,0.5,0.0,1.55,0.0,6.0,linear
20,91773,39548,1,0.237811,0.368264,0.5,0.0,1.55,0.0,6.0,linear
21,90876,38187,1,0.245141,0.38245,0.5,0.0,1.55,0.0,6.0,linear
22,90318,37212,1,0.251939,0.396516,0.5,0.0,1.55,0.0,6.0,linear
23,90462,36539,1,0.257797,0.409001,0.5,0.0,1.55,0.0,6.0,linear
24,90715,36160,1,0.262137,0.418005,0.5,0.0,1.55,0.0,6.0,linear
