generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78555,49162,1,0.0,0.0,0.5,0.375,2.9,0.0,6.0,linear
2,78613,49283,1,0.0,0.0,0.5,0.375,2.9,0.0,6.0,linear
3,80890,50810,1,0.0,0.0,0.5,0.375,2.9,0.0,6.0,linear
4,80287,50686,1,0.0,0.0,0.5,0.375,2.9,0.0,6.0,linear
5,78358,49976,1,0.0,0.0,0.5,0.375,2.9,0.0,6.0,linear
6,77514,49503,1,0.0,0.0,0.5,0.375,2.9,0.0,6.0,linear
7,77862,49595,1,0.0,0.0,0.5,0.375,2.9,0.0,6.0,linear
8,78565,49666,1,0.0,0.0,0.5,0.375,2.9,0.0,6.0,linear
9,79314,50147,1,0.0,0.0,0.5,0.375,2.9,0.0,6.0,linear
10,79175,50353,1,0.0,0.0,0.5,0.375,2.9,0.0,6.0,linear
11,96013,50205,1,0.140392,0.140392,0.5,0.375,2.9,0.0,6.0,linear
12,104058,49905,1,0.210139,0.222928,0.5,0.375,2.9,0.0,6.0,linear
13,102069,47644,1,0.233001,0.266367,0.5,0.375,2.9,0.0,6.0,linear
14,99865,44743,1,0.25916,0.318601,0.5,0.375,2.9,0.0,6.0,linear
15,98504,41810,1,0.281757,0.369599,0.5,0.375,2.9,0.0,6.0,linear
16,99453,39376,1,0.304705,0.419455,0.5,0.375,2.9,0.0,6.0,linear
17,100196,37008,1,0.324396,0.460145,0.5,0.375,2.9,0.0,6.0,linear
18,99882,34881,1,0.338872,0.492961,0.5,0.375,2.9,0.0,6.0,linear
19,99786,33115,1,0.351733,0.51889,0.5,0.375,2.9,0.0,6.0,linear
20,99635,31804,1,0.361856,0.539179,0.5,0.375,2.9,0.0,6.0,linear
21,99315,30618,1,0.369255,0.554921,0.5,0.375,2.9,0.0,6.0,linear
22,98891,29424,1,0.37654,0.568542,0.5,0.375,2.9,0.0,6.0,linear
23,97832,28177,1,0.384302,0.583927,0.5,0.375,2.9,0.0,6.0,linear
24,96691,27138,1,0.389905,0.593733,0.5,0.375,2.9,0.0,6.0,linear
25,96038,26523,1,0.394624,0.601535,0.5,0.375,2.9,0.0,6.0,linear
26,95058,25844,1,0.399177,0.609027,0.5,0.375,2.9,0.0,6.0,linear
27,94249,25229,1,0.403073,0.615309,0.5,0.375,2.9,0.0,6.0,linear
28,93310,24494,1,0.405536,0.61863,0.5,0.375,2.9,0.0,6.0,linear
29,92661,24061,1,0.409146,0.625195,0.5,0.375,2.9,0.0,6.0,linear
30,91580,23400,1,0.412652,0.630363,0.5,0.375,2.9,0.0,6.0,linear
31,91150,22952,1,0.416966,0.63658,0.5,0.375,2.9,0.0,6.0,linear
32,90734,22735,1,0.418491,0.638351,0.5,0.375,2.9,0.0,6.0,linear
