generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78653,49280,1,0.0,0.0,0.5,0.3,2.3,0.0,6.0,linear
2,78165,49154,1,0.0,0.0,0.5,0.3,2.3,0.0,6.0,linear
3,79568,50288,1,0.0,0.0,0.5,0.3,2.3,0.0,6.0,linear
4,80176,50757,1,0.0,0.0,0.5,0.3,2.3,0.0,6.0,linear
5,79723,50633,1,0.0,0.0,0.5,0.3,2.3,0.0,6.0,linear
6,76295,49050,1,0.0,0.0,0.5,0.3,2.3,0.0,6.0,linear
7,77183,49404,1,0.0,0.0,0.5,0.3,2.3,0.0,6.0,linear
8,79426,50352,1,0.0,0.0,0.5,0.3,2.3,0.0,6.0,linear
9,78882,49934,1,0.0,0.0,0.5,0.3,2.3,0.0,6.0,linear
10,77629,49521,1,0.0,0.0,0.5,0.3,2.3,0.0,6.0,linear
11,92166,49978,1,0.115083,0.115083,0.5,0.3,2.3,0.0,6.0,linear
12,99195,49740,1,0.175467,0.188325,0.5,0.3,2.3,0.0,6.0,linear
13,98044,48300,1,0.195523,0.227438,0.5,0.3,2.3,0.0,6.0,linear
14,95322,45559,1,0.218775,0.273608,0.5,0.3,2.3,0.0,6.0,linear
15,94015,43034,1,0.241554,0.322426,0.5,0.3,2.3,0.0,6.0,linear
16,94250,40874,1,0.261409,0.365709,0.5,0.3,2.3,0.0,6.0,linear
17,95113,39081,1,0.279671,0.404506,0.5,0.3,2.3,0.0,6.0,linear
18,95397,37075,1,0.293063,0.432903,0.5,0.3,2.3,0.0,6.0,linear
19,95685,35725,1,0.305034,0.45841,0.5,0.3,2.3,0.0,6.0,linear
20,96285,34629,1,0.314832,0.47903,0.5,0.3,2.3,0.0,6.0,linear
21,95436,33472,1,0.322468,0.494807,0.5,0.3,2.3,0.0,6.0,linear
22,95567,32663,1,0.32896,0.506562,0.5,0.3,2.3,0.0,6.0,linear
23,95035,31810,1,0.33464,0.519068,0.5,0.3,2.3,0.0,6.0,linear
24,94459,31007,1,0.340506,0.530434,0.5,0.3,2.3,0.0,6.0,linear
25,93485,30068,1,0.344695,0.538842,0.5,0.3,2.3,0.0,6.0,linear
26,93304,29608,1,0.348249,0.544867,0.5,0.3,2.3,0.0,6.0,linear
27,92986,29006,1,0.352316,0.55314,0.5,0.3,2.3,0.0,6.0,linear
28,92305,28417,1,0.354522,0.556973,0.5,0.3,2.3,0.0,6.0,linear
29,92188,27939,1,0.35598,0.559104,0.5,0.3,2.3,0.0,6.0,linear
30,91748,27755,1,0.357112,0.561615,0.5,0.3,2.3,0.0,6.0,linear
31,91525,27527,1,0.359156,0.564288,0.5,0.3,2.3,0.0,6.0,linear
32,91418,27454,1,0.360383,0.567419,0.5,0.3,2.3,0.0,6.0,linear
33,91490,27256,1,0.36165,0.569376,0.5,0.3,2.3,0.0,6.0,linear
34,91309,26937,1,0.362037,0.569056,0.5,0.3,2.3,0.0,6.0,linear
35,90966,26757,1,0.363522,0.571953,0.5,0.3,2.3,0.0,6.0,linear
36,90648,26604,1,0.364739,0.573053,0.5,0.3,2.3,0.0,6.0,linear
37,90433,26742,1,0.364461,0.573073,0.5,0.3,2.3,0.0,6.0,linear
38,90550,26677,1,0.366001,0.575875,0.5,0.3,2.3,0.0,6.0,linear
39,90214,26497,1,0.366358,0.577487,0.5,0.3,2.3,0.0,6.0,linear
40,90055,26307,1,0.366953,0.577926,0.5,0.3,2.3,0.0,6.0,linear
41,90039,26387,1,0.366529,0.576754,0.5,0.3,2.3,0.0,6.0,linear
42,89958,26051,1,0.366924,0.577125,0.5,0.3,2.3,0.0,6.0,linear
43,89575,26061,1,0.367189,0.578295,0.5,0.3,2.3,0.0,6.0,linear
44,89386,25881,1,0.367942,0.579656,0.5,0.3,2.3,0.0,6.0,linear
45,89739,25973,1,0.370293,0.583596,0.5,0.3,2.3,0.0,6.0,linear
46,89301,25703,1,0.370751,0.583722,0.5,0.3,2.3,0.0,6.0,linear
47,89199,25814,1,0.371037,0.584459,0.5,0.3,2.3,0.0,6.0,linear
48,89205,25716,1,0.371218,0.584154,0.5,0.3,2.3,0.0,6.0,linear
49,88992,25631,1,0.371503,0.58443,0.5,0.3,2.3,0.0,6.0,linear
50,88907,25550,1,0.371751,0.584176,0.5,0.3,2.3,0.0,6.0,linear
51,88687,25411,1,0.371365,0.584615,0.5,0.3,2.3,0.0,6.0,linear
52,88793,25431,1,0.37182,0.585813,0.5,0.3,2.3,0.0,6.0,linear
53,88415,25192,1,0.372239,0.585979,0.5,0.3,2.3,0.0,6.0,linear
54,88392,25021,1,0.374724,0.589502,0.5,0.3,2.3,0.0,6.0,linear
55,88167,24951,1,0.37429,0.589426,0.5,0.3,2.3,0.0,6.0,linear
