generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,77953,48907,1,0.0,0.0,0.5,0.25,2.6,0.0,6.0,linear
2,77752,48852,1,0.0,0.0,0.5,0.25,2.6,0.0,6.0,linear
3,80021,50068,1,0.0,0.0,0.5,0.25,2.6,0.0,6.0,linear
4,80241,50638,1,0.0,0.0,0.5,0.25,2.6,0.0,6.0,linear
5,79077,50296,1,0.0,0.0,0.5,0.25,2.6,0.0,6.0,linear
6,76906,49197,1,0.0,0.0,0.5,0.25,2.6,0.0,6.0,linear
7,77819,49612,1,0.0,0.0,0.5,0.25,2.6,0.0,6.0,linear
8,79556,50426,1,0.0,0.0,0.5,0.25,2.6,0.0,6.0,linear
9,78944,49960,1,0.0,0.0,0.5,0.25,2.6,0.0,6.0,linear
10,77554,49300,1,0.0,0.0,0.5,0.25,2.6,0.0,6.0,linear
11,94955,50360,1,0.125664,0.125664,0.5,0.25,2.6,0.0,6.0,linear
12,103788,51075,1,0.190773,0.202924,0.5,0.25,2.6,0.0,6.0,linear
13,100566,48653,1,0.213348,0.244567,0.5,0.25,2.6,0.0,6.0,linear
14,95672,44622,1,0.239791,0.296301,0.5,0.25,2.6,0.0,6.0,linear
15,95130,42229,1,0.261795,0.345846,0.5,0.25,2.6,0.0,6.0,linear
16,97286,40614,1,0.282274,0.390607,0.5,0.25,2.6,0.0,6.0,linear
17,97516,38099,1,0.302001,0.432934,0.5,0.25,2.6,0.0,6.0,linear
18,97402,36053,1,0.31715,0.465064,0.5,0.25,2.6,0.0,6.0,linear
19,97089,34519,1,0.328059,0.489095,0.5,0.25,2.6,0.0,6.0,linear
20,97601,33278,1,0.338438,0.509376,0.5,0.25,2.6,0.0,6.0,linear
21,97252,31977,1,0.348487,0.529234,0.5,0.25,2.6,0.0,6.0,linear
22,96563,30505,1,0.355689,0.542944,0.5,0.25,2.6,0.0,6.0,linear
23,96042,29697,1,0.362233,0.555665,0.5,0.25,2.6,0.0,6.0,linear
24,95460,29120,1,0.366012,0.561646,0.5,0.25,2.6,0.0,6.0,linear
25,94549,28172,1,0.371465,0.572112,0.5,0.25,2.6,0.0,6.0,linear
26,94353,27596,1,0.375309,0.579374,0.5,0.25,2.6,0.0,6.0,linear
27,93844,27043,1,0.377274,0.583124,0.5,0.25,2.6,0.0,6.0,linear
28,93709,26816,1,0.380067,0.587932,0.5,0.25,2.6,0.0,6.0,linear
29,92969,26441,1,0.382451,0.591967,0.5,0.25,2.6,0.0,6.0,linear
30,92718,26036,1,0.384529,0.595516,0.5,0.25,2.6,0.0,6.0,linear
31,92014,25727,1,0.38625,0.598532,0.5,0.25,2.6,0.0,6.0,linear
32,91817,25347,1,0.39028,0.604147,0.5,0.25,2.6,0.0,6.0,linear
33,91040,24936,1,0.391324,0.606942,0.5,0.25,2.6,0.0,6.0,linear
34,90613,24477,1,0.392019,0.607951,0.5,0.25,2.6,0.0,6.0,linear
35,90523,24216,1,0.394338,0.612074,0.5,0.25,2.6,0.0,6.0,linear
36,90121,23941,1,0.39481,0.611766,0.5,0.25,2.6,0.0,6.0,linear
37,89590,23770,1,0.395801,0.614132,0.5,0.25,2.6,0.0,6.0,linear
38,89374,23551,1,0.396901,0.615109,0.5,0.25,2.6,0.0,6.0,linear
39,89389,23593,1,0.396925,0.614142,0.5,0.25,2.6,0.0,6.0,linear
40,89025,23464,1,0.397587,0.615497,0.5,0.25,2.6,0.0,6.0,linear
41,88717,23399,1,0.396378,0.614161,0.5,0.25,2.6,0.0,6.0,linear
42,88593,23518,1,0.397804,0.616498,0.5,0.25,2.6,0.0,6.0,linear
43,88821,23309,1,0.398121,0.616584,0.5,0.25,2.6,0.0,6.0,linear
44,88643,23391,1,0.399224,0.618137,0.5,0.25,2.6,0.0,6.0,linear
45,88311,23183,1,0.398685,0.616581,0.5,0.25,2.6,0.0,6.0,linear
46,88311,23405,1,0.399201,0.617798,0.5,0.25,2.6,0.0,6.0,linear
47,88408,23313,1,0.399818,0.619266,0.5,0.25,2.6,0.0,6.0,linear
48,88410,23155,1,0.401328,0.621752,0.5,0.25,2.6,0.0,6.0,linear
49,87991,22870,1,0.402788,0.624095,0.5,0.25,2.6,0.0,6.0,linear
50,87924,22831,1,0.402647,0.622575,0.5,0.25,2.6,0.0,6.0,linear
51,87861,22993,1,0.401552,0.621732,0.5,0.25,2.6,0.0,6.0,linear
52,87859,22902,1,0.403512,0.625785,0.5,0.25,2.6,0.0,6.0,linear
53,88006,22616,1,0.404358,0.627064,0.5,0.25,2.6,0.0,6.0,linear
54,87422,22635,1,0.404354,0.627472,0.5,0.25,2.6,0.0,6.0,linear
55,86779,22326,1,0.4045,0.627481,0.5,0.25,2.6,0.0,6.0,linear
56,87101,22411,1,0.405901,0.628667,0.5,0.25,2.6,0.0,6.0,linear
57,86705,22308,1,0.406238,0.629247,0.5,0.25,2.6,0.0,6.0,linear
58,86835,22402,1,0.405613,0.627773,0.5,0.25,2.6,0.0,6.0,linear
59,86848,22196,1,0.406357,0.628633,0.5,0.25,2.6,0.0,6.0,linear
60,86836,22131,1,0.406752,0.629274,0.5,0.25,2.6,0.0,6.0,linear
61,86413,22039,1,0.406891,0.629822,0.5,0.25,2.6,0.0,6.0,linear
62,86025,21934,1,0.408356,0.631948,0.5,0.25,2.6,0.0,6.0,linear
63,86017,21768,1,0.409252,0.633114,0.5,0.25,2.6,0.0,6.0,linear
64,85624,21677,1,0.411093,0.636216,0.5,0.25,2.6,0.0,6.0,linear
65,85400,21643,1,0.411094,0.634923,0.5,0.25,2.6,0.0,6.0,linear
66,85069,21536,1,0.41101,0.63496,0.5,0.25,2.6,0.0,6.0,linear
67,85407,21435,1,0.411886,0.636458,0.5,0.25,2.6,0.0,6.0,linear
68,85182,21329,1,0.412123,0.636767,0.5,0.25,2.6,0.0,6.0,linear
69,85066,21145,1,0.412439,0.637149,0.5,0.25,2.6,0.0,6.0,linear
70,84607,21064,1,0.413148,0.636772,0.5,0.25,2.6,0.0,6.0,linear
71,84318,21155,1,0.412141,0.636162,0.5,0.25,2.6,0.0,6.0,linear
72,84529,21111,1,0.41286,0.637547,0.5,0.25,2.6,0.0,6.0,linear
73,85153,21257,1,0.413401,0.638508,0.5,0.25,2.6,0.0,6.0,linear
74,84440,20990,1,0.414197,0.638783,0.5,0.25,2.6,0.0,6.0,linear
75,84547,21188,1,0.412696,0.636873,0.5,0.25,2.6,0.0,6.0,linear
76,84951,21252,1,0.412523,0.636735,0.5,0.25,2.6,0.0,6.0,linear
77,84757,21357,1,0.411573,0.635774,0.5,0.25,2.6,0.0,6.0,linear
78,84701,21207,1,0.410297,0.633758,0.5,0.25,2.6,0.0,6.0,linear
79,84481,21197,1,0.410752,0.634249,0.5,0.25,2.6,0.0,6.0,linear
80,85002,21172,1,0.410169,0.633616,0.5,0.25,2.6,0.0,6.0,linear
81,85220,21388,1,0.410274,0.633713,0.5,0.25,2.6,0.0,6.0,linear
82,85178,21353,1,0.410602,0.634948,0.5,0.25,2.6,0.0,6.0,linear
83,84839,21131,1,0.411205,0.635467,0.5,0.25,2.6,0.0,6.0,linear
84,84529,21144,1,0.411869,0.636368,0.5,0.25,2.6,0.0,6.0,linear
85,84471,21050,1,0.412507,0.637636,0.5,0.25,2.6,0.0,6.0,linear
86,84703,21070,1,0.41372,0.639078,0.5,0.25,2.6,0.0,6.0,linear
87,84452,20903,1,0.41295,0.63888,0.5,0.25,2.6,0.0,6.0,linear
88,84664,21024,1,0.414,0.639298,0.5,0.25,2.6,0.0,6.0,linear
89,84721,20909,1,0.414639,0.639891,0.5,0.25,2.6,0.0,6.0,linear
90,84579,20817,1,0.414729,0.639455,0.5,0.25,2.6,0.0,6.0,linear
91,83995,20690,1,0.415655,0.641861,0.5,0.25,2.6,0.0,6.0,linear
92,84103,20631,1,0.416418,0.641537,0.5,0.25,2.6,0.0,6.0,linear
93,83668,20694,1,0.414917,0.63931,0.5,0.25,2.6,0.0,6.0,linear
94,83784,20785,1,0.414756,0.640009,0.5,0.25,2.6,0.0,6.0,linear
95,83788,20734,1,0.415082,0.639917,0.5,0.25,2.6,0.0,6.0,linear
96,83915,20817,1,0.413247,0.637438,0.5,0.25,2.6,0.0,6.0,linear
97,84053,20913,1,0.413771,0.637806,0.5,0.25,2.6,0.0,6.0,linear
98,84085,20836,1,0.413593,0.638074,0.5,0.25,2.6,0.0,6.0,linear
99,84532,20978,1,0.413635,0.63678,0.5,0.25,2.6,0.0,6.0,linear
100,84500,20979,1,0.413813,0.638478,0.5,0.25,2.6,0.0,6.0,linear
101,84330,20891,1,0.414159,0.638003,0.5,0.25,2.6,0.0,6.0,linear
102,84131,20816,1,0.414203,0.638386,0.5,0.25,2.6,0.0,6.0,linear
103,84043,20701,1,0.415841,0.642667,0.5,0.25,2.6,0.0,6.0,linear
104,84453,20625,1,0.417856,0.64467,0.5,0.25,2.6,0.0,6.0,linear
105,84029,20476,1,0.417705,0.64464,0.5,0.25,2.6,0.0,6.0,linear
106,84044,20534,1,0.418071,0.645722,0.5,0.25,2.6,0.0,6.0,linear
107,83795,20522,1,0.41567,0.641519,0.5,0.25,2.6,0.0,6.0,linear
108,83883,20686,1,0.415593,0.640955,0.5,0.25,2.6,0.0,6.0,linear
109,83640,20689,1,0.41473,0.639563,0.5,0.25,2.6,0.0,6.0,linear
110,84012,20645,1,0.415618,0.640578,0.5,0.25,2.6,0.0,6.0,linear
111,83847,20549,1,0.415194,0.641188,0.5,0.25,2.6,0.0,6.0,linear
112,83925,20506,1,0.415987,0.6429,0.5,0.25,2.6,0.0,6.0,linear
113,83643,20575,1,0.416196,0.642941,0.5,0.25,2.6,0.0,6.0,linear
114,83557,20462,1,0.416151,0.642203,0.5,0.25,2.6,0.0,6.0,linear
115,83670,20648,1,0.414397,0.639887,0.5,0.25,2.6,0.0,6.0,linear
116,83613,20720,1,0.414599,0.640208,0.5,0.25,2.6,0.0,6.0,linear
117,84315,20743,1,0.414868,0.640906,0.5,0.25,2.6,0.0,6.0,linear
118,84172,20763,1,0.416608,0.64363,0.5,0.25,2.6,0.0,6.0,linear
119,83807,20603,1,0.416553,0.644075,0.5,0.25,2.6,0.0,6.0,linear
120,83699,20530,1,0.417209,0.644057,0.5,0.25,2.6,0.0,6.0,linear
121,83737,20526,1,0.418304,0.646244,0.5,0.25,2.6,0.0,6.0,linear
122,83684,20373,1,0.418354,0.645545,0.5,0.25,2.6,0.0,6.0,linear
123,83821,20554,1,0.418829,0.644269,0.5,0.25,2.6,0.0,6.0,linear
124,83043,20341,1,0.419274,0.646757,0.5,0.25,2.6,0.0,6.0,linear
125,83361,20320,1,0.418943,0.646361,0.5,0.25,2.6,0.0,6.0,linear
126,83093,20354,1,0.419707,0.647865,0.5,0.25,2.6,0.0,6.0,linear
127,82598,20130,1,0.417982,0.645307,0.5,0.25,2.6,0.0,6.0,linear
128,82996,20309,1,0.418482,0.645658,0.5,0.25,2.6,0.0,6.0,linear
129,82829,20241,1,0.417867,0.643526,0.5,0.25,2.6,0.0,6.0,linear
130,82948,20272,1,0.417223,0.643411,0.5,0.25,2.6,0.0,6.0,linear
131,83626,20456,1,0.418959,0.646225,0.5,0.25,2.6,0.0,6.0,linear
132,83280,20200,1,0.418638,0.646619,0.5,0.25,2.6,0.0,6.0,linear
133,83518,20208,1,0.418869,0.646133,0.5,0.25,2.6,0.0,6.0,linear
134,83327,20172,1,0.41765,0.644345,0.5,0.25,2.6,0.0,6.0,linear
135,83498,20480,1,0.416679,0.643065,0.5,0.25,2.6,0.0,6.0,linear
136,83147,20347,1,0.416587,0.643323,0.5,0.25,2.6,0.0,6.0,linear
137,83669,20579,1,0.41648,0.642614,0.5,0.25,2.6,0.0,6.0,linear
138,83509,20577,1,0.416553,0.642312,0.5,0.25,2.6,0.0,6.0,linear
139,83351,20643,1,0.416605,0.642748,0.5,0.25,2.6,0.0,6.0,linear
140,83411,20703,1,0.416543,0.642558,0.5,0.25,2.6,0.0,6.0,linear
141,84046,20757,1,0.416657,0.642244,0.5,0.25,2.6,0.0,6.0,linear
142,83993,20912,1,0.414913,0.64144,0.5,0.25,2.6,0.0,6.0,linear
143,84053,20698,1,0.416578,0.642908,0.5,0.25,2.6,0.0,6.0,linear
144,83701,20664,1,0.417588,0.646107,0.5,0.25,2.6,0.0,6.0,linear
