generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78091,49229,1,0.0,0.0,0.5,0.5,4.15,0.0,6.0,linear
2,78122,49349,1,0.0,0.0,0.5,0.5,4.15,0.0,6.0,linear
3,79399,50075,1,0.0,0.0,0.5,0.5,4.15,0.0,6.0,linear
4,80061,50397,1,0.0,0.0,0.5,0.5,4.15,0.0,6.0,linear
5,78554,49826,1,0.0,0.0,0.5,0.5,4.15,0.0,6.0,linear
6,78409,49911,1,0.0,0.0,0.5,0.5,4.15,0.0,6.0,linear
7,78546,50191,1,0.0,0.0,0.5,0.5,4.15,0.0,6.0,linear
8,78693,50268,1,0.0,0.0,0.5,0.5,4.15,0.0,6.0,linear
9,78310,49973,1,0.0,0.0,0.5,0.5,4.15,0.0,6.0,linear
10,77926,49543,1,0.0,0.0,0.5,0.5,4.15,0.0,6.0,linear
11,103855,50191,1,0.18732,0.18732,0.5,0.5,4.15,0.0,6.0,linear
12,116847,50464,1,0.272734,0.28734,0.5,0.5,4.15,0.0,6.0,linear
13,113887,47945,1,0.300342,0.33729,0.5,0.5,4.15,0.0,6.0,linear
14,110021,44045,1,0.331786,0.397519,0.5,0.5,4.15,0.0,6.0,linear
15,107714,39984,1,0.35889,0.457674,0.5,0.5,4.15,0.0,6.0,linear
16,107973,36992,1,0.380418,0.509392,0.5,0.5,4.15,0.0,6.0,linear
17,108613,33756,1,0.403172,0.557626,0.5,0.5,4.15,0.0,6.0,linear
18,108404,30837,1,0.421327,0.595499,0.5,0.5,4.15,0.0,6.0,linear
19,107834,28258,1,0.43417,0.620181,0.5,0.5,4.15,0.0,6.0,linear
20,107301,26753,1,0.444609,0.641166,0.5,0.5,4.15,0.0,6.0,linear
21,105796,25030,1,0.455552,0.659363,0.5,0.5,4.15,0.0,6.0,linear
22,104277,23421,1,0.463689,0.672867,0.5,0.5,4.15,0.0,6.0,linear
23,102773,22283,1,0.471418,0.684161,0.5,0.5,4.15,0.0,6.0,linear
24,101240,21376,1,0.476894,0.691833,0.5,0.5,4.15,0.0,6.0,linear
25,99518,20554,1,0.482533,0.699826,0.5,0.5,4.15,0.0,6.0,linear
26,98247,19651,1,0.487672,0.705279,0.5,0.5,4.15,0.0,6.0,linear
27,96749,19132,1,0.493033,0.711407,0.5,0.5,4.15,0.0,6.0,linear
28,95361,18371,1,0.496747,0.715702,0.5,0.5,4.15,0.0,6.0,linear
29,94628,17810,1,0.500888,0.718903,0.5,0.5,4.15,0.0,6.0,linear
30,93662,17305,1,0.503612,0.722752,0.5,0.5,4.15,0.0,6.0,linear
31,92779,16921,1,0.505502,0.722857,0.5,0.5,4.15,0.0,6.0,linear
32,92142,16715,1,0.507904,0.723968,0.5,0.5,4.15,0.0,6.0,linear
33,91551,16543,1,0.508438,0.72299,0.5,0.5,4.15,0.0,6.0,linear
34,90850,16484,1,0.507578,0.720706,0.5,0.5,4.15,0.0,6.0,linear
35,90625,16525,1,0.507425,0.720192,0.5,0.5,4.15,0.0,6.0,linear
36,90510,16528,1,0.506791,0.719014,0.5,0.5,4.15,0.0,6.0,linear
37,90668,16529,1,0.507637,0.719949,0.5,0.5,4.15,0.0,6.0,linear
38,90090,16607,1,0.505757,0.716847,0.5,0.5,4.15,0.0,6.0,linear
39,90343,16648,1,0.505189,0.714724,0.5,0.5,4.15,0.0,6.0,linear
40,90981,16808,1,0.50403,0.712413,0.5,0.5,4.15,0.0,6.0,linear
41,90863,16897,1,0.501616,0.710891,0.5,0.5,4.15,0.0,6.0,linear
42,91173,16991,1,0.499109,0.706426,0.5,0.5,4.15,0.0,6.0,linear
43,92119,17457,1,0.495597,0.701479,0.5,0.5,4.15,0.0,6.0,linear
44,92432,17963,1,0.492873,0.697511,0.5,0.5,4.15,0.0,6.0,linear
45,93134,18333,1,0.488755,0.692693,0.5,0.5,4.15,0.0,6.0,linear
46,94197,18802,1,0.485682,0.689207,0.5,0.5,4.15,0.0,6.0,linear
47,95220,19093,1,0.481436,0.684294,0.5,0.5,4.15,0.0,6.0,linear
48,96241,19641,1,0.478869,0.681726,0.5,0.5,4.15,0.0,6.0,linear
49,97033,20051,1,0.473255,0.673007,0.5,0.5,4.15,0.0,6.0,linear
50,97417,20637,1,0.469205,0.667236,0.5,0.5,4.15,0.0,6.0,linear
51,98739,21293,1,0.468287,0.66521,0.5,0.5,4.15,0.0,6.0,linear
52,99494,21786,1,0.465982,0.663791,0.5,0.5,4.15,0.0,6.0,linear
53,100470,22155,1,0.462375,0.659411,0.5,0.5,4.15,0.0,6.0,linear
54,101338,22574,1,0.458981,0.654147,0.5,0.5,4.15,0.0,6.0,linear
55,101596,22893,1,0.455585,0.649607,0.5,0.5,4.15,0.0,6.0,linear
56,101980,23231,1,0.4518,0.644881,0.5,0.5,4.15,0.0,6.0,linear
57,102573,23510,1,0.451343,0.64422,0.5,0.5,4.15,0.0,6.0,linear
58,102756,23723,1,0.450747,0.642039,0.5,0.5,4.15,0.0,6.0,linear
59,102814,23960,1,0.447849,0.638123,0.5,0.5,4.15,0.0,6.0,linear
60,103558,24371,1,0.446252,0.635617,0.5,0.5,4.15,0.0,6.0,linear
61,104075,24715,1,0.442938,0.630332,0.5,0.5,4.15,0.0,6.0,linear
62,105054,25356,1,0.440906,0.628736,0.5,0.5,4.15,0.0,6.0,linear
63,105591,25642,1,0.439445,0.626715,0.5,0.5,4.15,0.0,6.0,linear
64,105903,25899,1,0.437908,0.624865,0.5,0.5,4.15,0.0,6.0,linear
65,106412,26070,1,0.438777,0.626119,0.5,0.5,4.15,0.0,6.0,linear
66,106564,26043,1,0.438189,0.625239,0.5,0.5,4.15,0.0,6.0,linear
67,106786,26146,1,0.43697,0.62281,0.5,0.5,4.15,0.0,6.0,linear
68,107134,26304,1,0.435652,0.621345,0.5,0.5,4.15,0.0,6.0,linear
69,106992,26636,1,0.433441,0.619272,0.5,0.5,4.15,0.0,6.0,linear
70,107135,26638,1,0.434656,0.620648,0.5,0.5,4.15,0.0,6.0,linear
71,107373,26652,1,0.435344,0.620782,0.5,0.5,4.15,0.0,6.0,linear
72,106812,26678,1,0.43399,0.618976,0.5,0.5,4.15,0.0,6.0,linear
73,107039,26697,1,0.433565,0.618451,0.5,0.5,4.15,0.0,6.0,linear
74,107466,26744,1,0.432894,0.617115,0.5,0.5,4.15,0.0,6.0,linear
75,107653,26686,1,0.432838,0.617856,0.5,0.5,4.15,0.0,6.0,linear
76,107630,26764,1,0.432073,0.614813,0.5,0.5,4.15,0.0,6.0,linear
77,107414,27047,1,0.431719,0.614577,0.5,0.5,4.15,0.0,6.0,linear
78,107645,27088,1,0.43142,0.613796,0.5,0.5,4.15,0.0,6.0,linear
79,107995,27124,1,0.431973,0.614469,0.5,0.5,4.15,0.0,6.0,linear
80,107785,27047,1,0.430611,0.613701,0.5,0.5,4.15,0.0,6.0,linear
81,108099,27217,1,0.430098,0.61225,0.5,0.5,4.15,0.0,6.0,linear
82,107894,27072,1,0.430511,0.614021,0.5,0.5,4.15,0.0,6.0,linear
83,108036,27038,1,0.43142,0.61513,0.5,0.5,4.15,0.0,6.0,linear
84,108098,27192,1,0.431472,0.614638,0.5,0.5,4.15,0.0,6.0,linear
85,107931,27066,1,0.431733,0.614274,0.5,0.5,4.15,0.0,6.0,linear
86,108107,27188,1,0.430102,0.610955,0.5,0.5,4.15,0.0,6.0,linear
87,107843,27329,1,0.42824,0.608828,0.5,0.5,4.15,0.0,6.0,linear
88,108273,27499,1,0.428978,0.610009,0.5,0.5,4.15,0.0,6.0,linear
89,108336,27494,1,0.428681,0.610051,0.5,0.5,4.15,0.0,6.0,linear
90,108151,27479,1,0.427687,0.608705,0.5,0.5,4.15,0.0,6.0,linear
91,108279,27858,1,0.42693,0.607815,0.5,0.5,4.15,0.0,6.0,linear
92,108563,27888,1,0.426505,0.60698,0.5,0.5,4.15,0.0,6.0,linear
93,108539,27988,1,0.426763,0.607156,0.5,0.5,4.15,0.0,6.0,linear
94,108239,27830,1,0.427169,0.608306,0.5,0.5,4.15,0.0,6.0,linear
95,108397,27805,1,0.427177,0.607504,0.5,0.5,4.15,0.0,6.0,linear
96,108535,27852,1,0.426985,0.608152,0.5,0.5,4.15,0.0,6.0,linear
97,108628,27563,1,0.429474,0.610409,0.5,0.5,4.15,0.0,6.0,linear
98,108083,27522,1,0.428882,0.609523,0.5,0.5,4.15,0.0,6.0,linear
99,108284,27807,1,0.426642,0.607668,0.5,0.5,4.15,0.0,6.0,linear
