generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78408,49261,1,0.0,0.0,0.5,0.425,1.7,0.0,6.0,linear
2,78246,49253,1,0.0,0.0,0.5,0.425,1.7,0.0,6.0,linear
3,78766,49536,1,0.0,0.0,0.5,0.425,1.7,0.0,6.0,linear
4,80091,50635,1,0.0,0.0,0.5,0.425,1.7,0.0,6.0,linear
5,79658,50639,1,0.0,0.0,0.5,0.425,1.7,0.0,6.0,linear
6,77976,49957,1,0.0,0.0,0.5,0.425,1.7,0.0,6.0,linear
7,78386,49913,1,0.0,0.0,0.5,0.425,1.7,0.0,6.0,linear
8,77943,49962,1,0.0,0.0,0.5,0.425,1.7,0.0,6.0,linear
9,77924,49733,1,0.0,0.0,0.5,0.425,1.7,0.0,6.0,linear
10,78918,50163,1,0.0,0.0,0.5,0.425,1.7,0.0,6.0,linear
11,88779,50001,1,0.0871827,0.0871827,0.5,0.425,1.7,0.0,6.0,linear
12,94003,50171,1,0.135698,0.145832,0.5,0.425,1.7,0.0,6.0,linear
13,92244,48770,1,0.152899,0.179215,0.5,0.425,1.7,0.0,6.0,linear
14,90076,46368,1,0.17277,0.219259,0.5,0.425,1.7,0.0,6.0,linear
15,89328,44288,1,0.192311,0.260841,0.5,0.425,1.7,0.0,6.0,linear
16,89416,42380,1,0.210474,0.29925,0.5,0.425,1.7,0.0,6.0,linear
17,90448,40929,1,0.225847,0.331549,0.5,0.425,1.7,0.0,6.0,linear
18,91290,39758,1,0.238157,0.358767,0.5,0.425,1.7,0.0,6.0,linear
19,92146,39035,1,0.246857,0.377783,0.5,0.425,1.7,0.0,6.0,linear
20,92674,38333,1,0.255813,0.395942,0.5,0.425,1.7,0.0,6.0,linear
21,92167,37125,1,0.264745,0.413267,0.5,0.425,1.7,0.0,6.0,linear
22,91746,36173,1,0.272346,0.428908,0.5,0.425,1.7,0.0,6.0,linear
23,91145,35066,1,0.277061,0.439221,0.5,0.425,1.7,0.0,6.0,linear
24,91503,34681,1,0.281832,0.449154,0.5,0.425,1.7,0.0,6.0,linear
25,91472,34137,1,0.28541,0.457004,0.5,0.425,1.7,0.0,6.0,linear
26,91482,33722,1,0.288478,0.463297,0.5,0.425,1.7,0.0,6.0,linear
27,91418,33498,1,0.291777,0.469238,0.5,0.425,1.7,0.0,6.0,linear
28,91422,33441,1,0.293579,0.472883,0.5,0.425,1.7,0.0,6.0,linear
29,90928,33016,1,0.296736,0.478504,0.5,0.425,1.7,0.0,6.0,linear
30,90300,32595,1,0.297986,0.48111,0.5,0.425,1.7,0.0,6.0,linear
31,90406,32601,1,0.299633,0.484547,0.5,0.425,1.7,0.0,6.0,linear
32,90914,32370,1,0.302461,0.489063,0.5,0.425,1.7,0.0,6.0,linear
33,90601,31894,1,0.305127,0.49491,0.5,0.425,1.7,0.0,6.0,linear
34,90249,31478,1,0.307059,0.498308,0.5,0.425,1.7,0.0,6.0,linear
35,89982,31339,1,0.307569,0.499632,0.5,0.425,1.7,0.0,6.0,linear
36,89771,31045,1,0.310093,0.504466,0.5,0.425,1.7,0.0,6.0,linear
37,89378,30735,1,0.310421,0.504976,0.5,0.425,1.7,0.0,6.0,linear
38,89237,30674,1,0.310477,0.504776,0.5,0.425,1.7,0.0,6.0,linear
39,89019,30553,1,0.311292,0.506186,0.5,0.425,1.7,0.0,6.0,linear
40,89103,30541,1,0.310446,0.50471,0.5,0.425,1.7,0.0,6.0,linear
41,89297,30644,1,0.3107,0.505726,0.5,0.425,1.7,0.0,6.0,linear
42,89194,30488,1,0.310419,0.505384,0.5,0.425,1.7,0.0,6.0,linear
43,89722,30649,1,0.309785,0.504148,0.5,0.425,1.7,0.0,6.0,linear
44,89726,30781,1,0.310102,0.504418,0.5,0.425,1.7,0.0,6.0,linear
45,89597,30728,1,0.309699,0.504501,0.5,0.425,1.7,0.0,6.0,linear
46,89911,30798,1,0.310405,0.505756,0.5,0.425,1.7,0.0,6.0,linear
47,89452,30708,1,0.308791,0.503493,0.5,0.425,1.7,0.0,6.0,linear
48,90007,30816,1,0.309524,0.503934,0.5,0.425,1.7,0.0,6.0,linear
49,89552,30805,1,0.309501,0.503801,0.5,0.425,1.7,0.0,6.0,linear
50,89238,30620,1,0.309084,0.502155,0.5,0.425,1.7,0.0,6.0,linear
51,89564,31167,1,0.309112,0.502649,0.5,0.425,1.7,0.0,6.0,linear
52,89931,31224,1,0.309252,0.503599,0.5,0.425,1.7,0.0,6.0,linear
53,89366,30919,1,0.310635,0.507099,0.5,0.425,1.7,0.0,6.0,linear
54,89677,30848,1,0.312207,0.508655,0.5,0.425,1.7,0.0,6.0,linear
55,89214,30555,1,0.313423,0.510588,0.5,0.425,1.7,0.0,6.0,linear
56,89056,30334,1,0.312639,0.509128,0.5,0.425,1.7,0.0,6.0,linear
57,89149,30314,1,0.312472,0.509799,0.5,0.425,1.7,0.0,6.0,linear
58,89206,30232,1,0.311846,0.508718,0.5,0.425,1.7,0.0,6.0,linear
59,89059,30276,1,0.312757,0.509525,0.5,0.425,1.7,0.0,6.0,linear
60,89083,30414,1,0.312213,0.508695,0.5,0.425,1.7,0.0,6.0,linear
61,89202,30407,1,0.312476,0.508616,0.5,0.425,1.7,0.0,6.0,linear
62,89031,30151,1,0.3127,0.508943,0.5,0.425,1.7,0.0,6.0,linear
63,88953,30450,1,0.311723,0.506809,0.5,0.425,1.7,0.0,6.0,linear
64,89274,30683,1,0.312378,0.508767,0.5,0.425,1.7,0.0,6.0,linear
65,89179,30441,1,0.312701,0.50969,0.5,0.425,1.7,0.0,6.0,linear
66,89176,30419,1,0.312937,0.508954,0.5,0.425,1.7,0.0,6.0,linear
67,88709,30350,1,0.311745,0.507715,0.5,0.425,1.7,0.0,6.0,linear
68,89046,30464,1,0.31103,0.506291,0.5,0.425,1.7,0.0,6.0,linear
69,89527,30524,1,0.312147,0.507811,0.5,0.425,1.7,0.0,6.0,linear
70,89208,30486,1,0.3111,0.506418,0.5,0.425,1.7,0.0,6.0,linear
71,89472,30711,1,0.311836,0.508521,0.5,0.425,1.7,0.0,6.0,linear
72,89622,30561,1,0.310616,0.505784,0.5,0.425,1.7,0.0,6.0,linear
73,89410,30732,1,0.310181,0.506043,0.5,0.425,1.7,0.0,6.0,linear
