generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78349,49103,1,0.0,0.0,0.5,0.425,0.5,0.0,6.0,linear
2,78464,49219,1,0.0,0.0,0.5,0.425,0.5,0.0,6.0,linear
3,80523,50596,1,0.0,0.0,0.5,0.425,0.5,0.0,6.0,linear
4,79789,50496,1,0.0,0.0,0.5,0.425,0.5,0.0,6.0,linear
5,78230,49955,1,0.0,0.0,0.5,0.425,0.5,0.0,6.0,linear
6,77690,49806,1,0.0,0.0,0.5,0.425,0.5,0.0,6.0,linear
7,78296,49989,1,0.0,0.0,0.5,0.425,0.5,0.0,6.0,linear
8,79419,50425,1,0.0,0.0,0.5,0.425,0.5,0.0,6.0,linear
9,79236,50216,1,0.0,0.0,0.5,0.425,0.5,0.0,6.0,linear
10,79016,50001,1,0.0,0.0,0.5,0.425,0.5,0.0,6.0,linear
11,81292,49847,1,0.0274973,0.0274973,0.5,0.425,0.5,0.0,6.0,linear
12,82889,50035,1,0.0447756,0.0488232,0.5,0.425,0.5,0.0,6.0,linear
13,81844,49054,1,0.0518909,0.0626148,0.5,0.425,0.5,0.0,6.0,linear
14,82026,48763,1,0.0601539,0.0794394,0.5,0.425,0.5,0.0,6.0,linear
15,82255,48400,1,0.0677473,0.0954389,0.5,0.425,0.5,0.0,6.0,linear
16,82332,47793,1,0.075078,0.110729,0.5,0.425,0.5,0.0,6.0,linear
17,82816,47394,1,0.0817315,0.12368,0.5,0.425,0.5,0.0,6.0,linear
18,82422,46604,1,0.0884321,0.137987,0.5,0.425,0.5,0.0,6.0,linear
19,84476,47106,1,0.0933486,0.148355,0.5,0.425,0.5,0.0,6.0,linear
20,84636,46779,1,0.0972294,0.156273,0.5,0.425,0.5,0.0,6.0,linear
21,84174,46083,1,0.102236,0.167096,0.5,0.425,0.5,0.0,6.0,linear
22,85024,46102,1,0.107056,0.175722,0.5,0.425,0.5,0.0,6.0,linear
23,84995,45764,1,0.110581,0.184403,0.5,0.425,0.5,0.0,6.0,linear
24,86109,46003,1,0.114911,0.192503,0.5,0.425,0.5,0.0,6.0,linear
25,85765,45811,1,0.118031,0.198448,0.5,0.425,0.5,0.0,6.0,linear
26,85501,45530,1,0.120254,0.203749,0.5,0.425,0.5,0.0,6.0,linear
27,86013,45444,1,0.122481,0.208454,0.5,0.425,0.5,0.0,6.0,linear
28,85444,44662,1,0.127604,0.218493,0.5,0.425,0.5,0.0,6.0,linear
29,85915,44863,1,0.129554,0.22204,0.5,0.425,0.5,0.0,6.0,linear
30,85989,44695,1,0.131919,0.226931,0.5,0.425,0.5,0.0,6.0,linear
31,85610,44369,1,0.134428,0.232128,0.5,0.425,0.5,0.0,6.0,linear
32,85651,44198,1,0.136446,0.236488,0.5,0.425,0.5,0.0,6.0,linear
33,86010,44219,1,0.138557,0.240558,0.5,0.425,0.5,0.0,6.0,linear
34,86181,43923,1,0.139497,0.24239,0.5,0.425,0.5,0.0,6.0,linear
35,86190,43927,1,0.141672,0.24683,0.5,0.425,0.5,0.0,6.0,linear
36,86312,43802,1,0.14399,0.25165,0.5,0.425,0.5,0.0,6.0,linear
37,86112,43310,1,0.146753,0.257653,0.5,0.425,0.5,0.0,6.0,linear
38,86160,43190,1,0.147169,0.258105,0.5,0.425,0.5,0.0,6.0,linear
39,86294,43039,1,0.148416,0.260734,0.5,0.425,0.5,0.0,6.0,linear
40,85981,42810,1,0.148874,0.262142,0.5,0.425,0.5,0.0,6.0,linear
41,85903,42752,1,0.150165,0.26429,0.5,0.425,0.5,0.0,6.0,linear
42,86018,42788,1,0.151716,0.2674,0.5,0.425,0.5,0.0,6.0,linear
43,86875,42956,1,0.15273,0.269614,0.5,0.425,0.5,0.0,6.0,linear
44,86865,43035,1,0.153661,0.271291,0.5,0.425,0.5,0.0,6.0,linear
45,86887,42934,1,0.153095,0.27017,0.5,0.425,0.5,0.0,6.0,linear
46,86412,42870,1,0.15445,0.273293,0.5,0.425,0.5,0.0,6.0,linear
47,86519,42768,1,0.155259,0.274894,0.5,0.425,0.5,0.0,6.0,linear
48,86446,42713,1,0.156312,0.276629,0.5,0.425,0.5,0.0,6.0,linear
49,85816,42324,1,0.157228,0.278204,0.5,0.425,0.5,0.0,6.0,linear
50,85217,41904,1,0.158404,0.280779,0.5,0.425,0.5,0.0,6.0,linear
51,86244,42171,1,0.158281,0.280412,0.5,0.425,0.5,0.0,6.0,linear
52,86654,42390,1,0.159204,0.282073,0.5,0.425,0.5,0.0,6.0,linear
53,86986,42484,1,0.157024,0.278055,0.5,0.425,0.5,0.0,6.0,linear
54,86646,42570,1,0.158088,0.28047,0.5,0.425,0.5,0.0,6.0,linear
55,86774,42369,1,0.158494,0.280763,0.5,0.425,0.5,0.0,6.0,linear
56,86156,42264,1,0.159202,0.282414,0.5,0.425,0.5,0.0,6.0,linear
57,86652,42332,1,0.160195,0.284699,0.5,0.425,0.5,0.0,6.0,linear
58,86579,42333,1,0.159779,0.283688,0.5,0.425,0.5,0.0,6.0,linear
59,86336,42356,1,0.160881,0.285557,0.5,0.425,0.5,0.0,6.0,linear
60,86326,42177,1,0.161111,0.286481,0.5,0.425,0.5,0.0,6.0,linear
61,86270,42065,1,0.161964,0.2876,0.5,0.425,0.5,0.0,6.0,linear
62,86792,42264,1,0.162816,0.289858,0.5,0.425,0.5,0.0,6.0,linear
63,86034,41940,1,0.16172,0.288165,0.5,0.425,0.5,0.0,6.0,linear
64,86174,42076,1,0.162286,0.289186,0.5,0.425,0.5,0.0,6.0,linear
65,86156,41867,1,0.162982,0.289746,0.5,0.425,0.5,0.0,6.0,linear
66,86147,41961,1,0.162944,0.290546,0.5,0.425,0.5,0.0,6.0,linear
67,86748,41984,1,0.163714,0.292432,0.5,0.425,0.5,0.0,6.0,linear
68,86048,41759,1,0.16621,0.295839,0.5,0.425,0.5,0.0,6.0,linear
69,86308,41893,1,0.165914,0.295591,0.5,0.425,0.5,0.0,6.0,linear
70,86221,41847,1,0.166626,0.297268,0.5,0.425,0.5,0.0,6.0,linear
71,86333,41758,1,0.166739,0.297892,0.5,0.425,0.5,0.0,6.0,linear
72,86276,41504,1,0.168257,0.300719,0.5,0.425,0.5,0.0,6.0,linear
73,86062,41283,1,0.169006,0.302368,0.5,0.425,0.5,0.0,6.0,linear
74,85961,41172,1,0.167722,0.299551,0.5,0.425,0.5,0.0,6.0,linear
75,85931,41139,1,0.168542,0.301317,0.5,0.425,0.5,0.0,6.0,linear
76,85895,40975,1,0.16867,0.301175,0.5,0.425,0.5,0.0,6.0,linear
77,85953,41202,1,0.168464,0.300938,0.5,0.425,0.5,0.0,6.0,linear
78,86797,41550,1,0.16642,0.297947,0.5,0.425,0.5,0.0,6.0,linear
79,86968,41738,1,0.167262,0.299566,0.5,0.425,0.5,0.0,6.0,linear
80,86362,41444,1,0.166702,0.297906,0.5,0.425,0.5,0.0,6.0,linear
81,85879,41249,1,0.16663,0.297344,0.5,0.425,0.5,0.0,6.0,linear
82,85947,41303,1,0.165794,0.295483,0.5,0.425,0.5,0.0,6.0,linear
83,86433,41546,1,0.164963,0.294204,0.5,0.425,0.5,0.0,6.0,linear
84,86734,41516,1,0.165096,0.294483,0.5,0.425,0.5,0.0,6.0,linear
85,86544,41649,1,0.164397,0.293361,0.5,0.425,0.5,0.0,6.0,linear
86,86362,41463,1,0.164603,0.292999,0.5,0.425,0.5,0.0,6.0,linear
87,86233,41554,1,0.16487,0.293503,0.5,0.425,0.5,0.0,6.0,linear
88,86346,41772,1,0.163626,0.291749,0.5,0.425,0.5,0.0,6.0,linear
89,86512,41829,1,0.163624,0.291475,0.5,0.425,0.5,0.0,6.0,linear
90,86203,41684,1,0.163871,0.292201,0.5,0.425,0.5,0.0,6.0,linear
91,86105,41783,1,0.164106,0.291879,0.5,0.425,0.5,0.0,6.0,linear
92,86126,41750,1,0.162984,0.289685,0.5,0.425,0.5,0.0,6.0,linear
93,85686,41416,1,0.163805,0.291876,0.5,0.425,0.5,0.0,6.0,linear
94,86270,41485,1,0.163895,0.291949,0.5,0.425,0.5,0.0,6.0,linear
95,86542,41537,1,0.163725,0.291756,0.5,0.425,0.5,0.0,6.0,linear
96,86405,41623,1,0.163157,0.290923,0.5,0.425,0.5,0.0,6.0,linear
97,86714,41692,1,0.164609,0.293186,0.5,0.425,0.5,0.0,6.0,linear
98,86154,41572,1,0.164166,0.292353,0.5,0.425,0.5,0.0,6.0,linear
99,85992,41600,1,0.163627,0.291669,0.5,0.425,0.5,0.0,6.0,linear
100,86316,41698,1,0.164319,0.292807,0.5,0.425,0.5,0.0,6.0,linear
101,86683,41833,1,0.1628,0.289918,0.5,0.425,0.5,0.0,6.0,linear
102,86777,42008,1,0.16217,0.289094,0.5,0.425,0.5,0.0,6.0,linear
103,86516,42048,1,0.161527,0.287986,0.5,0.425,0.5,0.0,6.0,linear
104,86876,42159,1,0.162175,0.288938,0.5,0.425,0.5,0.0,6.0,linear
105,86311,41803,1,0.162257,0.288823,0.5,0.425,0.5,0.0,6.0,linear
106,85675,41629,1,0.162369,0.288437,0.5,0.425,0.5,0.0,6.0,linear
107,85913,41747,1,0.162775,0.28982,0.5,0.425,0.5,0.0,6.0,linear
108,86389,41715,1,0.162513,0.289717,0.5,0.425,0.5,0.0,6.0,linear
109,86424,41626,1,0.162435,0.289117,0.5,0.425,0.5,0.0,6.0,linear
110,86330,42019,1,0.162296,0.289838,0.5,0.425,0.5,0.0,6.0,linear
111,86950,42391,1,0.162615,0.28973,0.5,0.425,0.5,0.0,6.0,linear
112,86548,42298,1,0.162265,0.288815,0.5,0.425,0.5,0.0,6.0,linear
113,86596,42190,1,0.161636,0.287491,0.5,0.425,0.5,0.0,6.0,linear
114,86075,41991,1,0.161669,0.287662,0.5,0.425,0.5,0.0,6.0,linear
115,86097,41862,1,0.162291,0.289919,0.5,0.425,0.5,0.0,6.0,linear
116,86441,41840,1,0.163547,0.291783,0.5,0.425,0.5,0.0,6.0,linear
117,85972,41848,1,0.162861,0.290615,0.5,0.425,0.5,0.0,6.0,linear
118,86446,41926,1,0.163044,0.290214,0.5,0.425,0.5,0.0,6.0,linear
119,86578,42065,1,0.161572,0.28753,0.5,0.425,0.5,0.0,6.0,linear
120,86343,42071,1,0.162448,0.289415,0.5,0.425,0.5,0.0,6.0,linear
121,86516,42024,1,0.162878,0.289743,0.5,0.425,0.5,0.0,6.0,linear
122,86298,42043,1,0.163935,0.292471,0.5,0.425,0.5,0.0,6.0,linear
123,86431,42089,1,0.164999,0.294276,0.5,0.425,0.5,0.0,6.0,linear
124,86149,41825,1,0.165434,0.295214,0.5,0.425,0.5,0.0,6.0,linear
125,86146,41586,1,0.166456,0.297578,0.5,0.425,0.5,0.0,6.0,linear
126,86139,41364,1,0.166277,0.297563,0.5,0.425,0.5,0.0,6.0,linear
127,86320,41336,1,0.165459,0.295608,0.5,0.425,0.5,0.0,6.0,linear
128,86231,41510,1,0.166133,0.29625,0.5,0.425,0.5,0.0,6.0,linear
129,86293,41556,1,0.165203,0.2943,0.5,0.425,0.5,0.0,6.0,linear
130,86676,41872,1,0.16446,0.29273,0.5,0.425,0.5,0.0,6.0,linear
131,86495,41730,1,0.165809,0.294925,0.5,0.425,0.5,0.0,6.0,linear
132,86760,41931,1,0.165863,0.295399,0.5,0.425,0.5,0.0,6.0,linear
133,86503,41976,1,0.164044,0.292854,0.5,0.425,0.5,0.0,6.0,linear
134,86400,41750,1,0.164859,0.293623,0.5,0.425,0.5,0.0,6.0,linear
135,86336,41816,1,0.165158,0.295355,0.5,0.425,0.5,0.0,6.0,linear
136,86463,41663,1,0.165668,0.295439,0.5,0.425,0.5,0.0,6.0,linear
137,86137,41662,1,0.165101,0.294461,0.5,0.425,0.5,0.0,6.0,linear
138,86608,41848,1,0.166132,0.296064,0.5,0.425,0.5,0.0,6.0,linear
139,86281,41630,1,0.16643,0.296716,0.5,0.425,0.5,0.0,6.0,linear
140,85925,41278,1,0.166553,0.297223,0.5,0.425,0.5,0.0,6.0,linear
141,86304,41579,1,0.166289,0.296426,0.5,0.425,0.5,0.0,6.0,linear
142,86288,41550,1,0.165878,0.296299,0.5,0.425,0.5,0.0,6.0,linear
143,86456,41514,1,0.16603,0.296412,0.5,0.425,0.5,0.0,6.0,linear
144,86586,41830,1,0.163994,0.29261,0.5,0.425,0.5,0.0,6.0,linear
145,86950,41834,1,0.163715,0.291457,0.5,0.425,0.5,0.0,6.0,linear
146,86996,42159,1,0.163227,0.291065,0.5,0.425,0.5,0.0,6.0,linear
147,86775,42253,1,0.16297,0.290839,0.5,0.425,0.5,0.0,6.0,linear
148,86199,41813,1,0.1636,0.29195,0.5,0.425,0.5,0.0,6.0,linear
149,86596,41897,1,0.164633,0.293677,0.5,0.425,0.5,0.0,6.0,linear
150,86532,41667,1,0.164404,0.293669,0.5,0.425,0.5,0.0,6.0,linear
151,86188,41597,1,0.16592,0.296138,0.5,0.425,0.5,0.0,6.0,linear
152,86182,41430,1,0.166177,0.296667,0.5,0.425,0.5,0.0,6.0,linear
153,86201,41502,1,0.166352,0.297593,0.5,0.425,0.5,0.0,6.0,linear
154,86187,41269,1,0.165551,0.29593,0.5,0.425,0.5,0.0,6.0,linear
155,86450,41552,1,0.166489,0.297705,0.5,0.425,0.5,0.0,6.0,linear
156,86691,41722,1,0.165669,0.295629,0.5,0.425,0.5,0.0,6.0,linear
157,86874,41741,1,0.165082,0.295041,0.5,0.425,0.5,0.0,6.0,linear
158,86804,41802,1,0.165298,0.295246,0.5,0.425,0.5,0.0,6.0,linear
159,86602,41873,1,0.165747,0.295718,0.5,0.425,0.5,0.0,6.0,linear
160,86577,41751,1,0.165349,0.294741,0.5,0.425,0.5,0.0,6.0,linear
161,86108,41688,1,0.16668,0.297413,0.5,0.425,0.5,0.0,6.0,linear
162,86151,41488,1,0.167656,0.299985,0.5,0.425,0.5,0.0,6.0,linear
163,86429,41425,1,0.168266,0.300998,0.5,0.425,0.5,0.0,6.0,linear
164,86663,41440,1,0.169236,0.302444,0.5,0.425,0.5,0.0,6.0,linear
165,86498,41300,1,0.167459,0.299615,0.5,0.425,0.5,0.0,6.0,linear
166,86674,41535,1,0.166566,0.298238,0.5,0.425,0.5,0.0,6.0,linear
167,86702,41792,1,0.166451,0.297347,0.5,0.425,0.5,0.0,6.0,linear
168,86228,41689,1,0.166114,0.296945,0.5,0.425,0.5,0.0,6.0,linear
169,86503,41866,1,0.166137,0.29657,0.5,0.425,0.5,0.0,6.0,linear
170,86533,41658,1,0.165011,0.294197,0.5,0.425,0.5,0.0,6.0,linear
171,86558,41680,1,0.166128,0.296398,0.5,0.425,0.5,0.0,6.0,linear
172,86598,41669,1,0.165008,0.29448,0.5,0.425,0.5,0.0,6.0,linear
173,86182,41571,1,0.165336,0.295363,0.5,0.425,0.5,0.0,6.0,linear
174,86323,41688,1,0.164585,0.292936,0.5,0.425,0.5,0.0,6.0,linear
175,86147,41739,1,0.165113,0.294254,0.5,0.425,0.5,0.0,6.0,linear
176,86046,41784,1,0.165361,0.294804,0.5,0.425,0.5,0.0,6.0,linear
177,86161,41675,1,0.166692,0.297094,0.5,0.425,0.5,0.0,6.0,linear
178,85556,41181,1,0.166763,0.297718,0.5,0.425,0.5,0.0,6.0,linear
179,85953,41348,1,0.166425,0.298162,0.5,0.425,0.5,0.0,6.0,linear
180,86308,41451,1,0.166222,0.296988,0.5,0.425,0.5,0.0,6.0,linear
181,86066,41134,1,0.167125,0.297974,0.5,0.425,0.5,0.0,6.0,linear
182,86661,41607,1,0.167051,0.298425,0.5,0.425,0.5,0.0,6.0,linear
183,86432,41238,1,0.167724,0.299923,0.5,0.425,0.5,0.0,6.0,linear
184,86327,41551,1,0.167473,0.299826,0.5,0.425,0.5,0.0,6.0,linear
185,86312,41434,1,0.167246,0.29914,0.5,0.425,0.5,0.0,6.0,linear
186,86516,41477,1,0.16732,0.299263,0.5,0.425,0.5,0.0,6.0,linear
187,86208,41421,1,0.166833,0.298222,0.5,0.425,0.5,0.0,6.0,linear
188,86282,41591,1,0.168164,0.300261,0.5,0.425,0.5,0.0,6.0,linear
189,86007,41192,1,0.168595,0.301399,0.5,0.425,0.5,0.0,6.0,linear
190,86373,41106,1,0.168188,0.300305,0.5,0.425,0.5,0.0,6.0,linear
191,85907,41103,1,0.16758,0.299678,0.5,0.425,0.5,0.0,6.0,linear
192,86647,41497,1,0.168306,0.301124,0.5,0.425,0.5,0.0,6.0,linear
193,86989,41734,1,0.16711,0.298648,0.5,0.425,0.5,0.0,6.0,linear
194,86470,41568,1,0.166241,0.297138,0.5,0.425,0.5,0.0,6.0,linear
195,86243,41709,1,0.16632,0.297106,0.5,0.425,0.5,0.0,6.0,linear
196,86414,41526,1,0.166943,0.298007,0.5,0.425,0.5,0.0,6.0,linear
197,86092,41331,1,0.168325,0.300432,0.5,0.425,0.5,0.0,6.0,linear
198,86023,41370,1,0.167776,0.299789,0.5,0.425,0.5,0.0,6.0,linear
199,86389,41383,1,0.167428,0.299035,0.5,0.425,0.5,0.0,6.0,linear
