generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78215,48986,1,0.0,0.0,0.5,0.126,3.4,0.0,6.0,linear
2,78101,48966,1,0.0,0.0,0.5,0.126,3.4,0.0,6.0,linear
3,80525,50539,1,0.0,0.0,0.5,0.126,3.4,0.0,6.0,linear
4,81216,51261,1,0.0,0.0,0.5,0.126,3.4,0.0,6.0,linear
5,79476,50799,1,0.0,0.0,0.5,0.126,3.4,0.0,6.0,linear
6,77082,49725,1,0.0,0.0,0.5,0.126,3.4,0.0,6.0,linear
7,77331,49583,1,0.0,0.0,0.5,0.126,3.4,0.0,6.0,linear
8,79243,50175,1,0.0,0.0,0.5,0.126,3.4,0.0,6.0,linear
9,79068,50006,1,0.0,0.0,0.5,0.126,3.4,0.0,6.0,linear
10,77789,49488,1,0.0,0.0,0.5,0.126,3.4,0.0,6.0,linear
11,98968,50020,1,0.159065,0.159065,0.5,0.126,3.4,0.0,6.0,linear
12,110418,50570,1,0.234506,0.247839,0.5,0.126,3.4,0.0,6.0,linear
13,108034,48385,1,0.262091,0.297283,0.5,0.126,3.4,0.0,6.0,linear
14,103226,44247,1,0.291466,0.354308,0.5,0.126,3.4,0.0,6.0,linear
15,101333,40965,1,0.316423,0.410298,0.5,0.126,3.4,0.0,6.0,linear
16,102373,38324,1,0.339611,0.46234,0.5,0.126,3.4,0.0,6.0,linear
17,103060,35459,1,0.358524,0.504239,0.5,0.126,3.4,0.0,6.0,linear
18,102968,32905,1,0.375635,0.540647,0.5,0.126,3.4,0.0,6.0,linear
19,102867,31171,1,0.387427,0.565208,0.5,0.126,3.4,0.0,6.0,linear
20,102575,29685,1,0.398412,0.586429,0.5,0.126,3.4,0.0,6.0,linear
21,101864,28378,1,0.406824,0.603419,0.5,0.126,3.4,0.0,6.0,linear
22,101208,26989,1,0.415518,0.618359,0.5,0.126,3.4,0.0,6.0,linear
23,99888,25742,1,0.422499,0.631557,0.5,0.126,3.4,0.0,6.0,linear
24,98894,24434,1,0.428349,0.639599,0.5,0.126,3.4,0.0,6.0,linear
25,97560,23635,1,0.434464,0.648529,0.5,0.126,3.4,0.0,6.0,linear
26,96545,22811,1,0.440388,0.657102,0.5,0.126,3.4,0.0,6.0,linear
27,95268,22120,1,0.443925,0.661759,0.5,0.126,3.4,0.0,6.0,linear
28,94270,21652,1,0.446479,0.665436,0.5,0.126,3.4,0.0,6.0,linear
29,93135,21142,1,0.448504,0.6692,0.5,0.126,3.4,0.0,6.0,linear
30,92637,20632,1,0.45179,0.673646,0.5,0.126,3.4,0.0,6.0,linear
31,91886,20327,1,0.454066,0.676599,0.5,0.126,3.4,0.0,6.0,linear
32,91094,19931,1,0.455905,0.679018,0.5,0.126,3.4,0.0,6.0,linear
33,90342,19651,1,0.458278,0.680906,0.5,0.126,3.4,0.0,6.0,linear
34,89911,19373,1,0.462512,0.685516,0.5,0.126,3.4,0.0,6.0,linear
35,89100,18856,1,0.46421,0.688411,0.5,0.126,3.4,0.0,6.0,linear
