generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78015,49036,1,0.0,0.0,0.5,0.475,0.65,0.0,6.0,linear
2,77911,49143,1,0.0,0.0,0.5,0.475,0.65,0.0,6.0,linear
3,79264,49865,1,0.0,0.0,0.5,0.475,0.65,0.0,6.0,linear
4,80099,50498,1,0.0,0.0,0.5,0.475,0.65,0.0,6.0,linear
5,79693,50563,1,0.0,0.0,0.5,0.475,0.65,0.0,6.0,linear
6,78155,50016,1,0.0,0.0,0.5,0.475,0.65,0.0,6.0,linear
7,78526,50172,1,0.0,0.0,0.5,0.475,0.65,0.0,6.0,linear
8,79120,50396,1,0.0,0.0,0.5,0.475,0.65,0.0,6.0,linear
9,78896,50115,1,0.0,0.0,0.5,0.475,0.65,0.0,6.0,linear
10,78073,49790,1,0.0,0.0,0.5,0.475,0.65,0.0,6.0,linear
11,82529,50017,1,0.0354586,0.0354586,0.5,0.475,0.65,0.0,6.0,linear
12,83943,49674,1,0.0557623,0.0606834,0.5,0.475,0.65,0.0,6.0,linear
13,84103,49483,1,0.0652906,0.0789104,0.5,0.475,0.65,0.0,6.0,linear
14,82713,48159,1,0.0762281,0.100357,0.5,0.475,0.65,0.0,6.0,linear
15,82800,47505,1,0.0862813,0.121293,0.5,0.475,0.65,0.0,6.0,linear
16,83522,46774,1,0.095099,0.138934,0.5,0.475,0.65,0.0,6.0,linear
17,82680,45804,1,0.104191,0.158313,0.5,0.475,0.65,0.0,6.0,linear
18,83935,45771,1,0.1112,0.172626,0.5,0.475,0.65,0.0,6.0,linear
19,84532,45557,1,0.116134,0.183072,0.5,0.475,0.65,0.0,6.0,linear
20,84386,45168,1,0.121927,0.194329,0.5,0.475,0.65,0.0,6.0,linear
21,83891,44627,1,0.12763,0.205372,0.5,0.475,0.65,0.0,6.0,linear
22,83850,44137,1,0.131197,0.213918,0.5,0.475,0.65,0.0,6.0,linear
