generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78082,49238,1,0.0,0.0,0.5,0.0,3.05,0.0,6.0,linear
2,78362,49214,1,0.0,0.0,0.5,0.0,3.05,0.0,6.0,linear
3,79296,49944,1,0.0,0.0,0.5,0.0,3.05,0.0,6.0,linear
4,79888,50526,1,0.0,0.0,0.5,0.0,3.05,0.0,6.0,linear
5,79213,50303,1,0.0,0.0,0.5,0.0,3.05,0.0,6.0,linear
6,78192,49916,1,0.0,0.0,0.5,0.0,3.05,0.0,6.0,linear
7,78962,50404,1,0.0,0.0,0.5,0.0,3.05,0.0,6.0,linear
8,79453,50483,1,0.0,0.0,0.5,0.0,3.05,0.0,6.0,linear
9,78482,49852,1,0.0,0.0,0.5,0.0,3.05,0.0,6.0,linear
10,77505,49380,1,0.0,0.0,0.5,0.0,3.05,0.0,6.0,linear
11,97210,49949,1,0.144641,0.144641,0.5,0.0,3.05,0.0,6.0,linear
12,107383,50599,1,0.216901,0.229974,0.5,0.0,3.05,0.0,6.0,linear
13,104703,48508,1,0.240428,0.273662,0.5,0.0,3.05,0.0,6.0,linear
14,100567,44750,1,0.267525,0.327854,0.5,0.0,3.05,0.0,6.0,linear
15,99605,41640,1,0.294101,0.383339,0.5,0.0,3.05,0.0,6.0,linear
16,99666,38961,1,0.315338,0.43158,0.5,0.0,3.05,0.0,6.0,linear
17,100563,36493,1,0.333544,0.47225,0.5,0.0,3.05,0.0,6.0,linear
18,101271,34301,1,0.349753,0.505223,0.5,0.0,3.05,0.0,6.0,linear
19,101335,32520,1,0.361979,0.531614,0.5,0.0,3.05,0.0,6.0,linear
20,100810,31058,1,0.372307,0.552568,0.5,0.0,3.05,0.0,6.0,linear
21,99942,29818,1,0.380267,0.568636,0.5,0.0,3.05,0.0,6.0,linear
22,98984,28770,1,0.387599,0.58303,0.5,0.0,3.05,0.0,6.0,linear
23,98259,27497,1,0.393924,0.593698,0.5,0.0,3.05,0.0,6.0,linear
24,97057,26687,1,0.399635,0.60392,0.5,0.0,3.05,0.0,6.0,linear
25,96739,25816,1,0.404713,0.613078,0.5,0.0,3.05,0.0,6.0,linear
26,96025,25158,1,0.409821,0.621139,0.5,0.0,3.05,0.0,6.0,linear
27,95262,24487,1,0.413623,0.627601,0.5,0.0,3.05,0.0,6.0,linear
28,94383,24028,1,0.417002,0.633816,0.5,0.0,3.05,0.0,6.0,linear
29,93407,23285,1,0.41943,0.637398,0.5,0.0,3.05,0.0,6.0,linear
30,93094,22976,1,0.422362,0.640383,0.5,0.0,3.05,0.0,6.0,linear
31,92533,22646,1,0.425119,0.644453,0.5,0.0,3.05,0.0,6.0,linear
32,91850,22268,1,0.427286,0.649526,0.5,0.0,3.05,0.0,6.0,linear
33,90999,21789,1,0.429613,0.652376,0.5,0.0,3.05,0.0,6.0,linear
34,90433,21378,1,0.432197,0.655842,0.5,0.0,3.05,0.0,6.0,linear
35,90122,21169,1,0.433795,0.656975,0.5,0.0,3.05,0.0,6.0,linear
36,89742,20907,1,0.434978,0.659861,0.5,0.0,3.05,0.0,6.0,linear
37,89082,20700,1,0.436894,0.661435,0.5,0.0,3.05,0.0,6.0,linear
38,88551,20426,1,0.438592,0.663364,0.5,0.0,3.05,0.0,6.0,linear
39,88155,20376,1,0.439046,0.663463,0.5,0.0,3.05,0.0,6.0,linear
40,87894,20227,1,0.440915,0.666779,0.5,0.0,3.05,0.0,6.0,linear
41,87712,20113,1,0.443608,0.671265,0.5,0.0,3.05,0.0,6.0,linear
42,87805,19858,1,0.445286,0.673874,0.5,0.0,3.05,0.0,6.0,linear
43,87180,19501,1,0.445739,0.674467,0.5,0.0,3.05,0.0,6.0,linear
44,86478,19307,1,0.445532,0.673928,0.5,0.0,3.05,0.0,6.0,linear
45,86529,19290,1,0.447354,0.676398,0.5,0.0,3.05,0.0,6.0,linear
46,86305,19021,1,0.450297,0.680061,0.5,0.0,3.05,0.0,6.0,linear
47,85882,18594,1,0.452329,0.682841,0.5,0.0,3.05,0.0,6.0,linear
48,85113,18332,1,0.4534,0.684369,0.5,0.0,3.05,0.0,6.0,linear
49,84273,18207,1,0.453496,0.683992,0.5,0.0,3.05,0.0,6.0,linear
50,83974,18001,1,0.454257,0.685397,0.5,0.0,3.05,0.0,6.0,linear
51,83711,18035,1,0.455308,0.685312,0.5,0.0,3.05,0.0,6.0,linear
