generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,77564,48842,1,0.0,0.0,0.5,0.475,2.0,0.0,6.0,linear
2,77883,48910,1,0.0,0.0,0.5,0.475,2.0,0.0,6.0,linear
3,79731,50050,1,0.0,0.0,0.5,0.475,2.0,0.0,6.0,linear
4,80512,50718,1,0.0,0.0,0.5,0.475,2.0,0.0,6.0,linear
5,79017,50214,1,0.0,0.0,0.5,0.475,2.0,0.0,6.0,linear
6,77528,49611,1,0.0,0.0,0.5,0.475,2.0,0.0,6.0,linear
7,77977,49846,1,0.0,0.0,0.5,0.475,2.0,0.0,6.0,linear
8,79136,50368,1,0.0,0.0,0.5,0.475,2.0,0.0,6.0,linear
9,78628,49804,1,0.0,0.0,0.5,0.475,2.0,0.0,6.0,linear
10,77986,49630,1,0.0,0.0,0.5,0.475,2.0,0.0,6.0,linear
11,91267,50464,1,0.10055,0.10055,0.5,0.475,2.0,0.0,6.0,linear
12,97134,50443,1,0.155129,0.165427,0.5,0.475,2.0,0.0,6.0,linear
13,94267,48186,1,0.174054,0.201925,0.5,0.475,2.0,0.0,6.0,linear
14,91966,45677,1,0.195924,0.24701,0.5,0.475,2.0,0.0,6.0,linear
15,92314,43944,1,0.216832,0.291281,0.5,0.475,2.0,0.0,6.0,linear
16,93455,42451,1,0.235266,0.331817,0.5,0.475,2.0,0.0,6.0,linear
17,94069,40577,1,0.253787,0.370936,0.5,0.475,2.0,0.0,6.0,linear
18,94360,38792,1,0.268993,0.403721,0.5,0.475,2.0,0.0,6.0,linear
19,95005,37640,1,0.282677,0.432973,0.5,0.475,2.0,0.0,6.0,linear
20,94727,36227,1,0.296011,0.459358,0.5,0.475,2.0,0.0,6.0,linear
21,93868,34552,1,0.306788,0.482447,0.5,0.475,2.0,0.0,6.0,linear
22,93554,32968,1,0.317428,0.502983,0.5,0.475,2.0,0.0,6.0,linear
23,92619,31758,1,0.326568,0.520752,0.5,0.475,2.0,0.0,6.0,linear
24,91424,30374,1,0.336699,0.539414,0.5,0.475,2.0,0.0,6.0,linear
25,89691,28874,1,0.346542,0.558605,0.5,0.475,2.0,0.0,6.0,linear
26,89009,27615,1,0.35641,0.576015,0.5,0.475,2.0,0.0,6.0,linear
27,87073,26076,1,0.365855,0.592561,0.5,0.475,2.0,0.0,6.0,linear
28,85634,24746,1,0.374486,0.60788,0.5,0.475,2.0,0.0,6.0,linear
29,83406,23235,1,0.383076,0.621989,0.5,0.475,2.0,0.0,6.0,linear
30,81680,21887,1,0.391223,0.635224,0.5,0.475,2.0,0.0,6.0,linear
31,79680,20836,1,0.398571,0.6458,0.5,0.475,2.0,0.0,6.0,linear
32,77064,19513,1,0.407139,0.659738,0.5,0.475,2.0,0.0,6.0,linear
33,75047,18339,1,0.415729,0.671796,0.5,0.475,2.0,0.0,6.0,linear
34,73199,17254,1,0.42667,0.687898,0.5,0.475,2.0,0.0,6.0,linear
35,70240,15926,1,0.436422,0.700646,0.5,0.475,2.0,0.0,6.0,linear
36,68090,14678,1,0.447392,0.714866,0.5,0.475,2.0,0.0,6.0,linear
37,65511,13497,1,0.456696,0.726311,0.5,0.475,2.0,0.0,6.0,linear
38,62791,12430,1,0.466499,0.737934,0.5,0.475,2.0,0.0,6.0,linear
39,60403,11381,1,0.479557,0.752749,0.5,0.475,2.0,0.0,6.0,linear
40,57242,10204,1,0.491548,0.767842,0.5,0.475,2.0,0.0,6.0,linear
41,54607,9054,1,0.505501,0.779229,0.5,0.475,2.0,0.0,6.0,linear
42,51648,8068,1,0.521484,0.795433,0.5,0.475,2.0,0.0,6.0,linear
43,48295,7001,1,0.537195,0.811915,0.5,0.475,2.0,0.0,6.0,linear
44,45551,5938,1,0.555766,0.826914,0.5,0.475,2.0,0.0,6.0,linear
45,42445,5084,1,0.57734,0.842839,0.5,0.475,2.0,0.0,6.0,linear
46,39284,4173,1,0.598893,0.858192,0.5,0.475,2.0,0.0,6.0,linear
47,36277,3450,1,0.62494,0.87317,0.5,0.475,2.0,0.0,6.0,linear
48,33697,2789,1,0.65443,0.887965,0.5,0.475,2.0,0.0,6.0,linear
49,31235,2270,1,0.683595,0.90405,0.5,0.475,2.0,0.0,6.0,linear
50,28939,1742,1,0.713817,0.920952,0.5,0.475,2.0,0.0,6.0,linear
51,27088,1332,1,0.746231,0.93453,0.5,0.475,2.0,0.0,6.0,linear
52,25212,951,1,0.784154,0.949873,0.5,0.475,2.0,0.0,6.0,linear
53,23668,669,1,0.81977,0.961954,0.5,0.475,2.0,0.0,6.0,linear
54,22266,453,1,0.860517,0.973284,0.5,0.475,2.0,0.0,6.0,linear
55,20938,266,1,0.896511,0.983538,0.5,0.475,2.0,0.0,6.0,linear
56,20063,172,1,0.923202,0.988211,0.5,0.475,2.0,0.0,6.0,linear
57,19314,107,1,0.948495,0.993153,0.5,0.475,2.0,0.0,6.0,linear
58,18860,61,1,0.964091,0.996059,0.5,0.475,2.0,0.0,6.0,linear
59,18533,30,1,0.977686,0.998027,0.5,0.475,2.0,0.0,6.0,linear
60,18258,17,1,0.985911,0.998912,0.5,0.475,2.0,0.0,6.0,linear
61,18378,6,1,0.992243,0.99962,0.5,0.475,2.0,0.0,6.0,linear
62,18144,4,1,0.996173,0.99978,0.5,0.475,2.0,0.0,6.0,linear
63,17972,0,1,0.998193,1.0,0.5,0.475,2.0,0.0,6.0,linear

