generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,77924,48890,1,0.0,0.0,0.5,0.15,0.95,0.0,6.0,linear
2,77982,48988,1,0.0,0.0,0.5,0.15,0.95,0.0,6.0,linear
3,80056,50200,1,0.0,0.0,0.5,0.15,0.95,0.0,6.0,linear
4,81438,51165,1,0.0,0.0,0.5,0.15,0.95,0.0,6.0,linear
5,79625,50702,1,0.0,0.0,0.5,0.15,0.95,0.0,6.0,linear
6,77311,49741,1,0.0,0.0,0.5,0.15,0.95,0.0,6.0,linear
7,76601,49173,1,0.0,0.0,0.5,0.15,0.95,0.0,6.0,linear
8,78030,49575,1,0.0,0.0,0.5,0.15,0.95,0.0,6.0,linear
9,79395,50339,1,0.0,0.0,0.5,0.15,0.95,0.0,6.0,linear
10,79104,50211,1,0.0,0.0,0.5,0.15,0.95,0.0,6.0,linear
11,83673,49728,1,0.050563,0.050563,0.5,0.15,0.95,0.0,6.0,linear
12,86804,49997,1,0.0802372,0.0869513,0.5,0.15,0.95,0.0,6.0,linear
13,86575,49539,1,0.0913771,0.109282,0.5,0.15,0.95,0.0,6.0,linear
14,84980,47720,1,0.104483,0.135041,0.5,0.15,0.95,0.0,6.0,linear
15,84734,46704,1,0.117023,0.161012,0.5,0.15,0.95,0.0,6.0,linear
16,85055,45899,1,0.129673,0.187777,0.5,0.15,0.95,0.0,6.0,linear
17,85708,45011,1,0.141134,0.21148,0.5,0.15,0.95,0.0,6.0,linear
18,86076,44215,1,0.149877,0.228863,0.5,0.15,0.95,0.0,6.0,linear
19,86138,43338,1,0.158215,0.24617,0.5,0.15,0.95,0.0,6.0,linear
20,86829,43085,1,0.164552,0.259401,0.5,0.15,0.95,0.0,6.0,linear
21,86737,42346,1,0.169977,0.27166,0.5,0.15,0.95,0.0,6.0,linear
22,87251,42097,1,0.175358,0.281932,0.5,0.15,0.95,0.0,6.0,linear
23,86856,41467,1,0.182108,0.294826,0.5,0.15,0.95,0.0,6.0,linear
24,86820,40990,1,0.18636,0.303237,0.5,0.15,0.95,0.0,6.0,linear
25,86853,40676,1,0.190334,0.311914,0.5,0.15,0.95,0.0,6.0,linear
26,86791,40324,1,0.192108,0.31658,0.5,0.15,0.95,0.0,6.0,linear
27,87319,39988,1,0.196326,0.324747,0.5,0.15,0.95,0.0,6.0,linear
28,87206,39596,1,0.198503,0.329099,0.5,0.15,0.95,0.0,6.0,linear
29,87180,39486,1,0.19991,0.331862,0.5,0.15,0.95,0.0,6.0,linear
30,87083,39236,1,0.201871,0.335858,0.5,0.15,0.95,0.0,6.0,linear
31,87283,39180,1,0.204413,0.341405,0.5,0.15,0.95,0.0,6.0,linear
32,86470,38761,1,0.205133,0.343188,0.5,0.15,0.95,0.0,6.0,linear
33,87399,39064,1,0.205878,0.344428,0.5,0.15,0.95,0.0,6.0,linear
34,87703,39033,1,0.207238,0.346451,0.5,0.15,0.95,0.0,6.0,linear
35,87201,38796,1,0.206706,0.345892,0.5,0.15,0.95,0.0,6.0,linear
36,87366,38742,1,0.207801,0.348192,0.5,0.15,0.95,0.0,6.0,linear
37,87232,38700,1,0.206945,0.346731,0.5,0.15,0.95,0.0,6.0,linear
38,87461,38872,1,0.207128,0.346836,0.5,0.15,0.95,0.0,6.0,linear
39,87614,39023,1,0.207351,0.347725,0.5,0.15,0.95,0.0,6.0,linear
