generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78042,48917,1,0.0,0.0,0.5,0.075,3.5,0.0,6.0,linear
2,78321,49090,1,0.0,0.0,0.5,0.075,3.5,0.0,6.0,linear
3,79738,50117,1,0.0,0.0,0.5,0.075,3.5,0.0,6.0,linear
4,79720,50385,1,0.0,0.0,0.5,0.075,3.5,0.0,6.0,linear
5,79191,50556,1,0.0,0.0,0.5,0.075,3.5,0.0,6.0,linear
6,78015,49720,1,0.0,0.0,0.5,0.075,3.5,0.0,6.0,linear
7,77213,49272,1,0.0,0.0,0.5,0.075,3.5,0.0,6.0,linear
8,78797,49919,1,0.0,0.0,0.5,0.075,3.5,0.0,6.0,linear
9,79779,50475,1,0.0,0.0,0.5,0.075,3.5,0.0,6.0,linear
10,78856,50069,1,0.0,0.0,0.5,0.075,3.5,0.0,6.0,linear
11,98674,49706,1,0.164831,0.164831,0.5,0.075,3.5,0.0,6.0,linear
12,109715,50032,1,0.241943,0.255983,0.5,0.075,3.5,0.0,6.0,linear
13,108166,48044,1,0.266056,0.302081,0.5,0.075,3.5,0.0,6.0,linear
14,104822,44349,1,0.293431,0.357429,0.5,0.075,3.5,0.0,6.0,linear
15,103037,41112,1,0.320109,0.415672,0.5,0.075,3.5,0.0,6.0,linear
16,103510,38283,1,0.34408,0.466184,0.5,0.075,3.5,0.0,6.0,linear
17,103906,35501,1,0.363363,0.508984,0.5,0.075,3.5,0.0,6.0,linear
18,103820,32804,1,0.379793,0.543545,0.5,0.075,3.5,0.0,6.0,linear
19,103662,30831,1,0.393756,0.571947,0.5,0.075,3.5,0.0,6.0,linear
20,103115,29261,1,0.40468,0.593689,0.5,0.075,3.5,0.0,6.0,linear
21,102066,27611,1,0.415071,0.613147,0.5,0.075,3.5,0.0,6.0,linear
22,101233,26341,1,0.422993,0.627458,0.5,0.075,3.5,0.0,6.0,linear
23,99637,25272,1,0.430345,0.640333,0.5,0.075,3.5,0.0,6.0,linear
24,98751,24079,1,0.438813,0.653577,0.5,0.075,3.5,0.0,6.0,linear
25,97364,22967,1,0.444975,0.664116,0.5,0.075,3.5,0.0,6.0,linear
26,96392,22038,1,0.451687,0.673407,0.5,0.075,3.5,0.0,6.0,linear
27,94544,20967,1,0.457579,0.682471,0.5,0.075,3.5,0.0,6.0,linear
28,93025,20033,1,0.463249,0.690662,0.5,0.075,3.5,0.0,6.0,linear
29,91513,19149,1,0.470078,0.698988,0.5,0.075,3.5,0.0,6.0,linear
30,89771,18366,1,0.475161,0.704651,0.5,0.075,3.5,0.0,6.0,linear
31,88677,17704,1,0.480472,0.711809,0.5,0.075,3.5,0.0,6.0,linear
32,87663,17217,1,0.48449,0.715651,0.5,0.075,3.5,0.0,6.0,linear
33,85909,16651,1,0.489687,0.721847,0.5,0.075,3.5,0.0,6.0,linear
