generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78180,49208,1,0.0,0.0,0.5,0.025,3.2,0.0,6.0,linear
2,77713,48926,1,0.0,0.0,0.5,0.025,3.2,0.0,6.0,linear
3,80120,50433,1,0.0,0.0,0.5,0.025,3.2,0.0,6.0,linear
4,80450,50950,1,0.0,0.0,0.5,0.025,3.2,0.0,6.0,linear
5,78472,50013,1,0.0,0.0,0.5,0.025,3.2,0.0,6.0,linear
6,76080,48932,1,0.0,0.0,0.5,0.025,3.2,0.0,6.0,linear
7,78716,50087,1,0.0,0.0,0.5,0.025,3.2,0.0,6.0,linear
8,79998,50667,1,0.0,0.0,0.5,0.025,3.2,0.0,6.0,linear
9,79481,50440,1,0.0,0.0,0.5,0.025,3.2,0.0,6.0,linear
10,77518,49750,1,0.0,0.0,0.5,0.025,3.2,0.0,6.0,linear
11,97287,50039,1,0.15318,0.15318,0.5,0.025,3.2,0.0,6.0,linear
12,107135,49964,1,0.227694,0.241175,0.5,0.025,3.2,0.0,6.0,linear
13,105009,47908,1,0.25088,0.28567,0.5,0.025,3.2,0.0,6.0,linear
14,101859,44518,1,0.280603,0.343417,0.5,0.025,3.2,0.0,6.0,linear
15,100318,41368,1,0.30302,0.39571,0.5,0.025,3.2,0.0,6.0,linear
16,101640,38943,1,0.324357,0.442856,0.5,0.025,3.2,0.0,6.0,linear
17,101871,36239,1,0.344828,0.487464,0.5,0.025,3.2,0.0,6.0,linear
18,102051,33864,1,0.362216,0.522588,0.5,0.025,3.2,0.0,6.0,linear
19,101862,32153,1,0.375184,0.54921,0.5,0.025,3.2,0.0,6.0,linear
20,101091,30469,1,0.385288,0.570694,0.5,0.025,3.2,0.0,6.0,linear
21,100075,28888,1,0.39436,0.588536,0.5,0.025,3.2,0.0,6.0,linear
22,98949,27446,1,0.402328,0.603611,0.5,0.025,3.2,0.0,6.0,linear
23,98591,26295,1,0.410431,0.616606,0.5,0.025,3.2,0.0,6.0,linear
24,97360,25179,1,0.416913,0.628929,0.5,0.025,3.2,0.0,6.0,linear
25,96457,24318,1,0.421732,0.636326,0.5,0.025,3.2,0.0,6.0,linear
26,95279,23698,1,0.426213,0.643301,0.5,0.025,3.2,0.0,6.0,linear
27,94543,22941,1,0.430345,0.648798,0.5,0.025,3.2,0.0,6.0,linear
28,93423,22197,1,0.435126,0.656048,0.5,0.025,3.2,0.0,6.0,linear
29,92487,21516,1,0.439871,0.662328,0.5,0.025,3.2,0.0,6.0,linear
30,91771,21041,1,0.442281,0.664985,0.5,0.025,3.2,0.0,6.0,linear
31,90555,20636,1,0.443238,0.666651,0.5,0.025,3.2,0.0,6.0,linear
32,90486,20428,1,0.446295,0.66979,0.5,0.025,3.2,0.0,6.0,linear
33,89572,20222,1,0.448449,0.673507,0.5,0.025,3.2,0.0,6.0,linear
34,89070,19896,1,0.450886,0.677819,0.5,0.025,3.2,0.0,6.0,linear
