generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78071,49051,1,0.0,0.0,0.0,6.5,6.0,linear
2,77864,48975,1,0.0,0.0,0.0,6.5,6.0,linear
3,80903,50645,1,0.0,0.0,0.0,6.5,6.0,linear
4,80897,50925,1,0.0,0.0,0.0,6.5,6.0,linear
5,78418,49940,1,0.0,0.0,0.0,6.5,6.0,linear
6,77055,49395,1,0.0,0.0,0.0,6.5,6.0,linear
7,77855,49644,1,0.0,0.0,0.0,6.5,6.0,linear
8,79438,50289,1,0.0,0.0,0.0,6.5,6.0,linear
9,79720,50431,1,0.0,0.0,0.0,6.5,6.0,linear
10,78390,49934,1,0.0,0.0,0.0,6.5,6.0,linear
11,117458,49976,1,0.266869,0.266869,0.0,6.5,6.0,linear
12,137094,50141,1,0.369295,0.38411,0.0,6.5,6.0,linear
13,134496,47399,1,0.397843,0.435122,0.0,6.5,6.0,linear
14,129393,42681,1,0.426447,0.494495,0.0,6.5,6.0,linear
15,127984,38471,1,0.453421,0.552712,0.0,6.5,6.0,linear
16,127952,34685,1,0.474354,0.603217,0.0,6.5,6.0,linear
17,128721,31393,1,0.493906,0.644845,0.0,6.5,6.0,linear
18,127655,28043,1,0.509584,0.676536,0.0,6.5,6.0,linear
19,126855,26010,1,0.517613,0.693118,0.0,6.5,6.0,linear
20,126258,24483,1,0.525102,0.704995,0.0,6.5,6.0,linear
21,125339,23538,1,0.530831,0.712178,0.0,6.5,6.0,linear
22,123730,22448,1,0.534848,0.71611,0.0,6.5,6.0,linear
23,122772,21818,1,0.539761,0.722801,0.0,6.5,6.0,linear
24,122185,21304,1,0.542979,0.72574,0.0,6.5,6.0,linear
25,121103,20854,1,0.545344,0.728708,0.0,6.5,6.0,linear
26,120204,20455,1,0.548235,0.731714,0.0,6.5,6.0,linear
27,119270,20098,1,0.550046,0.734453,0.0,6.5,6.0,linear
28,118823,19799,1,0.553376,0.737944,0.0,6.5,6.0,linear
29,118452,19278,1,0.555864,0.740237,0.0,6.5,6.0,linear
30,117493,19107,1,0.556927,0.740151,0.0,6.5,6.0,linear
31,116879,18825,1,0.558795,0.742361,0.0,6.5,6.0,linear
32,117156,18785,1,0.559973,0.742416,0.0,6.5,6.0,linear
33,116916,18735,1,0.562019,0.745183,0.0,6.5,6.0,linear
34,115980,18372,1,0.561909,0.745517,0.0,6.5,6.0,linear
35,116449,18472,1,0.563141,0.745739,0.0,6.5,6.0,linear
36,115719,18245,1,0.563663,0.747617,0.0,6.5,6.0,linear
37,115066,18148,1,0.565243,0.749866,0.0,6.5,6.0,linear
38,114894,17901,1,0.567528,0.751057,0.0,6.5,6.0,linear
39,114502,17821,1,0.567289,0.751351,0.0,6.5,6.0,linear
40,114637,17805,1,0.56823,0.752422,0.0,6.5,6.0,linear
41,114635,17646,1,0.569899,0.754382,0.0,6.5,6.0,linear
42,114223,17442,1,0.57087,0.755219,0.0,6.5,6.0,linear
43,113767,17311,1,0.573338,0.757917,0.0,6.5,6.0,linear
44,113164,17111,1,0.573296,0.757132,0.0,6.5,6.0,linear
45,113543,17190,1,0.573148,0.756128,0.0,6.5,6.0,linear
46,112937,17131,1,0.573617,0.756313,0.0,6.5,6.0,linear
47,112807,16960,1,0.574552,0.758221,0.0,6.5,6.0,linear
48,112535,16856,1,0.575544,0.758881,0.0,6.5,6.0,linear
49,112336,16813,1,0.576399,0.760465,0.0,6.5,6.0,linear
50,111971,16735,1,0.577083,0.758848,0.0,6.5,6.0,linear
