generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78240,49125,1,0.0,0.0,0.8,20.0,10.0,convex
2,78466,49232,1,0.0,0.0,0.8,20.0,10.0,convex
3,84775,52734,1,0.0,0.0,0.8,20.0,10.0,convex
4,75399,48324,1,0.0,0.0,0.8,20.0,10.0,convex
5,63385,42421,1,0.0,0.0,0.8,20.0,10.0,convex
6,101776,61195,1,0.0,0.0,0.8,20.0,10.0,convex
7,96585,59161,1,0.0,0.0,0.8,20.0,10.0,convex
8,62695,43143,1,0.0,0.0,0.8,20.0,10.0,convex
9,34292,29669,1,0.0,0.0,0.8,20.0,10.0,convex
10,132516,75691,1,0.0,0.0,0.8,20.0,10.0,convex
11,250838,74798,1,0.480127,0.480127,0.8,20.0,10.0,convex
12,266299,54981,1,0.677817,0.677817,0.8,20.0,10.0,convex
13,226575,40367,1,0.702073,0.718483,0.8,20.0,10.0,convex
14,240032,41635,1,0.607328,0.649882,0.8,20.0,10.0,convex
15,286259,54823,1,0.641676,0.674147,0.8,20.0,10.0,convex
16,254870,37658,1,0.698638,0.750514,0.8,20.0,10.0,convex
17,238841,30514,1,0.675744,0.825168,0.8,20.0,10.0,convex
18,271489,30277,1,0.713535,0.853257,0.8,20.0,10.0,convex
19,264192,23850,1,0.68964,0.879071,0.8,20.0,10.0,convex
20,280413,19817,1,0.711775,0.895918,0.8,20.0,10.0,convex
21,265675,14625,1,0.719542,0.916329,0.8,20.0,10.0,convex
22,271227,13826,1,0.734282,0.924485,0.8,20.0,10.0,convex
23,259525,11598,1,0.747642,0.935328,0.8,20.0,10.0,convex
24,254890,9554,1,0.763995,0.944432,0.8,20.0,10.0,convex
25,246896,8067,1,0.781339,0.951562,0.8,20.0,10.0,convex
26,240344,6588,1,0.799902,0.95812,0.8,20.0,10.0,convex
27,232202,5576,1,0.820244,0.964452,0.8,20.0,10.0,convex
28,224855,4304,1,0.838701,0.971085,0.8,20.0,10.0,convex
29,218098,3449,1,0.860911,0.976391,0.8,20.0,10.0,convex
30,211709,2622,1,0.881794,0.981408,0.8,20.0,10.0,convex
31,205640,2014,1,0.902537,0.985421,0.8,20.0,10.0,convex
32,199867,1506,1,0.921433,0.988891,0.8,20.0,10.0,convex
33,195157,1072,1,0.938882,0.991999,0.8,20.0,10.0,convex
34,191849,737,1,0.95361,0.99445,0.8,20.0,10.0,convex
35,188521,486,1,0.966473,0.996234,0.8,20.0,10.0,convex
36,185878,312,1,0.975785,0.99759,0.8,20.0,10.0,convex
37,184028,200,1,0.983568,0.99845,0.8,20.0,10.0,convex
38,183070,118,1,0.988837,0.999121,0.8,20.0,10.0,convex
39,182160,66,1,0.993152,0.99953,0.8,20.0,10.0,convex
40,181166,32,1,0.996061,0.999791,0.8,20.0,10.0,convex
41,180841,16,1,0.997884,0.999901,0.8,20.0,10.0,convex
42,180591,3,1,0.998849,0.999983,0.8,20.0,10.0,convex
43,180797,0,1,0.999516,1.0,0.8,20.0,10.0,convex

