generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78145,49012,1,0.0,0.0,0.0,60.0,4.0,linear
2,78007,48951,1,0.0,0.0,0.0,60.0,4.0,linear
3,78662,49443,1,0.0,0.0,0.0,60.0,4.0,linear
4,79896,50216,1,0.0,0.0,0.0,60.0,4.0,linear
5,79836,50495,1,0.0,0.0,0.0,60.0,4.0,linear
6,78581,50100,1,0.0,0.0,0.0,60.0,4.0,linear
7,78783,50163,1,0.0,0.0,0.0,60.0,4.0,linear
8,78205,49995,1,0.0,0.0,0.0,60.0,4.0,linear
9,78103,49708,1,0.0,0.0,0.0,60.0,4.0,linear
10,78196,49827,1,0.0,0.0,0.0,60.0,4.0,linear
11,439902,50014,1,0.771051,0.771051,0.0,60.0,4.0,linear
12,618888,50070,1,0.824777,0.824777,0.0,60.0,4.0,linear
13,626778,54045,1,0.82189,0.82189,0.0,60.0,4.0,linear
14,628635,54788,1,0.830097,0.830097,0.0,60.0,4.0,linear
15,621562,51530,1,0.850523,0.850523,0.0,60.0,4.0,linear
16,606379,44374,1,0.879603,0.879603,0.0,60.0,4.0,linear
17,588839,35105,1,0.910794,0.910794,0.0,60.0,4.0,linear
18,574242,25281,1,0.937907,0.937907,0.0,60.0,4.0,linear
19,563184,16892,1,0.9588,0.9588,0.0,60.0,4.0,linear
20,554651,10609,1,0.973994,0.973994,0.0,60.0,4.0,linear
21,549634,6409,1,0.984069,0.984069,0.0,60.0,4.0,linear
22,546928,3742,1,0.990966,0.990966,0.0,60.0,4.0,linear
23,544543,2139,1,0.995109,0.995109,0.0,60.0,4.0,linear
24,543450,1223,1,0.997334,0.997334,0.0,60.0,4.0,linear
25,542449,634,1,0.998675,0.998675,0.0,60.0,4.0,linear
26,540435,311,1,0.999362,0.999362,0.0,60.0,4.0,linear
27,541518,127,1,0.999753,0.999753,0.0,60.0,4.0,linear
28,541695,47,1,0.999913,0.999913,0.0,60.0,4.0,linear
29,541751,13,1,0.999976,0.999976,0.0,60.0,4.0,linear
30,542211,7,1,0.999987,0.999987,0.0,60.0,4.0,linear
31,541629,4,1,0.999993,0.999993,0.0,60.0,4.0,linear
32,542103,1,1,0.999998,0.999998,0.0,60.0,4.0,linear
33,541377,0,1,1.0,1.0,0.0,60.0,4.0,linear

