generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78057,49030,0.0,0.0,0.0,0.5,0.5,8.5,0.0,6.0,linear
2,78280,49052,0.0,0.0,0.0,0.5,0.5,8.5,0.0,6.0,linear
3,79509,49903,0.0,0.0,0.0,0.5,0.5,8.5,0.0,6.0,linear
4,79770,50477,0.0,0.0,0.0,0.5,0.5,8.5,0.0,6.0,linear
5,79390,50617,0.0,0.0,0.0,0.5,0.5,8.5,0.0,6.0,linear
6,77529,49854,0.0,0.0,0.0,0.5,0.5,8.5,0.0,6.0,linear
7,77245,49478,0.0,0.0,0.0,0.5,0.5,8.5,0.0,6.0,linear
8,78002,49544,0.0,0.0,0.0,0.5,0.5,8.5,0.0,6.0,linear
9,79347,50216,0.0,0.0,0.0,0.5,0.5,8.5,0.0,6.0,linear
10,80580,50952,0.0,0.0,0.0,0.5,0.5,8.5,0.0,6.0,linear
11,129816,50313,0.0,0.326399,0.326399,0.5,0.5,8.5,0.0,6.0,linear
12,153367,49633,0.0,0.436671,0.452084,0.5,0.5,8.5,0.0,6.0,linear
13,150255,46746,0.0,0.464782,0.504293,0.5,0.5,8.5,0.0,6.0,linear
14,147320,42361,0.000295397,0.494354,0.564871,0.5,0.5,8.5,0.0,6.0,linear
15,145388,37701,0.00117373,0.5216,0.626662,0.5,0.5,8.5,0.0,6.0,linear
16,145681,33502,0.00305507,0.548983,0.684147,0.5,0.5,8.5,0.0,6.0,linear
17,144965,29238,0.00641619,0.574754,0.735076,0.5,0.5,8.5,0.0,6.0,linear
18,143770,25229,0.0114778,0.599005,0.775055,0.5,0.5,8.5,0.0,6.0,linear
19,141869,22042,0.0185094,0.619869,0.804811,0.5,0.5,8.5,0.0,6.0,linear
20,139096,19564,0.0266186,0.639738,0.827454,0.5,0.5,8.5,0.0,6.0,linear
21,135861,17167,0.0358399,0.660494,0.8476,0.5,0.5,8.5,0.0,6.0,linear
22,132330,15230,0.0446001,0.6808,0.865738,0.5,0.5,8.5,0.0,6.0,linear
23,127917,13392,0.0532452,0.699127,0.881065,0.5,0.5,8.5,0.0,6.0,linear
24,124479,11771,0.0595501,0.719271,0.8948,0.5,0.5,8.5,0.0,6.0,linear
25,120306,10099,0.0653264,0.739643,0.908624,0.5,0.5,8.5,0.0,6.0,linear
26,116025,8587,0.0683757,0.758695,0.921532,0.5,0.5,8.5,0.0,6.0,linear
27,112056,7271,0.0695651,0.781568,0.93408,0.5,0.5,8.5,0.0,6.0,linear
28,107470,5973,0.069305,0.803434,0.945576,0.5,0.5,8.5,0.0,6.0,linear
29,103555,4847,0.0662559,0.827048,0.955346,0.5,0.5,8.5,0.0,6.0,linear
30,98897,3896,0.0625314,0.848132,0.9628,0.5,0.5,8.5,0.0,6.0,linear
31,95581,3200,0.0569671,0.869306,0.970102,0.5,0.5,8.5,0.0,6.0,linear
32,92735,2548,0.0517337,0.888273,0.976207,0.5,0.5,8.5,0.0,6.0,linear
33,90094,2005,0.0447372,0.907372,0.982389,0.5,0.5,8.5,0.0,6.0,linear
34,87220,1514,0.0382895,0.924211,0.98686,0.5,0.5,8.5,0.0,6.0,linear
35,85140,1174,0.0326955,0.938148,0.989972,0.5,0.5,8.5,0.0,6.0,linear
36,83588,928,0.0267787,0.951405,0.992507,0.5,0.5,8.5,0.0,6.0,linear
37,82156,698,0.021985,0.962106,0.994668,0.5,0.5,8.5,0.0,6.0,linear
38,80736,488,0.0170711,0.97187,0.996711,0.5,0.5,8.5,0.0,6.0,linear
39,79923,348,0.0126853,0.979533,0.998073,0.5,0.5,8.5,0.0,6.0,linear
40,78808,236,0.00906554,0.985729,0.998861,0.5,0.5,8.5,0.0,6.0,linear
41,78353,149,0.00636161,0.990483,0.999317,0.5,0.5,8.5,0.0,6.0,linear
42,77912,95,0.00438798,0.993979,0.999617,0.5,0.5,8.5,0.0,6.0,linear
43,77494,72,0.00314829,0.995785,0.999756,0.5,0.5,8.5,0.0,6.0,linear
44,77341,45,0.00230073,0.997068,0.999897,0.5,0.5,8.5,0.0,6.0,linear
45,76931,32,0.00162165,0.997963,0.999922,0.5,0.5,8.5,0.0,6.0,linear
46,76977,20,0.00114814,0.998605,0.999961,0.5,0.5,8.5,0.0,6.0,linear
47,76944,12,0.000772356,0.999078,0.999987,0.5,0.5,8.5,0.0,6.0,linear
48,76704,7,0.000443043,0.999479,1.0,0.5,0.5,8.5,0.0,6.0,linear
49,76659,5,0.000221738,0.999713,1.0,0.5,0.5,8.5,0.0,6.0,linear
50,76906,4,0.000162502,0.999798,1.0,0.5,0.5,8.5,0.0,6.0,linear
51,76657,1,0.000117388,0.999876,1.0,0.5,0.5,8.5,0.0,6.0,linear
52,76771,0,7.16314e-05,0.999928,1.0,0.5,0.5,8.5,0.0,6.0,linear

