generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78356,49220,0.0,0.0,0.0,0.5,0.5,5.5,0.0,6.0,linear
2,78168,49183,0.0,0.0,0.0,0.5,0.5,5.5,0.0,6.0,linear
3,79632,50156,0.0,0.0,0.0,0.5,0.5,5.5,0.0,6.0,linear
4,80459,50851,0.0,0.0,0.0,0.5,0.5,5.5,0.0,6.0,linear
5,79449,50679,0.0,0.0,0.0,0.5,0.5,5.5,0.0,6.0,linear
6,77850,50093,0.0,0.0,0.0,0.5,0.5,5.5,0.0,6.0,linear
7,76474,49300,0.0,0.0,0.0,0.5,0.5,5.5,0.0,6.0,linear
8,77407,49341,0.0,0.0,0.0,0.5,0.5,5.5,0.0,6.0,linear
9,78601,49617,0.0,0.0,0.0,0.5,0.5,5.5,0.0,6.0,linear
10,79195,49991,0.0,0.0,0.0,0.5,0.5,5.5,0.0,6.0,linear
11,112985,50569,0.0,0.233763,0.233763,0.5,0.5,5.5,0.0,6.0,linear
12,129140,50536,0.0,0.333238,0.348239,0.5,0.5,5.5,0.0,6.0,linear
13,125559,47799,0.0,0.362804,0.401889,0.5,0.5,5.5,0.0,6.0,linear
14,121911,44117,0.000388493,0.394446,0.465719,0.5,0.5,5.5,0.0,6.0,linear
15,120812,40462,0.00181074,0.425696,0.531558,0.5,0.5,5.5,0.0,6.0,linear
16,121313,37352,0.00499356,0.456265,0.594629,0.5,0.5,5.5,0.0,6.0,linear
17,121479,34322,0.0104073,0.48438,0.648596,0.5,0.5,5.5,0.0,6.0,linear
18,121429,31755,0.0185358,0.510668,0.692723,0.5,0.5,5.5,0.0,6.0,linear
19,121040,29569,0.028372,0.536343,0.730729,0.5,0.5,5.5,0.0,6.0,linear
20,120324,27586,0.0393353,0.559139,0.760061,0.5,0.5,5.5,0.0,6.0,linear
21,118314,25538,0.0510459,0.580118,0.785552,0.5,0.5,5.5,0.0,6.0,linear
22,116415,23595,0.0628274,0.601082,0.808628,0.5,0.5,5.5,0.0,6.0,linear
23,114532,21861,0.0740514,0.620182,0.827691,0.5,0.5,5.5,0.0,6.0,linear
24,112002,20076,0.0857277,0.638699,0.84556,0.5,0.5,5.5,0.0,6.0,linear
25,109187,18335,0.0962088,0.656115,0.863508,0.5,0.5,5.5,0.0,6.0,linear
26,106268,16639,0.104859,0.673652,0.879222,0.5,0.5,5.5,0.0,6.0,linear
27,103486,15011,0.111083,0.691786,0.89466,0.5,0.5,5.5,0.0,6.0,linear
28,100173,13496,0.115584,0.708977,0.907224,0.5,0.5,5.5,0.0,6.0,linear
29,96818,12100,0.118924,0.726433,0.919154,0.5,0.5,5.5,0.0,6.0,linear
30,93314,10692,0.120491,0.742748,0.92839,0.5,0.5,5.5,0.0,6.0,linear
31,90180,9476,0.121236,0.758113,0.937187,0.5,0.5,5.5,0.0,6.0,linear
32,86762,8402,0.121746,0.771909,0.94483,0.5,0.5,5.5,0.0,6.0,linear
33,83335,7495,0.119121,0.787131,0.952416,0.5,0.5,5.5,0.0,6.0,linear
34,79834,6530,0.11597,0.802338,0.96001,0.5,0.5,5.5,0.0,6.0,linear
35,76883,5746,0.111183,0.818439,0.966613,0.5,0.5,5.5,0.0,6.0,linear
36,74252,4997,0.106712,0.833462,0.972552,0.5,0.5,5.5,0.0,6.0,linear
37,71418,4322,0.10039,0.850208,0.978074,0.5,0.5,5.5,0.0,6.0,linear
38,68712,3688,0.0954774,0.864182,0.98291,0.5,0.5,5.5,0.0,6.0,linear
39,66708,3117,0.0875872,0.879737,0.987004,0.5,0.5,5.5,0.0,6.0,linear
40,64430,2604,0.0811147,0.892363,0.990327,0.5,0.5,5.5,0.0,6.0,linear
41,62443,2164,0.0731433,0.906332,0.993109,0.5,0.5,5.5,0.0,6.0,linear
42,60700,1820,0.0662475,0.91724,0.994914,0.5,0.5,5.5,0.0,6.0,linear
43,58887,1496,0.0575587,0.930105,0.996449,0.5,0.5,5.5,0.0,6.0,linear
44,57307,1216,0.0505466,0.940723,0.997701,0.5,0.5,5.5,0.0,6.0,linear
45,56220,999,0.0431897,0.950715,0.998282,0.5,0.5,5.5,0.0,6.0,linear
46,54778,799,0.0374755,0.958272,0.998864,0.5,0.5,5.5,0.0,6.0,linear
47,54158,646,0.0320658,0.964897,0.999228,0.5,0.5,5.5,0.0,6.0,linear
48,53332,537,0.0270373,0.970773,0.999495,0.5,0.5,5.5,0.0,6.0,linear
49,52598,430,0.0223628,0.976201,0.999761,0.5,0.5,5.5,0.0,6.0,linear
50,52062,351,0.0191403,0.979935,0.999907,0.5,0.5,5.5,0.0,6.0,linear
51,51676,294,0.0152539,0.984112,0.999962,0.5,0.5,5.5,0.0,6.0,linear
52,51431,236,0.0124671,0.987189,0.999981,0.5,0.5,5.5,0.0,6.0,linear
53,51034,176,0.0106926,0.989144,0.999981,0.5,0.5,5.5,0.0,6.0,linear
54,50436,137,0.00890568,0.990987,1.0,0.5,0.5,5.5,0.0,6.0,linear
55,50650,114,0.00722639,0.992744,1.0,0.5,0.5,5.5,0.0,6.0,linear
56,50391,92,0.00572008,0.99428,1.0,0.5,0.5,5.5,0.0,6.0,linear
57,50398,85,0.00501587,0.994984,1.0,0.5,0.5,5.5,0.0,6.0,linear
58,50053,71,0.0044167,0.995583,1.0,0.5,0.5,5.5,0.0,6.0,linear
59,49674,67,0.00362457,0.996375,1.0,0.5,0.5,5.5,0.0,6.0,linear
60,49729,56,0.00283584,0.997164,1.0,0.5,0.5,5.5,0.0,6.0,linear
61,50091,46,0.00243582,0.997564,1.0,0.5,0.5,5.5,0.0,6.0,linear
62,49825,36,0.00173232,0.998268,1.0,0.5,0.5,5.5,0.0,6.0,linear
63,49840,28,0.00158108,0.998419,1.0,0.5,0.5,5.5,0.0,6.0,linear
64,50053,27,0.00108737,0.998913,1.0,0.5,0.5,5.5,0.0,6.0,linear
65,49760,21,0.00110296,0.998897,1.0,0.5,0.5,5.5,0.0,6.0,linear
66,49770,16,0.000972802,0.999027,1.0,0.5,0.5,5.5,0.0,6.0,linear
67,49698,13,0.000844374,0.999156,1.0,0.5,0.5,5.5,0.0,6.0,linear
68,49425,10,0.000636711,0.999363,1.0,0.5,0.5,5.5,0.0,6.0,linear
69,49675,11,0.000462758,0.999537,1.0,0.5,0.5,5.5,0.0,6.0,linear
70,49772,9,0.000371501,0.999628,1.0,0.5,0.5,5.5,0.0,6.0,linear
71,49704,8,0.000331778,0.999668,1.0,0.5,0.5,5.5,0.0,6.0,linear
72,49349,6,0.00033413,0.999666,1.0,0.5,0.5,5.5,0.0,6.0,linear
73,49808,7,0.000361235,0.999639,1.0,0.5,0.5,5.5,0.0,6.0,linear
74,49627,4,0.000392575,0.999607,1.0,0.5,0.5,5.5,0.0,6.0,linear
75,49576,5,0.000282395,0.999718,1.0,0.5,0.5,5.5,0.0,6.0,linear
76,49500,3,0.000222124,0.999778,1.0,0.5,0.5,5.5,0.0,6.0,linear
77,49469,1,0.000262685,0.999737,1.0,0.5,0.5,5.5,0.0,6.0,linear
78,49609,1,0.000131009,0.999869,1.0,0.5,0.5,5.5,0.0,6.0,linear
79,49766,1,0.00010046,0.9999,1.0,0.5,0.5,5.5,0.0,6.0,linear
80,49668,1,7.0458e-05,0.99993,1.0,0.5,0.5,5.5,0.0,6.0,linear
81,49594,1,7.05645e-05,0.999929,1.0,0.5,0.5,5.5,0.0,6.0,linear
82,49789,0,5.02048e-05,0.99995,1.0,0.5,0.5,5.5,0.0,6.0,linear

