generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78467,49199,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
2,78316,49264,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
3,79687,50286,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
4,79953,50587,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
5,78726,50230,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
6,77397,49452,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
7,78158,49597,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
8,79209,50128,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
9,79185,50023,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
10,78511,50017,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
11,83769,50244,0.0,0.0456237,0.0456237,0.5,0.5,0.85,0.0,6.0,linear
12,86443,50353,0.0,0.0730751,0.0786323,0.5,0.5,0.85,0.0,6.0,linear
13,85525,49806,0.0,0.0846887,0.102078,0.5,0.5,0.85,0.0,6.0,linear
14,84323,48723,0.0,0.0996872,0.131897,0.5,0.5,0.85,0.0,6.0,linear
15,84102,47968,0.0,0.118308,0.169161,0.5,0.5,0.85,0.0,6.0,linear
16,85777,48141,0.0,0.136468,0.205789,0.5,0.5,0.85,0.0,6.0,linear
17,88088,48560,0.0,0.15527,0.241634,0.5,0.5,0.85,0.0,6.0,linear
18,88736,48474,0.0,0.175619,0.279099,0.5,0.5,0.85,0.0,6.0,linear
19,88811,48165,0.0,0.194816,0.315079,0.5,0.5,0.85,0.0,6.0,linear
20,90170,48495,0.0,0.215091,0.349611,0.5,0.5,0.85,0.0,6.0,linear
21,90838,48090,0.0,0.235106,0.383862,0.5,0.5,0.85,0.0,6.0,linear
22,90853,47490,0.0,0.257128,0.419973,0.5,0.5,0.85,0.0,6.0,linear
23,90969,47046,0.0,0.27787,0.453732,0.5,0.5,0.85,0.0,6.0,linear
24,91272,46348,0.0,0.302245,0.491066,0.5,0.5,0.85,0.0,6.0,linear
25,91161,45582,0.0,0.324674,0.526378,0.5,0.5,0.85,0.0,6.0,linear
26,91777,44802,0.0,0.347844,0.559449,0.5,0.5,0.85,0.0,6.0,linear
27,90673,43501,0.0,0.373259,0.594751,0.5,0.5,0.85,0.0,6.0,linear
28,91281,42674,0.0,0.398653,0.629749,0.5,0.5,0.85,0.0,6.0,linear
29,90472,41313,0.0,0.425385,0.664292,0.5,0.5,0.85,0.0,6.0,linear
30,89975,39814,0.0,0.450217,0.695694,0.5,0.5,0.85,0.0,6.0,linear
31,89093,38642,0.0,0.478523,0.727972,0.5,0.5,0.85,0.0,6.0,linear
32,87570,36809,0.0,0.504735,0.756404,0.5,0.5,0.85,0.0,6.0,linear
33,86012,34846,0.0,0.5334,0.786139,0.5,0.5,0.85,0.0,6.0,linear
34,83815,32801,0.0,0.562516,0.81527,0.5,0.5,0.85,0.0,6.0,linear
35,81285,30631,0.0,0.59281,0.840328,0.5,0.5,0.85,0.0,6.0,linear
36,78471,28216,0.0,0.62273,0.864986,0.5,0.5,0.85,0.0,6.0,linear
37,75331,25511,0.0,0.652611,0.886943,0.5,0.5,0.85,0.0,6.0,linear
38,71538,22916,0.0,0.681096,0.905206,0.5,0.5,0.85,0.0,6.0,linear
39,67517,20259,0.0,0.709928,0.922411,0.5,0.5,0.85,0.0,6.0,linear
40,63237,17659,0.0,0.738354,0.938629,0.5,0.5,0.85,0.0,6.0,linear
41,58246,14943,0.0,0.767601,0.953217,0.5,0.5,0.85,0.0,6.0,linear
42,53302,12485,0.0,0.794259,0.965486,0.5,0.5,0.85,0.0,6.0,linear
43,47931,10160,0.0,0.81891,0.97453,0.5,0.5,0.85,0.0,6.0,linear
44,42741,8118,0.0,0.845032,0.981002,0.5,0.5,0.85,0.0,6.0,linear
45,37444,6205,0.0,0.8661,0.985728,0.5,0.5,0.85,0.0,6.0,linear
46,32080,4717,0.0,0.885152,0.989631,0.5,0.5,0.85,0.0,6.0,linear
47,27177,3398,0.0,0.904738,0.992717,0.5,0.5,0.85,0.0,6.0,linear
48,22873,2373,0.0,0.921511,0.99508,0.5,0.5,0.85,0.0,6.0,linear
49,19307,1652,0.0,0.935638,0.996996,0.5,0.5,0.85,0.0,6.0,linear
50,16145,1041,0.0,0.951226,0.99821,0.5,0.5,0.85,0.0,6.0,linear
51,13526,670,0.0,0.964212,0.999247,0.5,0.5,0.85,0.0,6.0,linear
52,11490,397,0.0,0.975215,0.999698,0.5,0.5,0.85,0.0,6.0,linear
53,10231,250,0.0,0.984351,1.0,0.5,0.5,0.85,0.0,6.0,linear
54,9317,133,0.0,0.991331,1.0,0.5,0.5,0.85,0.0,6.0,linear
55,8613,59,0.0,0.996039,1.0,0.5,0.5,0.85,0.0,6.0,linear
56,8254,25,0.0,0.998514,1.0,0.5,0.5,0.85,0.0,6.0,linear
57,8013,11,0.0,0.999318,1.0,0.5,0.5,0.85,0.0,6.0,linear
58,7813,2,0.0,0.999873,1.0,0.5,0.5,0.85,0.0,6.0,linear
59,7768,0,0.0,1.0,1.0,0.5,0.5,0.85,0.0,6.0,linear

