generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78657,49546,0.0,0.0,0.0,0.5,0.5,0.55,0.0,6.0,linear
2,78458,49427,0.0,0.0,0.0,0.5,0.5,0.55,0.0,6.0,linear
3,78454,49399,0.0,0.0,0.0,0.5,0.5,0.55,0.0,6.0,linear
4,80147,50505,0.0,0.0,0.0,0.5,0.5,0.55,0.0,6.0,linear
5,80388,50816,0.0,0.0,0.0,0.5,0.5,0.55,0.0,6.0,linear
6,77783,49718,0.0,0.0,0.0,0.5,0.5,0.55,0.0,6.0,linear
7,77624,49709,0.0,0.0,0.0,0.5,0.5,0.55,0.0,6.0,linear
8,77911,49840,0.0,0.0,0.0,0.5,0.5,0.55,0.0,6.0,linear
9,79396,50376,0.0,0.0,0.0,0.5,0.5,0.55,0.0,6.0,linear
10,79059,50357,0.0,0.0,0.0,0.5,0.5,0.55,0.0,6.0,linear
11,82034,50375,0.0,0.0301448,0.0301448,0.5,0.5,0.55,0.0,6.0,linear
12,82662,49750,0.0,0.0498819,0.054361,0.5,0.5,0.55,0.0,6.0,linear
13,82026,49102,0.0,0.0564494,0.0689634,0.5,0.5,0.55,0.0,6.0,linear
14,82210,48404,0.0,0.0661499,0.0875846,0.5,0.5,0.55,0.0,6.0,linear
15,81670,47354,0.0,0.0761542,0.10794,0.5,0.5,0.55,0.0,6.0,linear
16,82248,47066,0.0,0.0837023,0.125321,0.5,0.5,0.55,0.0,6.0,linear
17,84059,47299,0.0,0.0922061,0.14218,0.5,0.5,0.55,0.0,6.0,linear
18,85272,47578,0.0,0.0986069,0.15495,0.5,0.5,0.55,0.0,6.0,linear
19,85516,47270,0.0,0.104719,0.167002,0.5,0.5,0.55,0.0,6.0,linear
20,85297,46787,0.0,0.111146,0.17968,0.5,0.5,0.55,0.0,6.0,linear
21,85560,46620,0.0,0.117302,0.192221,0.5,0.5,0.55,0.0,6.0,linear
22,85709,46061,0.0,0.124452,0.206276,0.5,0.5,0.55,0.0,6.0,linear
23,85760,45777,0.0,0.129275,0.215769,0.5,0.5,0.55,0.0,6.0,linear
24,86056,45354,0.0,0.13334,0.223999,0.5,0.5,0.55,0.0,6.0,linear
25,86209,45167,0.0,0.137529,0.233005,0.5,0.5,0.55,0.0,6.0,linear
26,86878,45209,0.0,0.142008,0.242326,0.5,0.5,0.55,0.0,6.0,linear
27,87387,45118,0.0,0.145754,0.248887,0.5,0.5,0.55,0.0,6.0,linear
28,86934,44624,0.0,0.150063,0.257966,0.5,0.5,0.55,0.0,6.0,linear
29,87109,44339,0.0,0.155314,0.26733,0.5,0.5,0.55,0.0,6.0,linear
30,86760,43940,0.0,0.158852,0.274486,0.5,0.5,0.55,0.0,6.0,linear
31,86742,43749,0.0,0.162879,0.282339,0.5,0.5,0.55,0.0,6.0,linear
32,87110,43573,0.0,0.167241,0.290286,0.5,0.5,0.55,0.0,6.0,linear
33,86603,43240,0.0,0.17001,0.296168,0.5,0.5,0.55,0.0,6.0,linear
34,86887,43071,0.0,0.17419,0.30384,0.5,0.5,0.55,0.0,6.0,linear
35,86918,42592,0.0,0.178837,0.312242,0.5,0.5,0.55,0.0,6.0,linear
36,86060,41906,0.0,0.180391,0.316538,0.5,0.5,0.55,0.0,6.0,linear
37,86549,41778,0.0,0.184342,0.324445,0.5,0.5,0.55,0.0,6.0,linear
38,86777,41581,0.0,0.186769,0.328514,0.5,0.5,0.55,0.0,6.0,linear
39,86559,41124,0.0,0.19008,0.33501,0.5,0.5,0.55,0.0,6.0,linear
40,87177,41266,0.0,0.192836,0.339528,0.5,0.5,0.55,0.0,6.0,linear
41,86977,41100,0.0,0.194494,0.343063,0.5,0.5,0.55,0.0,6.0,linear
42,86767,40822,0.0,0.197577,0.348386,0.5,0.5,0.55,0.0,6.0,linear
43,86179,40282,0.0,0.201101,0.354692,0.5,0.5,0.55,0.0,6.0,linear
44,86209,40175,0.0,0.204064,0.361162,0.5,0.5,0.55,0.0,6.0,linear
45,86125,39671,0.0,0.20678,0.365896,0.5,0.5,0.55,0.0,6.0,linear
46,85949,39381,0.0,0.210989,0.373871,0.5,0.5,0.55,0.0,6.0,linear
47,86025,39045,0.0,0.21383,0.378968,0.5,0.5,0.55,0.0,6.0,linear
48,85770,38577,0.0,0.216,0.382677,0.5,0.5,0.55,0.0,6.0,linear
49,86278,38593,0.0,0.217338,0.385881,0.5,0.5,0.55,0.0,6.0,linear
