generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78576,49465,0.0,0.0,0.0,0.5,0.5,0.35,0.0,6.0,linear
2,78238,49268,0.0,0.0,0.0,0.5,0.5,0.35,0.0,6.0,linear
3,79583,50420,0.0,0.0,0.0,0.5,0.5,0.35,0.0,6.0,linear
4,79818,50704,0.0,0.0,0.0,0.5,0.5,0.35,0.0,6.0,linear
5,78716,50149,0.0,0.0,0.0,0.5,0.5,0.35,0.0,6.0,linear
6,77378,49429,0.0,0.0,0.0,0.5,0.5,0.35,0.0,6.0,linear
7,78002,49862,0.0,0.0,0.0,0.5,0.5,0.35,0.0,6.0,linear
8,79644,50673,0.0,0.0,0.0,0.5,0.5,0.35,0.0,6.0,linear
9,79130,50378,0.0,0.0,0.0,0.5,0.5,0.35,0.0,6.0,linear
10,77943,49581,0.0,0.0,0.0,0.5,0.5,0.35,0.0,6.0,linear
11,80769,50111,0.0,0.018938,0.018938,0.5,0.5,0.35,0.0,6.0,linear
12,82684,50465,0.0,0.0302306,0.032838,0.5,0.5,0.35,0.0,6.0,linear
13,81931,50059,0.0,0.0361043,0.0437619,0.5,0.5,0.35,0.0,6.0,linear
14,80199,49049,0.0,0.0429059,0.0566921,0.5,0.5,0.35,0.0,6.0,linear
15,79945,48475,0.0,0.0494996,0.0703951,0.5,0.5,0.35,0.0,6.0,linear
16,81255,48519,0.0,0.0558414,0.0830611,0.5,0.5,0.35,0.0,6.0,linear
17,82281,48479,0.0,0.0608404,0.093861,0.5,0.5,0.35,0.0,6.0,linear
18,82562,48398,0.0,0.0668421,0.105787,0.5,0.5,0.35,0.0,6.0,linear
19,82198,48112,0.0,0.0712196,0.114787,0.5,0.5,0.35,0.0,6.0,linear
20,82627,47862,0.0,0.0765725,0.125585,0.5,0.5,0.35,0.0,6.0,linear
21,83533,47928,0.0,0.0807666,0.132872,0.5,0.5,0.35,0.0,6.0,linear
22,82904,47366,0.0,0.0854988,0.142192,0.5,0.5,0.35,0.0,6.0,linear
23,83805,47596,0.0,0.0902214,0.15176,0.5,0.5,0.35,0.0,6.0,linear
24,84378,47497,0.0,0.0938263,0.158896,0.5,0.5,0.35,0.0,6.0,linear
25,84084,47182,0.0,0.0975053,0.167238,0.5,0.5,0.35,0.0,6.0,linear
26,84132,46981,0.0,0.101182,0.174276,0.5,0.5,0.35,0.0,6.0,linear
27,84840,47068,0.0,0.104217,0.180214,0.5,0.5,0.35,0.0,6.0,linear
28,85432,47187,0.0,0.106867,0.185152,0.5,0.5,0.35,0.0,6.0,linear
29,85278,46901,0.0,0.109527,0.190158,0.5,0.5,0.35,0.0,6.0,linear
30,84195,46409,0.0,0.11267,0.196947,0.5,0.5,0.35,0.0,6.0,linear
31,84831,46517,0.0,0.115287,0.201939,0.5,0.5,0.35,0.0,6.0,linear
32,85622,46522,0.0,0.117404,0.206024,0.5,0.5,0.35,0.0,6.0,linear
33,85368,46080,0.0,0.120303,0.211359,0.5,0.5,0.35,0.0,6.0,linear
34,84960,45794,0.0,0.122793,0.216224,0.5,0.5,0.35,0.0,6.0,linear
35,85378,45793,0.0,0.124127,0.219515,0.5,0.5,0.35,0.0,6.0,linear
36,85229,45573,0.0,0.126681,0.223732,0.5,0.5,0.35,0.0,6.0,linear
37,86255,45948,0.0,0.130483,0.230786,0.5,0.5,0.35,0.0,6.0,linear
38,85994,45700,0.0,0.13165,0.233464,0.5,0.5,0.35,0.0,6.0,linear
39,85875,45511,0.0,0.13353,0.237113,0.5,0.5,0.35,0.0,6.0,linear
40,86273,45560,0.0,0.134654,0.239291,0.5,0.5,0.35,0.0,6.0,linear
41,86052,45314,0.0,0.136571,0.24286,0.5,0.5,0.35,0.0,6.0,linear
42,86354,45149,0.0,0.138733,0.247002,0.5,0.5,0.35,0.0,6.0,linear
43,86591,45312,0.0,0.140732,0.250724,0.5,0.5,0.35,0.0,6.0,linear
44,86301,45173,0.0,0.141477,0.252276,0.5,0.5,0.35,0.0,6.0,linear
45,86004,44974,0.0,0.142336,0.25398,0.5,0.5,0.35,0.0,6.0,linear
46,85911,44793,0.0,0.144963,0.259025,0.5,0.5,0.35,0.0,6.0,linear
47,85975,44588,0.0,0.146497,0.262091,0.5,0.5,0.35,0.0,6.0,linear
48,85705,44311,0.0,0.148972,0.266511,0.5,0.5,0.35,0.0,6.0,linear
49,85785,44337,0.0,0.149637,0.268159,0.5,0.5,0.35,0.0,6.0,linear
50,85628,44257,0.0,0.150933,0.270177,0.5,0.5,0.35,0.0,6.0,linear
51,85663,44156,0.0,0.152063,0.27245,0.5,0.5,0.35,0.0,6.0,linear
52,85952,44201,0.0,0.153881,0.275816,0.5,0.5,0.35,0.0,6.0,linear
53,86252,44341,0.0,0.154044,0.276875,0.5,0.5,0.35,0.0,6.0,linear
54,86026,44021,0.0,0.157412,0.282805,0.5,0.5,0.35,0.0,6.0,linear
55,85646,43467,0.0,0.158597,0.284744,0.5,0.5,0.35,0.0,6.0,linear
56,85540,43252,0.0,0.161004,0.288969,0.5,0.5,0.35,0.0,6.0,linear
57,85981,43245,0.0,0.161307,0.289813,0.5,0.5,0.35,0.0,6.0,linear
58,85915,43303,0.0,0.163472,0.293658,0.5,0.5,0.35,0.0,6.0,linear
59,86569,43576,0.0,0.16314,0.292722,0.5,0.5,0.35,0.0,6.0,linear
60,86383,43444,0.0,0.164823,0.296066,0.5,0.5,0.35,0.0,6.0,linear
61,86454,43349,0.0,0.165373,0.297653,0.5,0.5,0.35,0.0,6.0,linear
62,86192,43306,0.0,0.167325,0.300844,0.5,0.5,0.35,0.0,6.0,linear
63,85495,42906,0.0,0.168348,0.302817,0.5,0.5,0.35,0.0,6.0,linear
64,85722,42808,0.0,0.170495,0.306957,0.5,0.5,0.35,0.0,6.0,linear
65,85947,42645,0.0,0.171083,0.307797,0.5,0.5,0.35,0.0,6.0,linear
66,86077,42566,0.0,0.171675,0.309152,0.5,0.5,0.35,0.0,6.0,linear
67,85995,42787,0.0,0.171181,0.308695,0.5,0.5,0.35,0.0,6.0,linear
68,86205,43073,0.0,0.172951,0.3119,0.5,0.5,0.35,0.0,6.0,linear
69,85980,42909,0.0,0.174362,0.314579,0.5,0.5,0.35,0.0,6.0,linear
70,85868,42621,0.0,0.174878,0.315922,0.5,0.5,0.35,0.0,6.0,linear
71,86287,42703,0.0,0.176441,0.318121,0.5,0.5,0.35,0.0,6.0,linear
72,85792,42230,0.0,0.177533,0.320404,0.5,0.5,0.35,0.0,6.0,linear
73,85860,42044,0.0,0.178131,0.321631,0.5,0.5,0.35,0.0,6.0,linear
74,85969,42149,0.0,0.179832,0.324246,0.5,0.5,0.35,0.0,6.0,linear
75,86186,42198,0.0,0.180814,0.326699,0.5,0.5,0.35,0.0,6.0,linear
76,86453,42358,0.0,0.18066,0.326762,0.5,0.5,0.35,0.0,6.0,linear
77,86080,42039,0.0,0.182873,0.330184,0.5,0.5,0.35,0.0,6.0,linear
78,86014,41963,0.0,0.183697,0.332313,0.5,0.5,0.35,0.0,6.0,linear
79,86170,41924,0.0,0.184914,0.334083,0.5,0.5,0.35,0.0,6.0,linear
80,86027,41855,0.0,0.186192,0.335977,0.5,0.5,0.35,0.0,6.0,linear
81,86138,42063,0.0,0.186977,0.337572,0.5,0.5,0.35,0.0,6.0,linear
82,86100,41799,0.0,0.188094,0.339093,0.5,0.5,0.35,0.0,6.0,linear
83,85756,41761,0.0,0.189248,0.340598,0.5,0.5,0.35,0.0,6.0,linear
84,85817,41791,0.0,0.190583,0.343593,0.5,0.5,0.35,0.0,6.0,linear
85,85551,41617,0.0,0.191046,0.345064,0.5,0.5,0.35,0.0,6.0,linear
86,85198,41250,0.0,0.19215,0.347012,0.5,0.5,0.35,0.0,6.0,linear
87,85493,41067,0.0,0.193533,0.34965,0.5,0.5,0.35,0.0,6.0,linear
88,85735,40823,0.0,0.193865,0.349702,0.5,0.5,0.35,0.0,6.0,linear
89,85288,40566,0.0,0.194612,0.351618,0.5,0.5,0.35,0.0,6.0,linear
90,85528,40675,0.0,0.193089,0.348596,0.5,0.5,0.35,0.0,6.0,linear
91,85954,41125,0.0,0.193999,0.350294,0.5,0.5,0.35,0.0,6.0,linear
92,86053,41285,0.0,0.193154,0.34829,0.5,0.5,0.35,0.0,6.0,linear
93,85782,41171,0.0,0.194596,0.35076,0.5,0.5,0.35,0.0,6.0,linear
94,85565,40951,0.0,0.195714,0.35255,0.5,0.5,0.35,0.0,6.0,linear
95,85298,40725,0.0,0.196233,0.353918,0.5,0.5,0.35,0.0,6.0,linear
96,85462,40707,0.0,0.197612,0.355953,0.5,0.5,0.35,0.0,6.0,linear
97,85733,40913,0.0,0.196496,0.354257,0.5,0.5,0.35,0.0,6.0,linear
98,85151,40700,0.0,0.196901,0.355888,0.5,0.5,0.35,0.0,6.0,linear
99,85001,40418,0.0,0.198483,0.358824,0.5,0.5,0.35,0.0,6.0,linear
100,85074,40347,0.0,0.199525,0.360386,0.5,0.5,0.35,0.0,6.0,linear
101,85595,40495,0.0,0.198985,0.359527,0.5,0.5,0.35,0.0,6.0,linear
102,85720,40664,0.0,0.199544,0.36053,0.5,0.5,0.35,0.0,6.0,linear
103,85432,40589,0.0,0.19765,0.357169,0.5,0.5,0.35,0.0,6.0,linear
104,85666,40814,0.0,0.198932,0.359174,0.5,0.5,0.35,0.0,6.0,linear
105,85425,40644,0.0,0.198637,0.358622,0.5,0.5,0.35,0.0,6.0,linear
106,85059,40414,0.0,0.200535,0.362332,0.5,0.5,0.35,0.0,6.0,linear
107,84987,40391,0.0,0.199435,0.360342,0.5,0.5,0.35,0.0,6.0,linear
108,85340,40529,0.0,0.200927,0.363228,0.5,0.5,0.35,0.0,6.0,linear
109,85297,40164,0.0,0.203274,0.367402,0.5,0.5,0.35,0.0,6.0,linear
110,84955,39695,0.0,0.204036,0.368794,0.5,0.5,0.35,0.0,6.0,linear
111,85117,39765,0.0,0.20459,0.368923,0.5,0.5,0.35,0.0,6.0,linear
112,84918,39879,0.0,0.204769,0.370012,0.5,0.5,0.35,0.0,6.0,linear
113,85192,39929,0.0,0.205065,0.370278,0.5,0.5,0.35,0.0,6.0,linear
114,85564,40238,0.0,0.205215,0.370565,0.5,0.5,0.35,0.0,6.0,linear
115,85857,40574,0.0,0.204575,0.369599,0.5,0.5,0.35,0.0,6.0,linear
116,85500,40292,0.0,0.203289,0.367825,0.5,0.5,0.35,0.0,6.0,linear
117,85228,40037,0.0,0.203356,0.367872,0.5,0.5,0.35,0.0,6.0,linear
118,84863,39810,0.0,0.20503,0.370566,0.5,0.5,0.35,0.0,6.0,linear
119,84773,39957,0.0,0.205252,0.370589,0.5,0.5,0.35,0.0,6.0,linear
120,85325,39896,0.0,0.207168,0.373171,0.5,0.5,0.35,0.0,6.0,linear
121,85480,39873,0.0,0.206824,0.372885,0.5,0.5,0.35,0.0,6.0,linear
122,85244,39849,0.0,0.207496,0.374186,0.5,0.5,0.35,0.0,6.0,linear
123,84905,39682,0.0,0.20602,0.372031,0.5,0.5,0.35,0.0,6.0,linear
124,85258,39930,0.0,0.20534,0.370239,0.5,0.5,0.35,0.0,6.0,linear
125,85508,40140,0.0,0.205104,0.369788,0.5,0.5,0.35,0.0,6.0,linear
126,85143,39987,0.0,0.20502,0.370223,0.5,0.5,0.35,0.0,6.0,linear
127,85489,40086,0.0,0.205377,0.370973,0.5,0.5,0.35,0.0,6.0,linear
128,85587,39882,0.0,0.206442,0.371989,0.5,0.5,0.35,0.0,6.0,linear
129,84934,39844,0.0,0.206837,0.374153,0.5,0.5,0.35,0.0,6.0,linear
130,84729,39556,0.0,0.207482,0.374273,0.5,0.5,0.35,0.0,6.0,linear
131,84910,39671,0.0,0.207648,0.374736,0.5,0.5,0.35,0.0,6.0,linear
132,85226,39802,0.0,0.204888,0.369754,0.5,0.5,0.35,0.0,6.0,linear
133,85253,39879,0.0,0.205585,0.371507,0.5,0.5,0.35,0.0,6.0,linear
134,84886,39613,0.0,0.20593,0.371725,0.5,0.5,0.35,0.0,6.0,linear
135,84457,39497,0.0,0.206995,0.373651,0.5,0.5,0.35,0.0,6.0,linear
136,84486,39589,0.0,0.205469,0.370821,0.5,0.5,0.35,0.0,6.0,linear
137,85020,39879,0.0,0.205065,0.370432,0.5,0.5,0.35,0.0,6.0,linear
138,85100,39966,0.0,0.205833,0.371744,0.5,0.5,0.35,0.0,6.0,linear
139,85482,40032,0.0,0.20701,0.373419,0.5,0.5,0.35,0.0,6.0,linear
140,85212,39890,0.0,0.208484,0.376446,0.5,0.5,0.35,0.0,6.0,linear
141,85088,39771,0.0,0.209189,0.377868,0.5,0.5,0.35,0.0,6.0,linear
142,85361,39854,0.0,0.207812,0.374799,0.5,0.5,0.35,0.0,6.0,linear
143,85384,39907,0.0,0.206748,0.373116,0.5,0.5,0.35,0.0,6.0,linear
144,85274,39940,0.0,0.205659,0.37201,0.5,0.5,0.35,0.0,6.0,linear
145,85251,39866,0.0,0.207942,0.376041,0.5,0.5,0.35,0.0,6.0,linear
146,84904,39767,0.0,0.207397,0.374552,0.5,0.5,0.35,0.0,6.0,linear
147,85294,40076,0.0,0.207582,0.374968,0.5,0.5,0.35,0.0,6.0,linear
148,84595,39543,0.0,0.208423,0.376118,0.5,0.5,0.35,0.0,6.0,linear
149,84651,39378,0.0,0.208376,0.376614,0.5,0.5,0.35,0.0,6.0,linear
150,84680,39395,0.0,0.209341,0.378004,0.5,0.5,0.35,0.0,6.0,linear
151,84262,39190,0.0,0.209237,0.378117,0.5,0.5,0.35,0.0,6.0,linear
152,84590,39298,0.0,0.2099,0.379803,0.5,0.5,0.35,0.0,6.0,linear
153,85028,39518,0.0,0.210458,0.380074,0.5,0.5,0.35,0.0,6.0,linear
