generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78435,49546,0.0,0.0,0.0,0.5,0.5,11.0,0.0,6.0,linear
2,78394,49512,0.0,0.0,0.0,0.5,0.5,11.0,0.0,6.0,linear
3,79831,50006,0.0,0.0,0.0,0.5,0.5,11.0,0.0,6.0,linear
4,79687,50214,0.0,0.0,0.0,0.5,0.5,11.0,0.0,6.0,linear
5,79526,50323,0.0,0.0,0.0,0.5,0.5,11.0,0.0,6.0,linear
6,79360,50412,0.0,0.0,0.0,0.5,0.5,11.0,0.0,6.0,linear
7,78625,50074,0.0,0.0,0.0,0.5,0.5,11.0,0.0,6.0,linear
8,78622,50202,0.0,0.0,0.0,0.5,0.5,11.0,0.0,6.0,linear
9,78501,50194,0.0,0.0,0.0,0.5,0.5,11.0,0.0,6.0,linear
10,78786,50154,0.0,0.0,0.0,0.5,0.5,11.0,0.0,6.0,linear
11,143706,49555,0.0,0.384103,0.384103,0.5,0.5,11.0,0.0,6.0,linear
12,176467,49343,0.0,0.496395,0.511905,0.5,0.5,11.0,0.0,6.0,linear
13,174746,46868,0.0,0.526238,0.564953,0.5,0.5,11.0,0.0,6.0,linear
14,170549,42601,0.000266195,0.554389,0.623751,0.5,0.5,11.0,0.0,6.0,linear
15,169362,38726,0.00128429,0.583315,0.68474,0.5,0.5,11.0,0.0,6.0,linear
16,169235,34575,0.00386915,0.613418,0.742596,0.5,0.5,11.0,0.0,6.0,linear
17,168400,30423,0.00777356,0.642222,0.793628,0.5,0.5,11.0,0.0,6.0,linear
18,167315,26546,0.0137268,0.671101,0.835255,0.5,0.5,11.0,0.0,6.0,linear
19,165288,23482,0.0212575,0.697837,0.866846,0.5,0.5,11.0,0.0,6.0,linear
20,162711,20802,0.0303112,0.722133,0.890605,0.5,0.5,11.0,0.0,6.0,linear
21,160110,18212,0.039132,0.746325,0.91007,0.5,0.5,11.0,0.0,6.0,linear
22,156599,16102,0.0474029,0.770159,0.926325,0.5,0.5,11.0,0.0,6.0,linear
23,152343,13986,0.0549857,0.791055,0.939946,0.5,0.5,11.0,0.0,6.0,linear
24,148530,12145,0.0614004,0.810649,0.950147,0.5,0.5,11.0,0.0,6.0,linear
25,143825,10277,0.0654597,0.829315,0.959964,0.5,0.5,11.0,0.0,6.0,linear
26,139161,8676,0.0670081,0.846612,0.96789,0.5,0.5,11.0,0.0,6.0,linear
27,134688,7377,0.0666436,0.863559,0.974946,0.5,0.5,11.0,0.0,6.0,linear
28,130807,6092,0.0655897,0.879087,0.981193,0.5,0.5,11.0,0.0,6.0,linear
29,126902,5149,0.0626277,0.89365,0.985875,0.5,0.5,11.0,0.0,6.0,linear
30,122990,4260,0.0584461,0.908593,0.989907,0.5,0.5,11.0,0.0,6.0,linear
31,119530,3568,0.0543605,0.920967,0.992744,0.5,0.5,11.0,0.0,6.0,linear
32,116437,2914,0.0492818,0.93251,0.994854,0.5,0.5,11.0,0.0,6.0,linear
33,113638,2389,0.0439049,0.942753,0.996394,0.5,0.5,11.0,0.0,6.0,linear
34,111650,1932,0.0384315,0.951914,0.997474,0.5,0.5,11.0,0.0,6.0,linear
35,109249,1566,0.0333134,0.959941,0.998311,0.5,0.5,11.0,0.0,6.0,linear
36,107205,1295,0.0285956,0.966583,0.999028,0.5,0.5,11.0,0.0,6.0,linear
37,105899,1008,0.0243763,0.972444,0.999464,0.5,0.5,11.0,0.0,6.0,linear
38,104800,804,0.0203001,0.977542,0.999741,0.5,0.5,11.0,0.0,6.0,linear
39,103898,653,0.016917,0.98185,0.99985,0.5,0.5,11.0,0.0,6.0,linear
40,103027,525,0.0140344,0.985149,0.999962,0.5,0.5,11.0,0.0,6.0,linear
41,102518,411,0.0119492,0.987634,1.0,0.5,0.5,11.0,0.0,6.0,linear
42,101882,338,0.00977241,0.990053,1.0,0.5,0.5,11.0,0.0,6.0,linear
43,101454,268,0.00849067,0.991441,1.0,0.5,0.5,11.0,0.0,6.0,linear
44,101336,197,0.00667051,0.99332,1.0,0.5,0.5,11.0,0.0,6.0,linear
45,100871,160,0.00528705,0.994713,1.0,0.5,0.5,11.0,0.0,6.0,linear
46,100591,136,0.00431916,0.995681,1.0,0.5,0.5,11.0,0.0,6.0,linear
47,100181,122,0.003561,0.996439,1.0,0.5,0.5,11.0,0.0,6.0,linear
48,99900,101,0.00279093,0.997209,1.0,0.5,0.5,11.0,0.0,6.0,linear
49,99858,82,0.00243457,0.997565,1.0,0.5,0.5,11.0,0.0,6.0,linear
50,99874,68,0.00227116,0.997729,1.0,0.5,0.5,11.0,0.0,6.0,linear
51,99305,66,0.00173834,0.998262,1.0,0.5,0.5,11.0,0.0,6.0,linear
52,99561,51,0.00153754,0.998462,1.0,0.5,0.5,11.0,0.0,6.0,linear
53,99328,43,0.00120122,0.998799,1.0,0.5,0.5,11.0,0.0,6.0,linear
54,99528,34,0.00104331,0.998957,1.0,0.5,0.5,11.0,0.0,6.0,linear
55,99032,26,0.000716311,0.999284,1.0,0.5,0.5,11.0,0.0,6.0,linear
56,99273,17,0.000593711,0.999406,1.0,0.5,0.5,11.0,0.0,6.0,linear
57,99142,12,0.000423434,0.999577,1.0,0.5,0.5,11.0,0.0,6.0,linear
58,99524,10,0.000301368,0.999699,1.0,0.5,0.5,11.0,0.0,6.0,linear
59,99644,7,0.000260772,0.999739,1.0,0.5,0.5,11.0,0.0,6.0,linear
60,98918,8,0.000136457,0.999864,1.0,0.5,0.5,11.0,0.0,6.0,linear
61,98919,6,0.000111194,0.999889,1.0,0.5,0.5,11.0,0.0,6.0,linear
62,99165,3,0.000166331,0.999834,1.0,0.5,0.5,11.0,0.0,6.0,linear
63,98776,2,0.000126535,0.999873,1.0,0.5,0.5,11.0,0.0,6.0,linear
64,98958,2,9.59955e-05,0.999904,1.0,0.5,0.5,11.0,0.0,6.0,linear
65,99362,2,7.04466e-05,0.99993,1.0,0.5,0.5,11.0,0.0,6.0,linear
66,99706,0,6.01655e-05,0.99994,1.0,0.5,0.5,11.0,0.0,6.0,linear

