generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78272,49162,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
2,77956,48924,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
3,80380,50359,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
4,80821,50907,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
5,79386,50376,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
6,79032,50559,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
7,78574,50426,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
8,77385,49532,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
9,77959,49609,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
10,78611,49704,0.0,0.0,0.0,0.5,0.5,0.85,0.0,6.0,linear
11,83225,49641,0.0,0.0444543,0.0444543,0.5,0.5,0.85,0.0,6.0,linear
12,86929,50309,0.0,0.0716572,0.0779778,0.5,0.5,0.85,0.0,6.0,linear
13,86789,50105,0.0,0.0835055,0.100093,0.5,0.5,0.85,0.0,6.0,linear
14,84572,48638,0.0,0.0981124,0.128774,0.5,0.5,0.85,0.0,6.0,linear
15,84476,47892,0.0,0.114637,0.161839,0.5,0.5,0.85,0.0,6.0,linear
16,85265,47383,0.0,0.13116,0.195325,0.5,0.5,0.85,0.0,6.0,linear
17,86204,46902,0.0,0.146134,0.225362,0.5,0.5,0.85,0.0,6.0,linear
18,88042,47176,0.0,0.162917,0.257498,0.5,0.5,0.85,0.0,6.0,linear
19,88922,47104,0.0,0.178418,0.286319,0.5,0.5,0.85,0.0,6.0,linear
20,88847,46765,0.0,0.195289,0.317804,0.5,0.5,0.85,0.0,6.0,linear
21,90080,46626,0.0,0.211363,0.345771,0.5,0.5,0.85,0.0,6.0,linear
22,90548,46214,0.0,0.228067,0.374053,0.5,0.5,0.85,0.0,6.0,linear
23,90713,45613,0.0,0.244509,0.401767,0.5,0.5,0.85,0.0,6.0,linear
24,90068,44507,0.0,0.260623,0.42864,0.5,0.5,0.85,0.0,6.0,linear
25,89891,43530,0.0,0.276818,0.455853,0.5,0.5,0.85,0.0,6.0,linear
26,90013,42959,0.0,0.292601,0.481325,0.5,0.5,0.85,0.0,6.0,linear
