generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78081,49028,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
2,77822,48804,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
3,79911,50249,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
4,80365,50728,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
5,79129,50328,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
6,77711,50027,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
7,77683,49901,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
8,78466,50097,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
9,78607,49924,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
10,78548,49931,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
11,80810,49781,0.0,0.0246434,0.0246434,0.5,0.5,0.45,0.0,6.0,linear
12,83130,50253,0.0,0.0398319,0.0432344,0.5,0.5,0.45,0.0,6.0,linear
13,82129,49697,0.0,0.0475174,0.0584397,0.5,0.5,0.45,0.0,6.0,linear
14,81411,49147,0.0,0.0571126,0.077565,0.5,0.5,0.45,0.0,6.0,linear
15,81879,48926,0.0,0.0681644,0.0996695,0.5,0.5,0.45,0.0,6.0,linear
16,82664,49013,0.0,0.0792794,0.122151,0.5,0.5,0.45,0.0,6.0,linear
17,83337,48881,0.0,0.0913321,0.145696,0.5,0.5,0.45,0.0,6.0,linear
18,83806,48875,0.0,0.103712,0.169694,0.5,0.5,0.45,0.0,6.0,linear
19,85228,49404,0.0,0.116498,0.193559,0.5,0.5,0.45,0.0,6.0,linear
20,85591,49257,0.0,0.129987,0.218832,0.5,0.5,0.45,0.0,6.0,linear
21,87177,49885,0.0,0.141352,0.239637,0.5,0.5,0.45,0.0,6.0,linear
22,86098,49364,0.0,0.155394,0.264333,0.5,0.5,0.45,0.0,6.0,linear
23,85743,48778,0.0,0.167483,0.285822,0.5,0.5,0.45,0.0,6.0,linear
24,86516,48741,0.0,0.181882,0.311122,0.5,0.5,0.45,0.0,6.0,linear
25,87211,48247,0.0,0.196074,0.336589,0.5,0.5,0.45,0.0,6.0,linear
26,87996,48219,0.0,0.210413,0.361155,0.5,0.5,0.45,0.0,6.0,linear
27,88079,48204,0.0,0.225956,0.387518,0.5,0.5,0.45,0.0,6.0,linear
28,88866,47990,0.0,0.241685,0.412863,0.5,0.5,0.45,0.0,6.0,linear
29,88303,47308,0.0,0.258283,0.438868,0.5,0.5,0.45,0.0,6.0,linear
30,89521,47289,0.0,0.274796,0.464917,0.5,0.5,0.45,0.0,6.0,linear
31,89295,46638,0.0,0.293139,0.492896,0.5,0.5,0.45,0.0,6.0,linear
32,88929,45758,0.0,0.31127,0.519696,0.5,0.5,0.45,0.0,6.0,linear
33,88670,44852,0.0,0.331084,0.548043,0.5,0.5,0.45,0.0,6.0,linear
34,88869,44150,0.0,0.352408,0.578894,0.5,0.5,0.45,0.0,6.0,linear
35,88965,43441,0.0,0.374701,0.607479,0.5,0.5,0.45,0.0,6.0,linear
36,87814,42013,0.0,0.396726,0.637211,0.5,0.5,0.45,0.0,6.0,linear
37,86665,40650,0.0,0.421699,0.667486,0.5,0.5,0.45,0.0,6.0,linear
38,86329,39345,0.0,0.44735,0.697833,0.5,0.5,0.45,0.0,6.0,linear
39,84613,37620,0.0,0.470225,0.7243,0.5,0.5,0.45,0.0,6.0,linear
40,83163,36079,0.0,0.49315,0.74929,0.5,0.5,0.45,0.0,6.0,linear
41,81950,34556,0.0,0.519895,0.776284,0.5,0.5,0.45,0.0,6.0,linear
42,79861,32729,0.0,0.543799,0.800002,0.5,0.5,0.45,0.0,6.0,linear
43,77593,30746,0.0,0.572214,0.824784,0.5,0.5,0.45,0.0,6.0,linear
44,75309,28432,0.0,0.599389,0.848676,0.5,0.5,0.45,0.0,6.0,linear
45,72395,26350,0.0,0.62673,0.870096,0.5,0.5,0.45,0.0,6.0,linear
46,69026,23840,0.0,0.653856,0.892026,0.5,0.5,0.45,0.0,6.0,linear
47,65282,21379,0.0,0.683455,0.911945,0.5,0.5,0.45,0.0,6.0,linear
48,61204,18793,0.0,0.711399,0.928926,0.5,0.5,0.45,0.0,6.0,linear
49,57006,16359,0.0,0.741315,0.944437,0.5,0.5,0.45,0.0,6.0,linear
50,52101,13863,0.0,0.76782,0.955696,0.5,0.5,0.45,0.0,6.0,linear
51,47353,11503,0.0,0.793344,0.964988,0.5,0.5,0.45,0.0,6.0,linear
52,41897,9307,0.0,0.817667,0.972374,0.5,0.5,0.45,0.0,6.0,linear
53,36424,7358,0.0,0.837638,0.978553,0.5,0.5,0.45,0.0,6.0,linear
54,31122,5625,0.0,0.857079,0.983703,0.5,0.5,0.45,0.0,6.0,linear
55,26283,4255,0.0,0.875526,0.987298,0.5,0.5,0.45,0.0,6.0,linear
56,21839,3088,0.0,0.892238,0.990994,0.5,0.5,0.45,0.0,6.0,linear
57,18260,2208,0.0,0.908838,0.994792,0.5,0.5,0.45,0.0,6.0,linear
58,14925,1589,0.0,0.92282,0.996206,0.5,0.5,0.45,0.0,6.0,linear
59,11840,1057,0.0,0.938137,0.997262,0.5,0.5,0.45,0.0,6.0,linear
60,9688,656,0.0,0.950115,0.998118,0.5,0.5,0.45,0.0,6.0,linear
61,7900,398,0.0,0.963331,0.999373,0.5,0.5,0.45,0.0,6.0,linear
62,6614,248,0.0,0.974131,0.999868,0.5,0.5,0.45,0.0,6.0,linear
63,5710,152,0.0,0.981976,0.999842,0.5,0.5,0.45,0.0,6.0,linear
64,5079,68,0.0,0.990404,1.0,0.5,0.5,0.45,0.0,6.0,linear
65,4694,41,0.0,0.995056,1.0,0.5,0.5,0.45,0.0,6.0,linear
66,4463,19,0.0,0.997383,1.0,0.5,0.5,0.45,0.0,6.0,linear
67,4206,9,0.0,0.99882,1.0,0.5,0.5,0.45,0.0,6.0,linear
68,4098,6,0.0,0.999272,1.0,0.5,0.5,0.45,0.0,6.0,linear
69,4099,2,0.0,0.999757,1.0,0.5,0.5,0.45,0.0,6.0,linear
70,4085,0,0.0,1.0,1.0,0.5,0.5,0.45,0.0,6.0,linear

