generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78687,49561,0.0,0.0,0.0,0.5,0.5,8.0,0.0,6.0,linear
2,78344,49271,0.0,0.0,0.0,0.5,0.5,8.0,0.0,6.0,linear
3,80008,50168,0.0,0.0,0.0,0.5,0.5,8.0,0.0,6.0,linear
4,80972,50941,0.0,0.0,0.0,0.5,0.5,8.0,0.0,6.0,linear
5,80171,51008,0.0,0.0,0.0,0.5,0.5,8.0,0.0,6.0,linear
6,77441,49803,0.0,0.0,0.0,0.5,0.5,8.0,0.0,6.0,linear
7,76570,49231,0.0,0.0,0.0,0.5,0.5,8.0,0.0,6.0,linear
8,78567,49983,0.0,0.0,0.0,0.5,0.5,8.0,0.0,6.0,linear
9,79468,50090,0.0,0.0,0.0,0.5,0.5,8.0,0.0,6.0,linear
10,78105,49430,0.0,0.0,0.0,0.5,0.5,8.0,0.0,6.0,linear
11,126398,49856,0.0,0.309145,0.309145,0.5,0.5,8.0,0.0,6.0,linear
12,151012,50371,0.0,0.41812,0.434388,0.5,0.5,8.0,0.0,6.0,linear
13,148352,47920,0.0,0.447235,0.488858,0.5,0.5,8.0,0.0,6.0,linear
14,144465,43861,0.00040446,0.48241,0.555705,0.5,0.5,8.0,0.0,6.0,linear
15,142691,40114,0.00197219,0.51428,0.622345,0.5,0.5,8.0,0.0,6.0,linear
16,143108,36895,0.00527477,0.544302,0.683776,0.5,0.5,8.0,0.0,6.0,linear
17,142893,33335,0.0103587,0.57668,0.739659,0.5,0.5,8.0,0.0,6.0,linear
18,142714,30259,0.0179986,0.606956,0.786411,0.5,0.5,8.0,0.0,6.0,linear
19,142463,27938,0.0276016,0.635017,0.822093,0.5,0.5,8.0,0.0,6.0,linear
20,141118,25565,0.0385913,0.661304,0.850131,0.5,0.5,8.0,0.0,6.0,linear
21,138900,23138,0.0500739,0.686341,0.872405,0.5,0.5,8.0,0.0,6.0,linear
22,135517,20775,0.0617001,0.708821,0.891848,0.5,0.5,8.0,0.0,6.0,linear
23,133256,18845,0.0718835,0.731362,0.908222,0.5,0.5,8.0,0.0,6.0,linear
24,130015,16703,0.0805959,0.749953,0.923503,0.5,0.5,8.0,0.0,6.0,linear
25,126581,14965,0.0875464,0.768283,0.936692,0.5,0.5,8.0,0.0,6.0,linear
26,122559,13232,0.092449,0.783594,0.946807,0.5,0.5,8.0,0.0,6.0,linear
27,119565,11745,0.0954107,0.80071,0.956581,0.5,0.5,8.0,0.0,6.0,linear
28,115437,10353,0.0973735,0.816754,0.965131,0.5,0.5,8.0,0.0,6.0,linear
29,111315,9068,0.0972601,0.831598,0.972034,0.5,0.5,8.0,0.0,6.0,linear
30,107959,7959,0.0972445,0.845428,0.977827,0.5,0.5,8.0,0.0,6.0,linear
31,104638,6968,0.0958392,0.857926,0.982466,0.5,0.5,8.0,0.0,6.0,linear
32,101591,6103,0.0927901,0.87059,0.986338,0.5,0.5,8.0,0.0,6.0,linear
33,98346,5247,0.0892469,0.882429,0.989787,0.5,0.5,8.0,0.0,6.0,linear
34,95254,4515,0.0846575,0.893879,0.992127,0.5,0.5,8.0,0.0,6.0,linear
35,92430,3912,0.0798822,0.90342,0.994225,0.5,0.5,8.0,0.0,6.0,linear
36,90441,3385,0.0735254,0.913561,0.995925,0.5,0.5,8.0,0.0,6.0,linear
37,88145,2941,0.0682789,0.92156,0.997209,0.5,0.5,8.0,0.0,6.0,linear
38,86236,2519,0.0620424,0.930809,0.998162,0.5,0.5,8.0,0.0,6.0,linear
39,84663,2152,0.0558362,0.939101,0.998767,0.5,0.5,8.0,0.0,6.0,linear
40,82755,1907,0.0507733,0.945777,0.999161,0.5,0.5,8.0,0.0,6.0,linear
41,81316,1628,0.0458596,0.951864,0.999542,0.5,0.5,8.0,0.0,6.0,linear
42,79972,1361,0.04115,0.957321,0.999706,0.5,0.5,8.0,0.0,6.0,linear
43,78975,1177,0.0370645,0.961955,0.999857,0.5,0.5,8.0,0.0,6.0,linear
44,78031,1048,0.0330408,0.966379,0.999976,0.5,0.5,8.0,0.0,6.0,linear
45,77356,917,0.0292519,0.970426,0.999975,0.5,0.5,8.0,0.0,6.0,linear
46,77132,783,0.0258739,0.973914,1.0,0.5,0.5,8.0,0.0,6.0,linear
47,76247,677,0.02257,0.977348,1.0,0.5,0.5,8.0,0.0,6.0,linear
48,75496,591,0.0207752,0.979199,1.0,0.5,0.5,8.0,0.0,6.0,linear
49,75557,531,0.0183345,0.981653,1.0,0.5,0.5,8.0,0.0,6.0,linear
50,74884,455,0.0165024,0.983491,1.0,0.5,0.5,8.0,0.0,6.0,linear
51,74580,411,0.0141719,0.985828,1.0,0.5,0.5,8.0,0.0,6.0,linear
52,74288,342,0.0124995,0.9875,1.0,0.5,0.5,8.0,0.0,6.0,linear
53,74009,287,0.0106766,0.989323,1.0,0.5,0.5,8.0,0.0,6.0,linear
54,73779,251,0.00912167,0.990878,1.0,0.5,0.5,8.0,0.0,6.0,linear
55,73446,210,0.00801905,0.991981,1.0,0.5,0.5,8.0,0.0,6.0,linear
56,73397,182,0.00707671,0.992923,1.0,0.5,0.5,8.0,0.0,6.0,linear
57,73192,154,0.00611028,0.99389,1.0,0.5,0.5,8.0,0.0,6.0,linear
58,72821,135,0.00507908,0.994921,1.0,0.5,0.5,8.0,0.0,6.0,linear
59,72907,118,0.00477312,0.995227,1.0,0.5,0.5,8.0,0.0,6.0,linear
60,72752,111,0.00395897,0.996041,1.0,0.5,0.5,8.0,0.0,6.0,linear
61,72629,95,0.00373497,0.996265,1.0,0.5,0.5,8.0,0.0,6.0,linear
62,72560,98,0.00312316,0.996877,1.0,0.5,0.5,8.0,0.0,6.0,linear
63,72867,80,0.00304136,0.996959,1.0,0.5,0.5,8.0,0.0,6.0,linear
64,72585,56,0.00244455,0.997555,1.0,0.5,0.5,8.0,0.0,6.0,linear
65,72505,51,0.00209665,0.997903,1.0,0.5,0.5,8.0,0.0,6.0,linear
66,72508,48,0.00180262,0.998197,1.0,0.5,0.5,8.0,0.0,6.0,linear
67,72371,45,0.00153774,0.998462,1.0,0.5,0.5,8.0,0.0,6.0,linear
68,72455,36,0.00127454,0.998725,1.0,0.5,0.5,8.0,0.0,6.0,linear
69,72430,34,0.00121931,0.998781,1.0,0.5,0.5,8.0,0.0,6.0,linear
70,72163,29,0.00101025,0.99899,1.0,0.5,0.5,8.0,0.0,6.0,linear
71,72104,29,0.0010729,0.998927,1.0,0.5,0.5,8.0,0.0,6.0,linear
72,72390,27,0.000772915,0.999227,1.0,0.5,0.5,8.0,0.0,6.0,linear
73,72437,20,0.000710022,0.99929,1.0,0.5,0.5,8.0,0.0,6.0,linear
74,72373,15,0.000717647,0.999282,1.0,0.5,0.5,8.0,0.0,6.0,linear
75,72159,19,0.000719873,0.99928,1.0,0.5,0.5,8.0,0.0,6.0,linear
76,72280,12,0.000559887,0.99944,1.0,0.5,0.5,8.0,0.0,6.0,linear
77,72201,7,0.000518952,0.999481,1.0,0.5,0.5,8.0,0.0,6.0,linear
78,72234,12,0.000401379,0.999599,1.0,0.5,0.5,8.0,0.0,6.0,linear
79,71978,10,0.000354058,0.999646,1.0,0.5,0.5,8.0,0.0,6.0,linear
80,71952,10,0.000409631,0.99959,1.0,0.5,0.5,8.0,0.0,6.0,linear
81,72059,9,0.000353715,0.999646,1.0,0.5,0.5,8.0,0.0,6.0,linear
82,72115,7,0.000325661,0.999674,1.0,0.5,0.5,8.0,0.0,6.0,linear
83,72227,5,0.000256084,0.999744,1.0,0.5,0.5,8.0,0.0,6.0,linear
84,72423,2,0.000172542,0.999827,1.0,0.5,0.5,8.0,0.0,6.0,linear
85,72302,1,9.68027e-05,0.999903,1.0,0.5,0.5,8.0,0.0,6.0,linear
86,72111,2,8.31981e-05,0.999917,1.0,0.5,0.5,8.0,0.0,6.0,linear
87,71987,2,7.63942e-05,0.999924,1.0,0.5,0.5,8.0,0.0,6.0,linear
88,71934,1,8.33982e-05,0.999917,1.0,0.5,0.5,8.0,0.0,6.0,linear
89,72231,0,4.15334e-05,0.999958,1.0,0.5,0.5,8.0,0.0,6.0,linear

