generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78181,49171,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
2,78103,49022,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
3,79821,49950,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
4,80567,50789,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
5,79949,50735,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
6,78058,50008,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
7,76489,49183,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
8,77829,49517,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
9,78801,49832,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
10,79764,50089,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
11,79959,49980,0.0,0.0111054,0.0111054,0.5,0.5,0.2,0.0,6.0,linear
12,81094,50482,0.0,0.0183221,0.0199534,0.5,0.5,0.2,0.0,6.0,linear
13,79560,49589,0.0,0.0221061,0.0269447,0.5,0.5,0.2,0.0,6.0,linear
14,79498,49251,0.0,0.0249853,0.0334733,0.5,0.5,0.2,0.0,6.0,linear
15,79586,49117,0.0,0.0286567,0.0410441,0.5,0.5,0.2,0.0,6.0,linear
16,80314,49049,0.0,0.032426,0.0487155,0.5,0.5,0.2,0.0,6.0,linear
17,81210,49140,0.0,0.0361198,0.0559576,0.5,0.5,0.2,0.0,6.0,linear
18,80990,48987,0.0,0.0397023,0.0630873,0.5,0.5,0.2,0.0,6.0,linear
19,81545,49207,0.0,0.0425509,0.0688324,0.5,0.5,0.2,0.0,6.0,linear
20,81012,49023,0.0,0.0453591,0.0745691,0.5,0.5,0.2,0.0,6.0,linear
21,80714,48637,0.0,0.0473383,0.0790091,0.5,0.5,0.2,0.0,6.0,linear
22,80960,48615,0.0,0.0506662,0.0852562,0.5,0.5,0.2,0.0,6.0,linear
23,82099,48825,0.0,0.0536489,0.0909801,0.5,0.5,0.2,0.0,6.0,linear
24,82553,48977,0.0,0.055696,0.094964,0.5,0.5,0.2,0.0,6.0,linear
25,82490,48903,0.0,0.0574531,0.0986944,0.5,0.5,0.2,0.0,6.0,linear
26,81744,48353,0.0,0.0588779,0.101397,0.5,0.5,0.2,0.0,6.0,linear
27,81351,48023,0.0,0.0609303,0.105401,0.5,0.5,0.2,0.0,6.0,linear
28,81873,47950,0.0,0.0636433,0.11091,0.5,0.5,0.2,0.0,6.0,linear
29,83205,48417,0.0,0.0647733,0.113149,0.5,0.5,0.2,0.0,6.0,linear
30,83796,48600,0.0,0.0664436,0.116289,0.5,0.5,0.2,0.0,6.0,linear
31,82969,48200,0.0,0.0686416,0.120705,0.5,0.5,0.2,0.0,6.0,linear
32,82975,48295,0.0,0.0698793,0.123346,0.5,0.5,0.2,0.0,6.0,linear
33,84464,49078,0.0,0.0711788,0.125965,0.5,0.5,0.2,0.0,6.0,linear
34,83799,48713,0.0,0.0730225,0.129212,0.5,0.5,0.2,0.0,6.0,linear
35,82454,47929,0.0,0.0746581,0.13225,0.5,0.5,0.2,0.0,6.0,linear
36,81602,47559,0.0,0.0760272,0.134917,0.5,0.5,0.2,0.0,6.0,linear
37,82613,47757,0.0,0.0777585,0.139092,0.5,0.5,0.2,0.0,6.0,linear
38,83760,47996,0.0,0.0788728,0.141171,0.5,0.5,0.2,0.0,6.0,linear
39,83819,47858,0.0,0.0801287,0.143097,0.5,0.5,0.2,0.0,6.0,linear
40,84031,47930,0.0,0.0817444,0.145808,0.5,0.5,0.2,0.0,6.0,linear
41,83195,47527,0.0,0.0833177,0.149902,0.5,0.5,0.2,0.0,6.0,linear
42,83555,47671,0.0,0.084654,0.152789,0.5,0.5,0.2,0.0,6.0,linear
43,83347,47360,0.0,0.0857928,0.154692,0.5,0.5,0.2,0.0,6.0,linear
44,82819,46951,0.0,0.0878244,0.158768,0.5,0.5,0.2,0.0,6.0,linear
45,83475,47073,0.0,0.0883801,0.160082,0.5,0.5,0.2,0.0,6.0,linear
46,84217,47387,0.0,0.0887037,0.160727,0.5,0.5,0.2,0.0,6.0,linear
47,84928,47587,0.0,0.0896664,0.162171,0.5,0.5,0.2,0.0,6.0,linear
48,84243,47401,0.0,0.0893145,0.161811,0.5,0.5,0.2,0.0,6.0,linear
49,83990,47327,0.0,0.0894668,0.161749,0.5,0.5,0.2,0.0,6.0,linear
50,83988,47526,0.0,0.0892333,0.161563,0.5,0.5,0.2,0.0,6.0,linear
51,84071,47605,0.0,0.0905587,0.163857,0.5,0.5,0.2,0.0,6.0,linear
52,83905,47315,0.0,0.0910832,0.164736,0.5,0.5,0.2,0.0,6.0,linear
53,84108,47371,0.0,0.0921919,0.166588,0.5,0.5,0.2,0.0,6.0,linear
54,84302,47525,0.0,0.0932786,0.168894,0.5,0.5,0.2,0.0,6.0,linear
55,84326,47530,0.0,0.0930967,0.168321,0.5,0.5,0.2,0.0,6.0,linear
56,84625,47718,0.0,0.0934572,0.169366,0.5,0.5,0.2,0.0,6.0,linear
57,83721,47160,0.0,0.0943791,0.171452,0.5,0.5,0.2,0.0,6.0,linear
58,83854,47046,0.0,0.0952642,0.172404,0.5,0.5,0.2,0.0,6.0,linear
59,84029,47083,0.0,0.0954793,0.173196,0.5,0.5,0.2,0.0,6.0,linear
60,84921,47593,0.0,0.0951293,0.172657,0.5,0.5,0.2,0.0,6.0,linear
61,85405,47606,0.0,0.0948244,0.172397,0.5,0.5,0.2,0.0,6.0,linear
62,84874,47387,0.0,0.0957868,0.174346,0.5,0.5,0.2,0.0,6.0,linear
63,84740,47357,0.0,0.095823,0.174084,0.5,0.5,0.2,0.0,6.0,linear
64,83835,47062,0.0,0.097401,0.177107,0.5,0.5,0.2,0.0,6.0,linear
