generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78027,49225,0.0,0.0,0.0,0.5,0.5,6.5,0.0,6.0,linear
2,78160,49228,0.0,0.0,0.0,0.5,0.5,6.5,0.0,6.0,linear
3,79725,50229,0.0,0.0,0.0,0.5,0.5,6.5,0.0,6.0,linear
4,80018,50660,0.0,0.0,0.0,0.5,0.5,6.5,0.0,6.0,linear
5,78866,50059,0.0,0.0,0.0,0.5,0.5,6.5,0.0,6.0,linear
6,76898,49184,0.0,0.0,0.0,0.5,0.5,6.5,0.0,6.0,linear
7,78028,49821,0.0,0.0,0.0,0.5,0.5,6.5,0.0,6.0,linear
8,78916,50043,0.0,0.0,0.0,0.5,0.5,6.5,0.0,6.0,linear
9,78329,49774,0.0,0.0,0.0,0.5,0.5,6.5,0.0,6.0,linear
10,78668,49892,0.0,0.0,0.0,0.5,0.5,6.5,0.0,6.0,linear
11,118683,50542,0.0,0.265481,0.265481,0.5,0.5,6.5,0.0,6.0,linear
12,137655,50416,0.0,0.369999,0.385544,0.5,0.5,6.5,0.0,6.0,linear
13,134531,47530,0.0,0.401719,0.441522,0.5,0.5,6.5,0.0,6.0,linear
14,129605,43065,0.000339545,0.430846,0.5032,0.5,0.5,6.5,0.0,6.0,linear
15,129088,39569,0.00159158,0.459469,0.565518,0.5,0.5,6.5,0.0,6.0,linear
16,130075,36341,0.00415944,0.489206,0.625173,0.5,0.5,6.5,0.0,6.0,linear
17,129681,32694,0.00866746,0.51725,0.679569,0.5,0.5,6.5,0.0,6.0,linear
18,128542,29329,0.015373,0.543626,0.724159,0.5,0.5,6.5,0.0,6.0,linear
19,127485,26632,0.0239891,0.566351,0.758875,0.5,0.5,6.5,0.0,6.0,linear
20,126038,24439,0.0343036,0.58699,0.785865,0.5,0.5,6.5,0.0,6.0,linear
21,123969,22156,0.0455149,0.60726,0.809385,0.5,0.5,6.5,0.0,6.0,linear
22,121275,20248,0.0570901,0.626751,0.829584,0.5,0.5,6.5,0.0,6.0,linear
23,118412,18255,0.0677857,0.64807,0.849976,0.5,0.5,6.5,0.0,6.0,linear
24,114988,16288,0.077574,0.667527,0.867726,0.5,0.5,6.5,0.0,6.0,linear
25,111868,14574,0.0858715,0.686274,0.882633,0.5,0.5,6.5,0.0,6.0,linear
26,108820,13010,0.0931425,0.704822,0.895839,0.5,0.5,6.5,0.0,6.0,linear
27,105567,11472,0.0973865,0.722147,0.907526,0.5,0.5,6.5,0.0,6.0,linear
28,101666,10164,0.100168,0.740046,0.919007,0.5,0.5,6.5,0.0,6.0,linear
29,97726,8747,0.100923,0.758118,0.930379,0.5,0.5,6.5,0.0,6.0,linear
30,93796,7703,0.0997163,0.777644,0.940201,0.5,0.5,6.5,0.0,6.0,linear
31,89743,6553,0.0978201,0.793514,0.949088,0.5,0.5,6.5,0.0,6.0,linear
32,86705,5732,0.0951839,0.811704,0.956658,0.5,0.5,6.5,0.0,6.0,linear
33,83521,4785,0.0905083,0.830021,0.965648,0.5,0.5,6.5,0.0,6.0,linear
34,80424,3980,0.0847695,0.848539,0.972193,0.5,0.5,6.5,0.0,6.0,linear
35,77766,3326,0.0771077,0.868534,0.978429,0.5,0.5,6.5,0.0,6.0,linear
36,74958,2690,0.0694127,0.886499,0.98336,0.5,0.5,6.5,0.0,6.0,linear
37,72232,2220,0.062,0.903947,0.987214,0.5,0.5,6.5,0.0,6.0,linear
38,69690,1718,0.0549272,0.917954,0.990614,0.5,0.5,6.5,0.0,6.0,linear
39,68152,1366,0.0463893,0.933407,0.993535,0.5,0.5,6.5,0.0,6.0,linear
40,66203,1065,0.0391392,0.94617,0.995504,0.5,0.5,6.5,0.0,6.0,linear
41,64931,806,0.0327093,0.956824,0.997014,0.5,0.5,6.5,0.0,6.0,linear
42,63647,621,0.0258527,0.967178,0.998156,0.5,0.5,6.5,0.0,6.0,linear
43,62535,458,0.0210668,0.97401,0.999026,0.5,0.5,6.5,0.0,6.0,linear
44,61690,345,0.0164304,0.980576,0.999572,0.5,0.5,6.5,0.0,6.0,linear
45,60855,247,0.0123317,0.986086,0.99979,0.5,0.5,6.5,0.0,6.0,linear
46,60382,181,0.00957926,0.989629,0.999886,0.5,0.5,6.5,0.0,6.0,linear
47,59465,134,0.00747237,0.992095,0.9999,0.5,0.5,6.5,0.0,6.0,linear
48,59589,95,0.00585876,0.99385,0.999917,0.5,0.5,6.5,0.0,6.0,linear
49,59227,71,0.00427164,0.995552,0.99995,0.5,0.5,6.5,0.0,6.0,linear
50,58734,50,0.00293509,0.996989,1.0,0.5,0.5,6.5,0.0,6.0,linear
51,58614,41,0.00230438,0.997653,1.0,0.5,0.5,6.5,0.0,6.0,linear
52,58788,32,0.00167122,0.998312,1.0,0.5,0.5,6.5,0.0,6.0,linear
53,58709,20,0.00112239,0.998869,1.0,0.5,0.5,6.5,0.0,6.0,linear
54,58632,13,0.000919806,0.99908,1.0,0.5,0.5,6.5,0.0,6.0,linear
55,58892,8,0.000627885,0.999372,1.0,0.5,0.5,6.5,0.0,6.0,linear
56,58905,6,0.00041574,0.999584,1.0,0.5,0.5,6.5,0.0,6.0,linear
57,58971,3,0.00028816,0.999712,1.0,0.5,0.5,6.5,0.0,6.0,linear
58,58807,4,0.000212509,0.999787,1.0,0.5,0.5,6.5,0.0,6.0,linear
59,58660,3,0.000204468,0.999796,1.0,0.5,0.5,6.5,0.0,6.0,linear
60,58668,2,0.000119295,0.999881,1.0,0.5,0.5,6.5,0.0,6.0,linear
61,58485,1,0.000128194,0.999872,1.0,0.5,0.5,6.5,0.0,6.0,linear
62,58682,2,6.8164e-05,0.999932,1.0,0.5,0.5,6.5,0.0,6.0,linear
63,58824,1,8.49834e-05,0.999915,1.0,0.5,0.5,6.5,0.0,6.0,linear
64,58863,2,0.000110409,0.99989,1.0,0.5,0.5,6.5,0.0,6.0,linear
65,58609,3,0.000102365,0.999898,1.0,0.5,0.5,6.5,0.0,6.0,linear
66,58259,3,0.000128711,0.999871,1.0,0.5,0.5,6.5,0.0,6.0,linear
67,58337,2,0.000111408,0.999889,1.0,0.5,0.5,6.5,0.0,6.0,linear
68,58563,1,0.000110967,0.999889,1.0,0.5,0.5,6.5,0.0,6.0,linear
69,58784,1,0.000102053,0.999898,1.0,0.5,0.5,6.5,0.0,6.0,linear
70,58739,1,4.25612e-05,0.999957,1.0,0.5,0.5,6.5,0.0,6.0,linear
71,58760,0,8.50919e-06,0.999991,1.0,0.5,0.5,6.5,0.0,6.0,linear

