generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78968,49666,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
2,78772,49562,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
3,78612,49729,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
4,79324,50461,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
5,80298,50942,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
6,77332,49623,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
7,77736,49764,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
8,78355,49894,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
9,78506,49559,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
10,79064,49959,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
11,107093,50607,0.0,0.199288,0.199288,0.5,0.5,4.5,0.0,6.0,linear
12,120144,50481,0.0,0.289157,0.304416,0.5,0.5,4.5,0.0,6.0,linear
13,117388,48051,0.0,0.31899,0.357164,0.5,0.5,4.5,0.0,6.0,linear
14,113255,44603,0.000453978,0.348761,0.41953,0.5,0.5,4.5,0.0,6.0,linear
15,113377,42005,0.00206053,0.379768,0.484281,0.5,0.5,4.5,0.0,6.0,linear
16,114187,39347,0.00570495,0.411141,0.545288,0.5,0.5,4.5,0.0,6.0,linear
17,113851,36768,0.011323,0.438402,0.598478,0.5,0.5,4.5,0.0,6.0,linear
18,113827,34326,0.0201463,0.467034,0.646597,0.5,0.5,4.5,0.0,6.0,linear
19,113687,32450,0.0303375,0.490689,0.682973,0.5,0.5,4.5,0.0,6.0,linear
20,113200,30731,0.0420416,0.514051,0.715671,0.5,0.5,4.5,0.0,6.0,linear
21,111724,28681,0.0547985,0.535552,0.743385,0.5,0.5,4.5,0.0,6.0,linear
22,110355,26962,0.0682209,0.556299,0.768648,0.5,0.5,4.5,0.0,6.0,linear
23,108675,25255,0.0800886,0.574227,0.791282,0.5,0.5,4.5,0.0,6.0,linear
24,107198,23473,0.093123,0.592585,0.810995,0.5,0.5,4.5,0.0,6.0,linear
25,105517,21764,0.103681,0.609527,0.828246,0.5,0.5,4.5,0.0,6.0,linear
26,103330,20192,0.112962,0.625662,0.84582,0.5,0.5,4.5,0.0,6.0,linear
27,100541,18522,0.122128,0.642087,0.862433,0.5,0.5,4.5,0.0,6.0,linear
28,98119,17166,0.129586,0.656288,0.875244,0.5,0.5,4.5,0.0,6.0,linear
29,94922,15799,0.135592,0.672741,0.889078,0.5,0.5,4.5,0.0,6.0,linear
30,92434,14494,0.140838,0.686323,0.900476,0.5,0.5,4.5,0.0,6.0,linear
31,89730,13379,0.143599,0.701789,0.911039,0.5,0.5,4.5,0.0,6.0,linear
32,86866,12096,0.145674,0.715277,0.920532,0.5,0.5,4.5,0.0,6.0,linear
33,83894,11047,0.145834,0.730906,0.929982,0.5,0.5,4.5,0.0,6.0,linear
34,81043,9972,0.146143,0.742068,0.937696,0.5,0.5,4.5,0.0,6.0,linear
35,78172,9099,0.143738,0.754868,0.944009,0.5,0.5,4.5,0.0,6.0,linear
36,75148,8248,0.141602,0.769097,0.952018,0.5,0.5,4.5,0.0,6.0,linear
37,72731,7232,0.137671,0.782609,0.959471,0.5,0.5,4.5,0.0,6.0,linear
38,70191,6514,0.133603,0.795756,0.964494,0.5,0.5,4.5,0.0,6.0,linear
39,67758,5814,0.129855,0.808499,0.969463,0.5,0.5,4.5,0.0,6.0,linear
40,65191,5114,0.124424,0.821786,0.973856,0.5,0.5,4.5,0.0,6.0,linear
41,63074,4455,0.118573,0.834968,0.979222,0.5,0.5,4.5,0.0,6.0,linear
42,60642,3932,0.111906,0.849223,0.983761,0.5,0.5,4.5,0.0,6.0,linear
43,58066,3386,0.106343,0.861314,0.987755,0.5,0.5,4.5,0.0,6.0,linear
44,56099,2962,0.0996681,0.874519,0.99045,0.5,0.5,4.5,0.0,6.0,linear
45,54181,2571,0.0929053,0.887019,0.99266,0.5,0.5,4.5,0.0,6.0,linear
46,52618,2217,0.086376,0.897882,0.994264,0.5,0.5,4.5,0.0,6.0,linear
47,51269,1952,0.0795223,0.908483,0.995302,0.5,0.5,4.5,0.0,6.0,linear
48,50367,1661,0.071502,0.919323,0.996436,0.5,0.5,4.5,0.0,6.0,linear
49,48635,1456,0.0656732,0.927378,0.997228,0.5,0.5,4.5,0.0,6.0,linear
50,47582,1189,0.0581775,0.936197,0.998099,0.5,0.5,4.5,0.0,6.0,linear
51,46709,1041,0.0515,0.944245,0.998734,0.5,0.5,4.5,0.0,6.0,linear
52,45696,878,0.0454379,0.95134,0.999307,0.5,0.5,4.5,0.0,6.0,linear
53,44878,754,0.0407614,0.957154,0.99956,0.5,0.5,4.5,0.0,6.0,linear
54,44459,630,0.0361601,0.962479,0.999724,0.5,0.5,4.5,0.0,6.0,linear
55,43891,526,0.0315785,0.967584,0.999848,0.5,0.5,4.5,0.0,6.0,linear
56,43457,418,0.0273397,0.972118,0.999956,0.5,0.5,4.5,0.0,6.0,linear
57,42737,339,0.0237008,0.976062,1.0,0.5,0.5,4.5,0.0,6.0,linear
58,42419,310,0.01968,0.980182,1.0,0.5,0.5,4.5,0.0,6.0,linear
59,42277,258,0.0169423,0.982965,1.0,0.5,0.5,4.5,0.0,6.0,linear
60,41940,227,0.0140776,0.985887,1.0,0.5,0.5,4.5,0.0,6.0,linear
61,41674,179,0.0119913,0.987997,1.0,0.5,0.5,4.5,0.0,6.0,linear
62,41664,151,0.0107588,0.989229,1.0,0.5,0.5,4.5,0.0,6.0,linear
63,41443,134,0.00883923,0.991161,1.0,0.5,0.5,4.5,0.0,6.0,linear
64,41531,103,0.00781845,0.992182,1.0,0.5,0.5,4.5,0.0,6.0,linear
65,41122,89,0.00622872,0.993771,1.0,0.5,0.5,4.5,0.0,6.0,linear
