generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78707,49367,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
2,78339,49255,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
3,78579,49835,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
4,78711,50037,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
5,78811,50016,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
6,79071,50216,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
7,78305,50049,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
8,78201,50026,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
9,78094,49893,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
10,78407,49973,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
11,105319,49978,0.0,0.202348,0.202348,0.5,0.5,4.5,0.0,6.0,linear
12,118912,50209,0.0,0.290699,0.305855,0.5,0.5,4.5,0.0,6.0,linear
13,116880,47848,0.0,0.31831,0.358245,0.5,0.5,4.5,0.0,6.0,linear
14,113997,44480,0.00041236,0.348636,0.417219,0.5,0.5,4.5,0.0,6.0,linear
15,112175,41126,0.00186604,0.37927,0.482737,0.5,0.5,4.5,0.0,6.0,linear
16,112402,38199,0.00485764,0.408231,0.541411,0.5,0.5,4.5,0.0,6.0,linear
17,112672,35708,0.0102773,0.434439,0.594153,0.5,0.5,4.5,0.0,6.0,linear
18,112974,33117,0.0173899,0.459578,0.638786,0.5,0.5,4.5,0.0,6.0,linear
19,112572,30862,0.0276679,0.48226,0.674907,0.5,0.5,4.5,0.0,6.0,linear
20,112230,29003,0.0385595,0.502879,0.705606,0.5,0.5,4.5,0.0,6.0,linear
21,111312,27419,0.0507782,0.52159,0.729483,0.5,0.5,4.5,0.0,6.0,linear
22,109460,25548,0.0640629,0.539626,0.75187,0.5,0.5,4.5,0.0,6.0,linear
23,107912,24073,0.0773069,0.556256,0.771154,0.5,0.5,4.5,0.0,6.0,linear
24,105872,22463,0.0893202,0.572374,0.789569,0.5,0.5,4.5,0.0,6.0,linear
25,103723,20859,0.10144,0.587005,0.806014,0.5,0.5,4.5,0.0,6.0,linear
26,101774,19497,0.111759,0.600754,0.821516,0.5,0.5,4.5,0.0,6.0,linear
