generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,77932,49011,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
2,78035,48966,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
3,80093,50100,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
4,80211,50465,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
5,79984,50776,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
6,78883,50468,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
7,77551,49834,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
8,77191,49489,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
9,77738,49383,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
10,79175,50024,0.0,0.0,0.0,0.5,0.5,0.2,0.0,6.0,linear
11,80740,50666,0.0,0.0107085,0.0107085,0.5,0.5,0.2,0.0,6.0,linear
12,81495,50867,0.0,0.0185894,0.0200808,0.5,0.5,0.2,0.0,6.0,linear
13,79912,49876,0.0,0.0209573,0.0252047,0.5,0.5,0.2,0.0,6.0,linear
14,78307,48860,0.0,0.0247393,0.0328587,0.5,0.5,0.2,0.0,6.0,linear
15,78979,48926,0.0,0.029408,0.0421959,0.5,0.5,0.2,0.0,6.0,linear
16,81251,49450,0.0,0.0337153,0.0511797,0.5,0.5,0.2,0.0,6.0,linear
17,81683,49557,0.0,0.0380976,0.0597191,0.5,0.5,0.2,0.0,6.0,linear
18,80867,49222,0.0,0.042619,0.0687559,0.5,0.5,0.2,0.0,6.0,linear
19,81209,49459,0.0,0.0459836,0.0753411,0.5,0.5,0.2,0.0,6.0,linear
20,81355,49400,0.0,0.0499754,0.0834442,0.5,0.5,0.2,0.0,6.0,linear
21,81397,49114,0.0,0.0550946,0.092664,0.5,0.5,0.2,0.0,6.0,linear
22,79752,48028,0.0,0.0594382,0.101635,0.5,0.5,0.2,0.0,6.0,linear
23,81237,48482,0.0,0.062277,0.107051,0.5,0.5,0.2,0.0,6.0,linear
24,83277,49233,0.0,0.0662369,0.115304,0.5,0.5,0.2,0.0,6.0,linear
25,83421,49431,0.0,0.0694771,0.121685,0.5,0.5,0.2,0.0,6.0,linear
26,82977,49132,0.0,0.0734271,0.128555,0.5,0.5,0.2,0.0,6.0,linear
