generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78521,49334,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
2,78301,49284,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
3,79404,50129,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
4,80328,50761,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
5,79722,50647,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
6,78653,50314,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
7,77665,49876,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
8,77491,49671,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
9,78228,49718,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
10,78971,49933,0.0,0.0,0.0,0.5,0.5,0.45,0.0,6.0,linear
11,81229,49757,0.0,0.0250351,0.0250351,0.5,0.5,0.45,0.0,6.0,linear
12,82909,50099,0.0,0.0400607,0.043675,0.5,0.5,0.45,0.0,6.0,linear
13,83343,50194,0.0,0.0468123,0.0574779,0.5,0.5,0.45,0.0,6.0,linear
14,83179,50161,0.0,0.0561157,0.0752328,0.5,0.5,0.45,0.0,6.0,linear
15,80359,48351,0.0,0.066912,0.0963852,0.5,0.5,0.45,0.0,6.0,linear
16,79822,47521,0.0,0.0771839,0.117809,0.5,0.5,0.45,0.0,6.0,linear
17,83083,48488,0.0,0.0874431,0.138698,0.5,0.5,0.45,0.0,6.0,linear
18,84946,49029,0.0,0.0970497,0.157692,0.5,0.5,0.45,0.0,6.0,linear
19,85231,49025,0.0,0.109472,0.180297,0.5,0.5,0.45,0.0,6.0,linear
20,84998,49133,0.0,0.119898,0.199816,0.5,0.5,0.45,0.0,6.0,linear
21,85619,49132,0.0,0.130599,0.219772,0.5,0.5,0.45,0.0,6.0,linear
22,85842,48624,0.0,0.14197,0.241114,0.5,0.5,0.45,0.0,6.0,linear
23,85873,47770,0.0,0.15487,0.263771,0.5,0.5,0.45,0.0,6.0,linear
24,85723,47133,0.0,0.166793,0.285856,0.5,0.5,0.45,0.0,6.0,linear
25,87064,47376,0.0,0.177161,0.304564,0.5,0.5,0.45,0.0,6.0,linear
26,88058,47575,0.0,0.190005,0.326912,0.5,0.5,0.45,0.0,6.0,linear
27,88279,47355,0.0,0.200544,0.344835,0.5,0.5,0.45,0.0,6.0,linear
28,87914,46963,0.0,0.212608,0.365445,0.5,0.5,0.45,0.0,6.0,linear
29,88231,46784,0.0,0.225409,0.386928,0.5,0.5,0.45,0.0,6.0,linear
30,88301,46312,0.0,0.238357,0.408096,0.5,0.5,0.45,0.0,6.0,linear
31,87695,45389,0.0,0.252204,0.430463,0.5,0.5,0.45,0.0,6.0,linear
32,87824,44965,0.0,0.265569,0.451371,0.5,0.5,0.45,0.0,6.0,linear
33,87915,44229,0.0,0.280758,0.475044,0.5,0.5,0.45,0.0,6.0,linear
34,87965,43682,0.0,0.294758,0.497301,0.5,0.5,0.45,0.0,6.0,linear
35,87800,43037,0.0,0.308731,0.518431,0.5,0.5,0.45,0.0,6.0,linear
36,88106,42524,0.0,0.326526,0.545118,0.5,0.5,0.45,0.0,6.0,linear
37,86746,41359,0.0,0.342925,0.567899,0.5,0.5,0.45,0.0,6.0,linear
