generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78520,49298,0.0,0.0,0.0,0.5,0.5,0.65,0.0,6.0,linear
2,78165,49129,0.0,0.0,0.0,0.5,0.5,0.65,0.0,6.0,linear
3,80180,50518,0.0,0.0,0.0,0.5,0.5,0.65,0.0,6.0,linear
4,80783,51041,0.0,0.0,0.0,0.5,0.5,0.65,0.0,6.0,linear
5,79086,50556,0.0,0.0,0.0,0.5,0.5,0.65,0.0,6.0,linear
6,77155,49511,0.0,0.0,0.0,0.5,0.5,0.65,0.0,6.0,linear
7,76881,49162,0.0,0.0,0.0,0.5,0.5,0.65,0.0,6.0,linear
8,78948,49906,0.0,0.0,0.0,0.5,0.5,0.65,0.0,6.0,linear
9,79372,50146,0.0,0.0,0.0,0.5,0.5,0.65,0.0,6.0,linear
10,78236,49495,0.0,0.0,0.0,0.5,0.5,0.65,0.0,6.0,linear
11,82424,49572,0.0,0.0355106,0.0355106,0.5,0.5,0.65,0.0,6.0,linear
12,84711,49839,0.0,0.0572997,0.0622619,0.5,0.5,0.65,0.0,6.0,linear
13,85027,49627,0.0,0.0662278,0.0799316,0.5,0.5,0.65,0.0,6.0,linear
14,83461,48563,0.0,0.0767809,0.102,0.5,0.5,0.65,0.0,6.0,linear
15,83080,47948,0.0,0.0890307,0.12638,0.5,0.5,0.65,0.0,6.0,linear
16,84055,47666,0.0,0.100474,0.149968,0.5,0.5,0.65,0.0,6.0,linear
17,84920,47547,0.0,0.1108,0.170484,0.5,0.5,0.65,0.0,6.0,linear
18,85561,47266,0.0,0.122508,0.19307,0.5,0.5,0.65,0.0,6.0,linear
19,85338,46661,0.0,0.132575,0.213343,0.5,0.5,0.65,0.0,6.0,linear
20,86720,46658,0.0,0.143393,0.233308,0.5,0.5,0.65,0.0,6.0,linear
21,86939,46115,0.0,0.152868,0.251267,0.5,0.5,0.65,0.0,6.0,linear
22,87156,45652,0.0,0.162839,0.269584,0.5,0.5,0.65,0.0,6.0,linear
23,87570,45385,0.0,0.171341,0.286346,0.5,0.5,0.65,0.0,6.0,linear
24,87728,45055,0.0,0.18063,0.303504,0.5,0.5,0.65,0.0,6.0,linear
25,87752,44595,0.0,0.189673,0.319551,0.5,0.5,0.65,0.0,6.0,linear
26,87631,44284,0.0,0.198674,0.335546,0.5,0.5,0.65,0.0,6.0,linear
27,88005,43887,0.0,0.207395,0.350682,0.5,0.5,0.65,0.0,6.0,linear
28,88179,43495,0.0,0.215243,0.364415,0.5,0.5,0.65,0.0,6.0,linear
29,88436,43070,0.0,0.223811,0.380508,0.5,0.5,0.65,0.0,6.0,linear
30,88469,42580,0.0,0.233417,0.39672,0.5,0.5,0.65,0.0,6.0,linear
31,87962,41856,0.0,0.242875,0.412048,0.5,0.5,0.65,0.0,6.0,linear
32,87162,40970,0.0,0.251483,0.428074,0.5,0.5,0.65,0.0,6.0,linear
33,87583,40369,0.0,0.259955,0.441556,0.5,0.5,0.65,0.0,6.0,linear
34,87186,39699,0.0,0.268876,0.455752,0.5,0.5,0.65,0.0,6.0,linear
35,87213,39227,0.0,0.276841,0.468137,0.5,0.5,0.65,0.0,6.0,linear
36,86609,38592,0.0,0.285121,0.482345,0.5,0.5,0.65,0.0,6.0,linear
37,86167,37844,0.0,0.293692,0.495409,0.5,0.5,0.65,0.0,6.0,linear
38,85635,37234,0.0,0.302403,0.509597,0.5,0.5,0.65,0.0,6.0,linear
39,85409,36586,0.0,0.310931,0.522941,0.5,0.5,0.65,0.0,6.0,linear
40,84774,35757,0.0,0.319905,0.537846,0.5,0.5,0.65,0.0,6.0,linear
41,84283,34953,0.0,0.330596,0.552283,0.5,0.5,0.65,0.0,6.0,linear
42,83629,33944,0.0,0.342233,0.56942,0.5,0.5,0.65,0.0,6.0,linear
43,82736,33023,0.0,0.350905,0.583331,0.5,0.5,0.65,0.0,6.0,linear
44,81335,31956,0.0,0.36094,0.596334,0.5,0.5,0.65,0.0,6.0,linear
45,80397,31126,0.0,0.371983,0.611025,0.5,0.5,0.65,0.0,6.0,linear
46,79296,30299,0.0,0.382124,0.62508,0.5,0.5,0.65,0.0,6.0,linear
47,78046,29354,0.0,0.393284,0.641425,0.5,0.5,0.65,0.0,6.0,linear
48,77045,28305,0.0,0.406155,0.657271,0.5,0.5,0.65,0.0,6.0,linear
49,75011,26898,0.0,0.419379,0.672861,0.5,0.5,0.65,0.0,6.0,linear
50,73528,25808,0.0,0.429347,0.687291,0.5,0.5,0.65,0.0,6.0,linear
51,72128,24766,0.0,0.442796,0.703186,0.5,0.5,0.65,0.0,6.0,linear
52,70033,23391,0.0,0.457162,0.721001,0.5,0.5,0.65,0.0,6.0,linear
