generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,77686,48724,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
2,77948,48875,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
3,80676,50444,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
4,81375,50974,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
5,78325,49888,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
6,76125,49061,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
7,78767,50267,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
8,80252,50796,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
9,77482,49450,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
10,77234,49442,0.0,0.0,0.0,0.5,0.5,4.5,0.0,6.0,linear
11,105339,49962,0.0,0.200497,0.200497,0.5,0.5,4.5,0.0,6.0,linear
12,120631,50526,0.0,0.290318,0.305499,0.5,0.5,4.5,0.0,6.0,linear
13,117437,47903,0.0,0.317606,0.357343,0.5,0.5,4.5,0.0,6.0,linear
14,113365,44139,0.000281217,0.347474,0.416914,0.5,0.5,4.5,0.0,6.0,linear
15,111663,40779,0.00158599,0.37661,0.479022,0.5,0.5,4.5,0.0,6.0,linear
16,111896,37346,0.00417039,0.402343,0.533764,0.5,0.5,4.5,0.0,6.0,linear
17,111757,34109,0.00863681,0.42626,0.584749,0.5,0.5,4.5,0.0,6.0,linear
18,112023,31158,0.0151267,0.447502,0.624523,0.5,0.5,4.5,0.0,6.0,linear
19,111464,28949,0.023828,0.466427,0.657296,0.5,0.5,4.5,0.0,6.0,linear
20,110509,27070,0.0344898,0.482059,0.682712,0.5,0.5,4.5,0.0,6.0,linear
21,109229,25250,0.0469097,0.496895,0.704187,0.5,0.5,4.5,0.0,6.0,linear
22,107381,23600,0.0590484,0.511019,0.723213,0.5,0.5,4.5,0.0,6.0,linear
23,105351,21930,0.0710457,0.523676,0.739721,0.5,0.5,4.5,0.0,6.0,linear
24,103499,20383,0.0834523,0.536984,0.755654,0.5,0.5,4.5,0.0,6.0,linear
25,100736,18745,0.0940952,0.549916,0.769985,0.5,0.5,4.5,0.0,6.0,linear
26,98770,17497,0.104453,0.561836,0.7828,0.5,0.5,4.5,0.0,6.0,linear
27,96200,16497,0.113041,0.57233,0.793687,0.5,0.5,4.5,0.0,6.0,linear
28,93745,15358,0.121221,0.582696,0.8059,0.5,0.5,4.5,0.0,6.0,linear
29,91531,14253,0.126424,0.59636,0.817027,0.5,0.5,4.5,0.0,6.0,linear
30,88602,13094,0.130366,0.609402,0.828976,0.5,0.5,4.5,0.0,6.0,linear
31,85935,11957,0.133474,0.621586,0.840509,0.5,0.5,4.5,0.0,6.0,linear
32,83340,10829,0.135389,0.635652,0.851732,0.5,0.5,4.5,0.0,6.0,linear
33,80306,9817,0.135907,0.649391,0.861422,0.5,0.5,4.5,0.0,6.0,linear
34,76968,8887,0.135432,0.663444,0.870243,0.5,0.5,4.5,0.0,6.0,linear
35,74753,8025,0.132922,0.678439,0.880135,0.5,0.5,4.5,0.0,6.0,linear
36,72017,7128,0.129805,0.69267,0.888648,0.5,0.5,4.5,0.0,6.0,linear
37,69572,6412,0.125987,0.708127,0.897983,0.5,0.5,4.5,0.0,6.0,linear
38,67149,5673,0.120615,0.726146,0.908814,0.5,0.5,4.5,0.0,6.0,linear
39,64489,4964,0.114961,0.744997,0.918143,0.5,0.5,4.5,0.0,6.0,linear
40,61690,4268,0.108822,0.764397,0.928771,0.5,0.5,4.5,0.0,6.0,linear
41,59151,3591,0.102193,0.784089,0.93994,0.5,0.5,4.5,0.0,6.0,linear
42,56910,3011,0.0942341,0.804711,0.949354,0.5,0.5,4.5,0.0,6.0,linear
43,54976,2536,0.0869538,0.8254,0.957783,0.5,0.5,4.5,0.0,6.0,linear
44,52851,2063,0.0789124,0.84493,0.964857,0.5,0.5,4.5,0.0,6.0,linear
45,51151,1698,0.0706137,0.864762,0.970847,0.5,0.5,4.5,0.0,6.0,linear
46,49579,1348,0.0612719,0.885485,0.977084,0.5,0.5,4.5,0.0,6.0,linear
47,47860,1053,0.0508577,0.906871,0.982692,0.5,0.5,4.5,0.0,6.0,linear
48,46245,825,0.0424051,0.92391,0.987694,0.5,0.5,4.5,0.0,6.0,linear
49,45375,604,0.0345177,0.939853,0.991331,0.5,0.5,4.5,0.0,6.0,linear
50,44156,421,0.0274099,0.953891,0.994178,0.5,0.5,4.5,0.0,6.0,linear
51,43457,312,0.0206827,0.965551,0.996118,0.5,0.5,4.5,0.0,6.0,linear
52,42655,209,0.0148963,0.97604,0.997617,0.5,0.5,4.5,0.0,6.0,linear
53,42154,160,0.0106264,0.983016,0.998414,0.5,0.5,4.5,0.0,6.0,linear
54,41650,113,0.00821205,0.98728,0.998935,0.5,0.5,4.5,0.0,6.0,linear
55,41583,88,0.00590551,0.99104,0.999332,0.5,0.5,4.5,0.0,6.0,linear
56,41329,53,0.00443616,0.993484,0.999687,0.5,0.5,4.5,0.0,6.0,linear
57,41157,35,0.00273641,0.996368,0.999927,0.5,0.5,4.5,0.0,6.0,linear
58,40756,26,0.00207951,0.997321,0.999927,0.5,0.5,4.5,0.0,6.0,linear
59,40686,16,0.00154609,0.998184,1.0,0.5,0.5,4.5,0.0,6.0,linear
60,40528,9,0.00105961,0.998842,1.0,0.5,0.5,4.5,0.0,6.0,linear
61,40812,6,0.000771265,0.999168,1.0,0.5,0.5,4.5,0.0,6.0,linear
62,40501,2,0.000345594,0.999642,1.0,0.5,0.5,4.5,0.0,6.0,linear
63,40595,2,0.00018472,0.999815,1.0,0.5,0.5,4.5,0.0,6.0,linear
64,40464,1,7.4129e-05,0.999926,1.0,0.5,0.5,4.5,0.0,6.0,linear
65,40598,1,3.69476e-05,0.999963,1.0,0.5,0.5,4.5,0.0,6.0,linear
66,40553,1,1.23295e-05,0.999988,1.0,0.5,0.5,4.5,0.0,6.0,linear
67,40517,1,1.23405e-05,0.999988,1.0,0.5,0.5,4.5,0.0,6.0,linear
68,40512,0,0.0,1.0,1.0,0.5,0.5,4.5,0.0,6.0,linear

