generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78227,49141,0.0,0.0,0.0,0.5,0.5,10.0,0.0,6.0,linear
2,78057,49075,0.0,0.0,0.0,0.5,0.5,10.0,0.0,6.0,linear
3,79905,50092,0.0,0.0,0.0,0.5,0.5,10.0,0.0,6.0,linear
4,80606,50831,0.0,0.0,0.0,0.5,0.5,10.0,0.0,6.0,linear
5,79630,50617,0.0,0.0,0.0,0.5,0.5,10.0,0.0,6.0,linear
6,77568,49802,0.0,0.0,0.0,0.5,0.5,10.0,0.0,6.0,linear
7,77323,49535,0.0,0.0,0.0,0.5,0.5,10.0,0.0,6.0,linear
8,78944,50220,0.0,0.0,0.0,0.5,0.5,10.0,0.0,6.0,linear
9,78429,49860,0.0,0.0,0.0,0.5,0.5,10.0,0.0,6.0,linear
10,77678,49587,0.0,0.0,0.0,0.5,0.5,10.0,0.0,6.0,linear
11,138784,50053,0.0,0.357613,0.357613,0.5,0.5,10.0,0.0,6.0,linear
12,169928,50486,0.0,0.471448,0.486579,0.5,0.5,10.0,0.0,6.0,linear
13,166088,47361,0.0,0.504884,0.543685,0.5,0.5,10.0,0.0,6.0,linear
14,160903,42736,0.000453205,0.537885,0.611273,0.5,0.5,10.0,0.0,6.0,linear
15,160540,39370,0.00194387,0.568731,0.675143,0.5,0.5,10.0,0.0,6.0,linear
16,160989,35962,0.00495933,0.59905,0.734681,0.5,0.5,10.0,0.0,6.0,linear
17,160373,32351,0.0103369,0.629609,0.787061,0.5,0.5,10.0,0.0,6.0,linear
18,159706,29272,0.0178404,0.660017,0.829577,0.5,0.5,10.0,0.0,6.0,linear
19,159385,26771,0.0269286,0.688187,0.862313,0.5,0.5,10.0,0.0,6.0,linear
20,157430,24246,0.0372216,0.714649,0.888659,0.5,0.5,10.0,0.0,6.0,linear
21,154938,21757,0.0477075,0.739673,0.909754,0.5,0.5,10.0,0.0,6.0,linear
22,152136,19565,0.0576517,0.762574,0.926864,0.5,0.5,10.0,0.0,6.0,linear
23,148908,17376,0.0667334,0.783637,0.940505,0.5,0.5,10.0,0.0,6.0,linear
24,145678,15333,0.073592,0.802547,0.952369,0.5,0.5,10.0,0.0,6.0,linear
25,141978,13456,0.0789977,0.818924,0.962108,0.5,0.5,10.0,0.0,6.0,linear
26,137366,11769,0.0831662,0.834022,0.970222,0.5,0.5,10.0,0.0,6.0,linear
27,133608,10237,0.0857894,0.848204,0.976151,0.5,0.5,10.0,0.0,6.0,linear
28,129321,8858,0.086708,0.86045,0.981937,0.5,0.5,10.0,0.0,6.0,linear
29,126187,7737,0.0856849,0.873185,0.986228,0.5,0.5,10.0,0.0,6.0,linear
30,122839,6841,0.0832337,0.885169,0.989843,0.5,0.5,10.0,0.0,6.0,linear
31,119082,5882,0.0797223,0.896081,0.992514,0.5,0.5,10.0,0.0,6.0,linear
32,116013,5085,0.0761904,0.905501,0.994617,0.5,0.5,10.0,0.0,6.0,linear
33,113232,4436,0.0721705,0.914517,0.995962,0.5,0.5,10.0,0.0,6.0,linear
34,110402,3883,0.068027,0.922187,0.997064,0.5,0.5,10.0,0.0,6.0,linear
35,107950,3463,0.0638432,0.929123,0.997944,0.5,0.5,10.0,0.0,6.0,linear
36,105735,2968,0.0596503,0.935589,0.998697,0.5,0.5,10.0,0.0,6.0,linear
37,104544,2656,0.0556253,0.941084,0.999175,0.5,0.5,10.0,0.0,6.0,linear
38,102620,2394,0.05111,0.946829,0.999415,0.5,0.5,10.0,0.0,6.0,linear
39,101488,2096,0.0460159,0.952514,0.999511,0.5,0.5,10.0,0.0,6.0,linear
40,99798,1842,0.0418307,0.957173,0.999671,0.5,0.5,10.0,0.0,6.0,linear
41,98619,1647,0.0389274,0.960261,0.99979,0.5,0.5,10.0,0.0,6.0,linear
42,97732,1437,0.0352027,0.96425,0.999874,0.5,0.5,10.0,0.0,6.0,linear
43,97342,1288,0.0328697,0.96674,0.999902,0.5,0.5,10.0,0.0,6.0,linear
44,96592,1171,0.0292875,0.970399,0.999901,0.5,0.5,10.0,0.0,6.0,linear
45,95818,1052,0.0270293,0.97283,0.99995,0.5,0.5,10.0,0.0,6.0,linear
46,95357,946,0.0243265,0.975603,0.99998,0.5,0.5,10.0,0.0,6.0,linear
47,94869,833,0.021441,0.978528,0.99999,0.5,0.5,10.0,0.0,6.0,linear
48,94399,715,0.0197594,0.98023,1.0,0.5,0.5,10.0,0.0,6.0,linear
49,93867,622,0.017605,0.982395,1.0,0.5,0.5,10.0,0.0,6.0,linear
50,93407,574,0.0155862,0.984414,1.0,0.5,0.5,10.0,0.0,6.0,linear
51,93268,521,0.0141128,0.985887,1.0,0.5,0.5,10.0,0.0,6.0,linear
52,92740,461,0.0126017,0.987398,1.0,0.5,0.5,10.0,0.0,6.0,linear
