generation,size,female_size,rate_r2,rate_dr,rate_has_drive,drive_efficiency,germline_resistance,drop_ratio,embryo_resistance,low_density_growth_rate,density_growth_curve
1,78670,49410,0.0,0.0,0.0,0.5,0.5,0.4,0.0,6.0,linear
2,78566,49174,0.0,0.0,0.0,0.5,0.5,0.4,0.0,6.0,linear
3,79256,49780,0.0,0.0,0.0,0.5,0.5,0.4,0.0,6.0,linear
4,80309,50655,0.0,0.0,0.0,0.5,0.5,0.4,0.0,6.0,linear
5,79395,50574,0.0,0.0,0.0,0.5,0.5,0.4,0.0,6.0,linear
6,77300,49547,0.0,0.0,0.0,0.5,0.5,0.4,0.0,6.0,linear
7,76773,49153,0.0,0.0,0.0,0.5,0.5,0.4,0.0,6.0,linear
8,78891,50009,0.0,0.0,0.0,0.5,0.5,0.4,0.0,6.0,linear
9,79353,50374,0.0,0.0,0.0,0.5,0.5,0.4,0.0,6.0,linear
10,78252,49974,0.0,0.0,0.0,0.5,0.5,0.4,0.0,6.0,linear
11,80709,50031,0.0,0.0219869,0.0219869,0.5,0.5,0.4,0.0,6.0,linear
12,82353,50039,0.0,0.0355085,0.0388726,0.5,0.5,0.4,0.0,6.0,linear
13,82286,50183,0.0,0.0425934,0.0524841,0.5,0.5,0.4,0.0,6.0,linear
14,82603,50016,0.0,0.0509824,0.0687764,0.5,0.5,0.4,0.0,6.0,linear
15,81398,49379,0.0,0.0598211,0.0869415,0.5,0.5,0.4,0.0,6.0,linear
16,80906,48806,0.0,0.0706073,0.108166,0.5,0.5,0.4,0.0,6.0,linear
17,81893,48749,0.0,0.0823093,0.13058,0.5,0.5,0.4,0.0,6.0,linear
18,83317,48963,0.0,0.0939853,0.153635,0.5,0.5,0.4,0.0,6.0,linear
19,84688,49346,0.0,0.105194,0.175664,0.5,0.5,0.4,0.0,6.0,linear
20,85585,49726,0.0,0.115591,0.195806,0.5,0.5,0.4,0.0,6.0,linear
21,85562,49621,0.0,0.129214,0.220206,0.5,0.5,0.4,0.0,6.0,linear
22,86122,49765,0.0,0.14121,0.242322,0.5,0.5,0.4,0.0,6.0,linear
23,86197,49358,0.0,0.15399,0.265048,0.5,0.5,0.4,0.0,6.0,linear
24,85258,48317,0.0,0.167509,0.289629,0.5,0.5,0.4,0.0,6.0,linear
25,86401,48546,0.0,0.180203,0.312064,0.5,0.5,0.4,0.0,6.0,linear
26,87587,48894,0.0,0.193203,0.334404,0.5,0.5,0.4,0.0,6.0,linear
27,87826,48580,0.0,0.206588,0.357318,0.5,0.5,0.4,0.0,6.0,linear
28,88481,48557,0.0,0.222166,0.383491,0.5,0.5,0.4,0.0,6.0,linear
29,88643,48147,0.0,0.237616,0.408795,0.5,0.5,0.4,0.0,6.0,linear
