generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78013,49280,1,0.0,0.0,0.0,4.0,5.0,linear
2,78092,49347,1,0.0,0.0,0.0,4.0,5.0,linear
3,79421,50123,1,0.0,0.0,0.0,4.0,5.0,linear
4,79486,50353,1,0.0,0.0,0.0,4.0,5.0,linear
5,79076,50575,1,0.0,0.0,0.0,4.0,5.0,linear
6,77709,49838,1,0.0,0.0,0.0,4.0,5.0,linear
7,78391,50129,1,0.0,0.0,0.0,4.0,5.0,linear
8,78742,50071,1,0.0,0.0,0.0,4.0,5.0,linear
9,78437,49746,1,0.0,0.0,0.0,4.0,5.0,linear
10,77635,49411,1,0.0,0.0,0.0,4.0,5.0,linear
11,102347,49849,1,0.182213,0.182213,0.0,4.0,5.0,linear
12,115056,50259,1,0.264816,0.280386,0.0,4.0,5.0,linear
13,113517,48372,1,0.292974,0.330162,0.0,4.0,5.0,linear
14,108239,43939,1,0.323192,0.388982,0.0,4.0,5.0,linear
15,105871,39853,1,0.351365,0.447199,0.0,4.0,5.0,linear
16,105510,36550,1,0.374631,0.49618,0.0,4.0,5.0,linear
17,104616,33299,1,0.39471,0.538611,0.0,4.0,5.0,linear
18,103976,30519,1,0.409845,0.567471,0.0,4.0,5.0,linear
19,103339,28740,1,0.420833,0.587283,0.0,4.0,5.0,linear
20,102312,27355,1,0.42605,0.598609,0.0,4.0,5.0,linear
21,101667,26338,1,0.432654,0.608963,0.0,4.0,5.0,linear
22,100590,25586,1,0.436513,0.614126,0.0,4.0,5.0,linear
23,99618,24936,1,0.440598,0.618422,0.0,4.0,5.0,linear
24,98953,24378,1,0.443321,0.622211,0.0,4.0,5.0,linear
25,97959,23905,1,0.445277,0.625089,0.0,4.0,5.0,linear
26,97431,23650,1,0.44781,0.627843,0.0,4.0,5.0,linear
27,96924,23385,1,0.449821,0.631247,0.0,4.0,5.0,linear
28,96283,23156,1,0.451545,0.633862,0.0,4.0,5.0,linear
29,96467,22956,1,0.453041,0.634208,0.0,4.0,5.0,linear
30,96020,22782,1,0.453579,0.635139,0.0,4.0,5.0,linear
31,95838,22502,1,0.454735,0.637825,0.0,4.0,5.0,linear
32,95432,22238,1,0.45602,0.638442,0.0,4.0,5.0,linear
33,95335,22211,1,0.456946,0.641567,0.0,4.0,5.0,linear
34,95393,22230,1,0.458467,0.642566,0.0,4.0,5.0,linear
35,94725,22045,1,0.458898,0.643388,0.0,4.0,5.0,linear
36,94304,21870,1,0.458942,0.642628,0.0,4.0,5.0,linear
37,94268,21822,1,0.460322,0.643858,0.0,4.0,5.0,linear
38,93962,21599,1,0.460571,0.644303,0.0,4.0,5.0,linear
39,94056,21657,1,0.46193,0.646321,0.0,4.0,5.0,linear
40,93876,21557,1,0.461971,0.64682,0.0,4.0,5.0,linear
