rate_wt,rate_drive,rate_complete_r1,rate_partial_r1,rate_complete_r2,rate_partial_r2,rate_has_drive,generation,size,male_size,female_size,ddm,dwm,drm,wwm,wrm,rrm,ddf,dwf,drf,wwf,wrf,rrf,drive_efficiency,drop_ratio,low_density_growth_rate
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,199949,99972,99977,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,105281,52714,52567,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100297,50117,50180,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,100446,50170,50276,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,100380,50037,50343,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,99588,49729,49859,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,99865,50045,49820,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,99924,50113,49811,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,99814,50042,49772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,99965,50106,49859,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.751708,0.248292,0.0,0.0,0.0,0.0,0.248292,10,132908,82981,49927,0.397681,0.0,0.0,0.602319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.654981,0.345019,0.0,0.0,0.0,0.0,0.345019,11,95647,64280,31367,0.513379,0.0,0.0,0.486621,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.595176,0.404824,0.0,0.0,0.0,0.0,0.404824,12,81517,57310,24207,0.575816,0.0,0.0,0.424184,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.555016,0.444984,0.0,0.0,0.0,0.0,0.444984,13,74160,53512,20648,0.616684,0.0,0.0,0.383316,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.524331,0.475669,0.0,0.0,0.0,0.0,0.475669,14,69376,51153,18223,0.645123,0.0,0.0,0.354877,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.49237,0.50763,0.0,0.0,0.0,0.0,0.50763,15,65008,49017,15991,0.673236,0.0,0.0,0.326764,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.468239,0.531761,0.0,0.0,0.0,0.0,0.531761,16,62058,47549,14509,0.694021,0.0,0.0,0.305979,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.445881,0.554119,0.0,0.0,0.0,0.0,0.554119,17,59554,46405,13149,0.71113,0.0,0.0,0.28887,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.425427,0.574573,0.0,0.0,0.0,0.0,0.574573,18,57434,45123,12311,0.731334,0.0,0.0,0.268666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.404526,0.595474,0.0,0.0,0.0,0.0,0.595474,19,55418,44160,11258,0.747283,0.0,0.0,0.252717,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.377887,0.622113,0.0,0.0,0.0,0.0,0.622113,20,53045,43116,9929,0.765377,0.0,0.0,0.234623,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.361183,0.638817,0.0,0.0,0.0,0.0,0.638817,21,51658,42235,9423,0.781342,0.0,0.0,0.218658,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.33611,0.66389,0.0,0.0,0.0,0.0,0.66389,22,49707,41360,8347,0.797872,0.0,0.0,0.202128,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.309407,0.690593,0.0,0.0,0.0,0.0,0.690593,23,47785,40423,7362,0.816367,0.0,0.0,0.183633,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.276109,0.723891,0.0,0.0,0.0,0.0,0.723891,24,45587,39308,6279,0.839524,0.0,0.0,0.160476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.239789,0.760211,0.0,0.0,0.0,0.0,0.760211,25,43409,38172,5237,0.864508,0.0,0.0,0.135492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.194768,0.805232,0.0,0.0,0.0,0.0,0.805232,26,40982,36976,4006,0.892471,0.0,0.0,0.107529,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.14388,0.85612,0.0,0.0,0.0,0.0,0.85612,27,38546,35815,2731,0.921402,0.0,0.0,0.0785984,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.0910093,0.908991,0.0,0.0,0.0,0.0,0.908991,28,36304,34629,1675,0.952959,0.0,0.0,0.0470415,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.0371991,0.962801,0.0,0.0,0.0,0.0,0.962801,29,34275,33625,650,0.981413,0.0,0.0,0.0185874,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.00626355,0.993736,0.0,0.0,0.0,0.0,0.993736,30,33208,33103,105,0.996888,0.0,0.0,0.0031115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.000454339,0.999546,0.0,0.0,0.0,0.0,0.999546,31,33015,33011,4,0.999667,0.0,0.0,0.000333222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,10.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,32,33000,33000,0,1.0,0.0,0.0,0.0,0.0,0.0,NAN,NAN,NAN,NAN,NAN,NAN,0.0,0.33,10.0

