rate_wt,rate_drive,rate_complete_r1,rate_partial_r1,rate_complete_r2,rate_partial_r2,rate_has_drive,generation,size,male_size,female_size,ddm,dwm,drm,wwm,wrm,rrm,ddf,dwf,drf,wwf,wrf,rrf,drive_efficiency,drop_ratio,low_density_growth_rate
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,200171,99991,100180,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,105320,53172,52148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100179,49964,50215,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,99825,50023,49802,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,99650,49744,49906,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,99484,49555,49929,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,100287,50009,50278,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,99843,50021,49822,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,99958,50115,49843,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,100115,49852,50263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.32,10.0
