rate_wt,rate_drive,rate_complete_r1,rate_partial_r1,rate_complete_r2,rate_partial_r2,rate_has_drive,generation,size,male_size,female_size,ddm,dwm,drm,wwm,wrm,rrm,ddf,dwf,drf,wwf,wrf,rrf,drive_efficiency,drop_ratio,low_density_growth_rate
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,199774,99776,99998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,109482,54770,54712,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,101637,51093,50544,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,99960,50004,49956,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,99941,49854,50087,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,100582,50143,50439,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,100119,50271,49848,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,100130,50162,49968,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,100109,50098,50011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,100272,50181,50091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.833257,0.166743,0.0,0.0,0.0,0.0,0.166743,10,119945,70163,49782,0.285051,0.0,0.0,0.714949,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.786944,0.213056,0.0,0.0,0.0,0.0,0.213056,11,93872,56652,37220,0.353033,0.0,0.0,0.646967,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.761647,0.238353,0.0,0.0,0.0,0.0,0.238353,12,83909,51825,32084,0.385914,0.0,0.0,0.614086,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.74359,0.25641,0.0,0.0,0.0,0.0,0.25641,13,78000,49072,28928,0.407564,0.0,0.0,0.592436,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.733209,0.266791,0.0,0.0,0.0,0.0,0.266791,14,74965,47532,27433,0.420769,0.0,0.0,0.579231,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.726192,0.273808,0.0,0.0,0.0,0.0,0.273808,15,73044,46547,26497,0.429673,0.0,0.0,0.570327,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.720514,0.279486,0.0,0.0,0.0,0.0,0.279486,16,71560,45650,25910,0.438116,0.0,0.0,0.561884,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.716316,0.283684,0.0,0.0,0.0,0.0,0.283684,17,70501,45202,25299,0.442458,0.0,0.0,0.557542,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.717478,0.282522,0.0,0.0,0.0,0.0,0.282522,18,70791,45367,25424,0.440849,0.0,0.0,0.559151,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.717179,0.282821,0.0,0.0,0.0,0.0,0.282821,19,70716,45315,25401,0.441355,0.0,0.0,0.558645,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.716215,0.283785,0.0,0.0,0.0,0.0,0.283785,20,70476,45232,25244,0.442165,0.0,0.0,0.557835,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.714216,0.285784,0.0,0.0,0.0,0.0,0.285784,21,69983,44976,25007,0.444682,0.0,0.0,0.555318,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.713775,0.286225,0.0,0.0,0.0,0.0,0.286225,22,69875,45106,24769,0.4434,0.0,0.0,0.5566,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.713389,0.286611,0.0,0.0,0.0,0.0,0.286611,23,69781,44988,24793,0.444563,0.0,0.0,0.555437,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.711591,0.288409,0.0,0.0,0.0,0.0,0.288409,24,69346,44718,24628,0.447247,0.0,0.0,0.552753,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.711012,0.288988,0.0,0.0,0.0,0.0,0.288988,25,69207,44622,24585,0.448209,0.0,0.0,0.551791,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.713085,0.286915,0.0,0.0,0.0,0.0,0.286915,26,69707,44765,24942,0.446778,0.0,0.0,0.553222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.715359,0.284641,0.0,0.0,0.0,0.0,0.284641,27,70264,45156,25108,0.442909,0.0,0.0,0.557091,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.715019,0.284981,0.0,0.0,0.0,0.0,0.284981,28,70180,45116,25064,0.443302,0.0,0.0,0.556698,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.71382,0.28618,0.0,0.0,0.0,0.0,0.28618,29,69886,45175,24711,0.442723,0.0,0.0,0.557277,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.713725,0.286275,0.0,0.0,0.0,0.0,0.286275,30,69863,44809,25054,0.446339,0.0,0.0,0.553661,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.713799,0.286201,0.0,0.0,0.0,0.0,0.286201,31,69881,44789,25092,0.446538,0.0,0.0,0.553462,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.712652,0.287348,0.0,0.0,0.0,0.0,0.287348,32,69602,44754,24848,0.446887,0.0,0.0,0.553113,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.712222,0.287778,0.0,0.0,0.0,0.0,0.287778,33,69498,44749,24749,0.446937,0.0,0.0,0.553063,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
0.712623,0.287377,0.0,0.0,0.0,0.0,0.287377,34,69595,44532,25063,0.449115,0.0,0.0,0.550885,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,6.0
