rate_wt,rate_drive,rate_complete_r1,rate_partial_r1,rate_complete_r2,rate_partial_r2,rate_has_drive,generation,size,male_size,female_size,ddm,dwm,drm,wwm,wrm,rrm,ddf,dwf,drf,wwf,wrf,rrf,drive_efficiency,drop_ratio,low_density_growth_rate
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,200342,100045,100297,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,105541,52751,52790,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100066,50210,49856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,99783,49698,50085,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,100228,50432,49796,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,99777,49871,49906,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,99965,50181,49784,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,100395,50425,49970,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,99983,49759,50224,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,100032,50051,49981,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
0.785935,0.214065,0.0,0.0,0.0,0.0,0.214065,10,126130,76497,49633,0.352955,0.0,0.0,0.647045,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
0.711794,0.288206,0.0,0.0,0.0,0.0,0.288206,11,93683,60373,33310,0.44722,0.0,0.0,0.55278,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
0.672747,0.327253,0.0,0.0,0.0,0.0,0.327253,12,82505,54574,27931,0.494741,0.0,0.0,0.505259,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
0.647483,0.352517,0.0,0.0,0.0,0.0,0.352517,13,76592,51865,24727,0.520582,0.0,0.0,0.479418,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
0.630005,0.369995,0.0,0.0,0.0,0.0,0.369995,14,72974,49924,23050,0.540822,0.0,0.0,0.459178,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
0.616945,0.383055,0.0,0.0,0.0,0.0,0.383055,15,70486,48520,21966,0.556472,0.0,0.0,0.443528,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
0.608457,0.391543,0.0,0.0,0.0,0.0,0.391543,16,68958,47799,21159,0.564865,0.0,0.0,0.435135,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
0.600869,0.399131,0.0,0.0,0.0,0.0,0.399131,17,67647,47361,20286,0.570089,0.0,0.0,0.429911,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
0.595736,0.404264,0.0,0.0,0.0,0.0,0.404264,18,66788,46881,19907,0.575926,0.0,0.0,0.424074,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
0.588778,0.411222,0.0,0.0,0.0,0.0,0.411222,19,65658,46252,19406,0.583759,0.0,0.0,0.416241,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
0.586036,0.413964,0.0,0.0,0.0,0.0,0.413964,20,65223,46080,19143,0.585938,0.0,0.0,0.414062,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
0.582173,0.417827,0.0,0.0,0.0,0.0,0.417827,21,64620,45749,18871,0.590177,0.0,0.0,0.409823,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
0.582425,0.417575,0.0,0.0,0.0,0.0,0.417575,22,64659,45716,18943,0.590603,0.0,0.0,0.409397,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
0.575965,0.424035,0.0,0.0,0.0,0.0,0.424035,23,63674,45151,18523,0.597993,0.0,0.0,0.402007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
0.572081,0.427919,0.0,0.0,0.0,0.0,0.427919,24,63096,45128,17968,0.598298,0.0,0.0,0.401702,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.27,10.0
