rate_wt,rate_drive,rate_complete_r1,rate_partial_r1,rate_complete_r2,rate_partial_r2,rate_has_drive,generation,size,male_size,female_size,ddm,dwm,drm,wwm,wrm,rrm,ddf,dwf,drf,wwf,wrf,rrf,drive_efficiency,drop_ratio,low_density_growth_rate
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,199774,99785,99989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,105530,52920,52610,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100780,50476,50304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,100483,49892,50591,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,99989,50050,49939,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,100085,50181,49904,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,100222,49947,50275,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,100045,49904,50141,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,99910,49806,50104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,99803,49600,50203,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.746507,0.253493,0.0,0.0,0.0,0.0,0.253493,10,134126,83999,50127,0.404767,0.0,0.0,0.595233,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.644523,0.355477,0.0,0.0,0.0,0.0,0.355477,11,95646,64941,30705,0.523552,0.0,0.0,0.476448,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.583272,0.416728,0.0,0.0,0.0,0.0,0.416728,12,81588,57848,23740,0.587747,0.0,0.0,0.412253,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.535221,0.464779,0.0,0.0,0.0,0.0,0.464779,13,73153,53625,19528,0.634033,0.0,0.0,0.365967,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.498909,0.501091,0.0,0.0,0.0,0.0,0.501091,14,67852,50811,17041,0.669146,0.0,0.0,0.330854,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.465535,0.534465,0.0,0.0,0.0,0.0,0.534465,15,63615,48810,14805,0.696579,0.0,0.0,0.303421,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.437487,0.562513,0.0,0.0,0.0,0.0,0.562513,16,60443,47315,13128,0.718588,0.0,0.0,0.281412,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.410265,0.589735,0.0,0.0,0.0,0.0,0.589735,17,57653,45960,11693,0.739774,0.0,0.0,0.260226,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.386248,0.613752,0.0,0.0,0.0,0.0,0.613752,18,55397,44837,10560,0.758302,0.0,0.0,0.241698,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.358212,0.641788,0.0,0.0,0.0,0.0,0.641788,19,52977,43343,9634,0.78444,0.0,0.0,0.21556,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.321222,0.678778,0.0,0.0,0.0,0.0,0.678778,20,50090,42093,7997,0.807735,0.0,0.0,0.192265,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.293183,0.706817,0.0,0.0,0.0,0.0,0.706817,21,48103,41122,6981,0.826808,0.0,0.0,0.173192,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.26615,0.73385,0.0,0.0,0.0,0.0,0.73385,22,46331,40192,6139,0.845939,0.0,0.0,0.154061,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.22843,0.77157,0.0,0.0,0.0,0.0,0.77157,23,44066,39046,5020,0.870768,0.0,0.0,0.129232,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.186622,0.813378,0.0,0.0,0.0,0.0,0.813378,24,41801,37949,3852,0.895939,0.0,0.0,0.104061,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.141869,0.858131,0.0,0.0,0.0,0.0,0.858131,25,39621,36833,2788,0.923085,0.0,0.0,0.0769147,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.0767643,0.923236,0.0,0.0,0.0,0.0,0.923236,26,36827,35487,1340,0.958097,0.0,0.0,0.0419027,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.0251455,0.974854,0.0,0.0,0.0,0.0,0.974854,27,34877,34432,445,0.987454,0.0,0.0,0.0125465,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.00445069,0.995549,0.0,0.0,0.0,0.0,0.995549,28,34152,34075,77,0.997799,0.0,0.0,0.00220103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.34,10.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,29,34000,34000,0,1.0,0.0,0.0,0.0,0.0,0.0,NAN,NAN,NAN,NAN,NAN,NAN,0.0,0.34,10.0

