rate_wt,rate_drive,rate_complete_r1,rate_partial_r1,rate_complete_r2,rate_partial_r2,rate_has_drive,generation,size,male_size,female_size,ddm,dwm,drm,wwm,wrm,rrm,ddf,dwf,drf,wwf,wrf,rrf,drive_efficiency,drop_ratio,low_density_growth_rate
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,199155,99244,99911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,109195,54653,54542,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,100921,50647,50274,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,100083,49822,50261,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,100488,50094,50394,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,100006,50246,49760,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,99996,50367,49629,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,100348,50138,50210,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,99971,49939,50032,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,100475,50316,50159,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
0.766241,0.233759,0.0,0.0,0.0,0.0,0.233759,10,130476,80511,49965,0.37883,0.0,0.0,0.62117,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
0.678612,0.321388,0.0,0.0,0.0,0.0,0.321388,11,94901,62599,32302,0.487228,0.0,0.0,0.512772,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
0.6179,0.3821,0.0,0.0,0.0,0.0,0.3821,12,79822,55129,24693,0.553248,0.0,0.0,0.446752,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
0.56998,0.43002,0.0,0.0,0.0,0.0,0.43002,13,70927,50707,20220,0.601495,0.0,0.0,0.398505,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
0.527915,0.472085,0.0,0.0,0.0,0.0,0.472085,14,64607,47584,17023,0.640972,0.0,0.0,0.359028,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
0.487929,0.512071,0.0,0.0,0.0,0.0,0.512071,15,59562,45059,14503,0.67689,0.0,0.0,0.32311,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
0.445847,0.554153,0.0,0.0,0.0,0.0,0.554153,16,55039,42888,12151,0.711155,0.0,0.0,0.288845,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
0.396374,0.603626,0.0,0.0,0.0,0.0,0.603626,17,50528,40529,9999,0.752548,0.0,0.0,0.247452,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
0.342842,0.657158,0.0,0.0,0.0,0.0,0.657158,18,46412,38531,7881,0.79157,0.0,0.0,0.20843,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
0.280304,0.719696,0.0,0.0,0.0,0.0,0.719696,19,42379,36430,5949,0.837222,0.0,0.0,0.162778,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
0.217628,0.782372,0.0,0.0,0.0,0.0,0.782372,20,38984,34740,4244,0.87795,0.0,0.0,0.12205,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
0.147282,0.852718,0.0,0.0,0.0,0.0,0.852718,21,35768,33224,2544,0.918011,0.0,0.0,0.0819889,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
0.071396,0.928604,0.0,0.0,0.0,0.0,0.928604,22,32845,31692,1153,0.962388,0.0,0.0,0.037612,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
0.0177134,0.982287,0.0,0.0,0.0,0.0,0.982287,23,31050,30801,249,0.990228,0.0,0.0,0.00977241,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
0.00219191,0.997808,0.0,0.0,0.0,0.0,0.997808,24,30567,30528,39,0.999083,0.0,0.0,0.000917191,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.305,6.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,25,30500,30500,0,1.0,0.0,0.0,0.0,0.0,0.0,NAN,NAN,NAN,NAN,NAN,NAN,0.0,0.305,6.0

