generation,size,female_size,fertile_female_size,rate_dr,rate_has_drive,drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve
1,78083,49275,1,0.0,0.0,0.0,21.25,6.0,linear
2,78201,49427,1,0.0,0.0,0.0,21.25,6.0,linear
3,79582,50243,1,0.0,0.0,0.0,21.25,6.0,linear
4,80409,50680,1,0.0,0.0,0.0,21.25,6.0,linear
5,79174,50278,1,0.0,0.0,0.0,21.25,6.0,linear
6,78139,49784,1,0.0,0.0,0.0,21.25,6.0,linear
7,76873,49060,1,0.0,0.0,0.0,21.25,6.0,linear
8,78074,49466,1,0.0,0.0,0.0,21.25,6.0,linear
9,80259,50317,1,0.0,0.0,0.0,21.25,6.0,linear
10,79960,50401,1,0.0,0.0,0.0,21.25,6.0,linear
11,206702,50447,1,0.543638,0.543638,0.0,21.25,6.0,linear
12,269074,50021,1,0.608858,0.608858,0.0,21.25,6.0,linear
13,286359,58204,1,0.583028,0.583028,0.0,21.25,6.0,linear
14,296699,63978,1,0.568974,0.568974,0.0,21.25,6.0,linear
15,300747,67044,1,0.567286,0.567286,0.0,21.25,6.0,linear
16,299276,68462,1,0.573258,0.573258,0.0,21.25,6.0,linear
17,296063,67356,1,0.582768,0.582768,0.0,21.25,6.0,linear
18,291431,65038,1,0.589351,0.589351,0.0,21.25,6.0,linear
19,287612,62004,1,0.599561,0.599561,0.0,21.25,6.0,linear
20,284453,59344,1,0.610947,0.610947,0.0,21.25,6.0,linear
21,279917,56703,1,0.620596,0.620596,0.0,21.25,6.0,linear
22,276259,54597,1,0.63207,0.63207,0.0,21.25,6.0,linear
23,272185,51982,1,0.644776,0.644776,0.0,21.25,6.0,linear
24,267642,49317,1,0.65849,0.65849,0.0,21.25,6.0,linear
25,263902,46677,1,0.670797,0.670797,0.0,21.25,6.0,linear
26,259506,43962,1,0.684654,0.684654,0.0,21.25,6.0,linear
27,254850,41226,1,0.70078,0.70078,0.0,21.25,6.0,linear
28,250012,38343,1,0.717593,0.717593,0.0,21.25,6.0,linear
29,244820,35016,1,0.734838,0.734838,0.0,21.25,6.0,linear
30,240849,32405,1,0.752636,0.752636,0.0,21.25,6.0,linear
31,236228,29083,1,0.773207,0.773207,0.0,21.25,6.0,linear
32,231284,25941,1,0.79593,0.79593,0.0,21.25,6.0,linear
33,226067,22818,1,0.819299,0.819299,0.0,21.25,6.0,linear
34,220881,19621,1,0.843983,0.843983,0.0,21.25,6.0,linear
35,215545,16390,1,0.86752,0.86752,0.0,21.25,6.0,linear
36,210717,13391,1,0.891035,0.891035,0.0,21.25,6.0,linear
37,207100,10685,1,0.912191,0.912191,0.0,21.25,6.0,linear
38,203570,8324,1,0.932906,0.932906,0.0,21.25,6.0,linear
39,200627,6286,1,0.949814,0.949814,0.0,21.25,6.0,linear
40,198042,4621,1,0.964536,0.964536,0.0,21.25,6.0,linear
41,195253,3228,1,0.976261,0.976261,0.0,21.25,6.0,linear
42,194596,2155,1,0.984953,0.984953,0.0,21.25,6.0,linear
43,192981,1309,1,0.991117,0.991117,0.0,21.25,6.0,linear
44,192093,789,1,0.994687,0.994687,0.0,21.25,6.0,linear
45,192370,465,1,0.997022,0.997022,0.0,21.25,6.0,linear
46,192606,244,1,0.998479,0.998479,0.0,21.25,6.0,linear
47,192109,113,1,0.999329,0.999329,0.0,21.25,6.0,linear
48,192703,54,1,0.99972,0.99972,0.0,21.25,6.0,linear
49,191888,23,1,0.99988,0.99988,0.0,21.25,6.0,linear
50,192122,5,1,0.999974,0.999974,0.0,21.25,6.0,linear
51,191636,1,1,0.999995,0.999995,0.0,21.25,6.0,linear
52,191880,0,1,1.0,1.0,0.0,21.25,6.0,linear

