rate_wt,rate_drive,rate_complete_r1,rate_partial_r1,rate_complete_r2,rate_partial_r2,rate_has_drive,generation,size,male_size,female_size,ddm,dwm,drm,wwm,wrm,rrm,ddf,dwf,drf,wwf,wrf,rrf,drive_efficiency,drop_ratio,low_density_growth_rate
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,200407,100063,100344,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.165,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,109063,54472,54591,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.165,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,101104,50656,50448,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.165,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,100265,50134,50131,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.165,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,99998,50034,49964,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.165,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,100224,50292,49932,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.165,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,100015,50098,49917,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.165,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,100000,49934,50066,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.165,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,100240,50090,50150,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.165,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,100478,50046,50432,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.165,6.0
0.858362,0.141638,0.0,0.0,0.0,0.0,0.141638,10,116494,66514,49980,0.248068,0.0,0.0,0.751932,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05,0.165,6.0
0.759679,0.240321,0.0,0.0,0.0,0.0,0.338966,11,116463,66215,50248,0.249188,0.172755,0.0,0.578056,0.0,0.0,0.0,0.229621,0.0,0.770379,0.0,0.0,0.05,0.165,6.0
0.690628,0.309372,0.0,0.0,0.0,0.0,0.442582,12,93664,55191,38473,0.298962,0.226849,0.0,0.47419,0.0,0.0,0.0,0.323188,0.0,0.676812,0.0,0.0,0.05,0.165,6.0
0.636868,0.363132,0.0,0.0,0.0,0.0,0.522939,13,81151,48749,32402,0.338468,0.266446,0.0,0.395085,0.0,0.0,0.0,0.399605,0.0,0.600395,0.0,0.0,0.05,0.165,6.0
0.591575,0.408425,0.0,0.0,0.0,0.0,0.586885,14,71750,43997,27753,0.375026,0.288792,0.0,0.336182,0.0,0.0,0.0,0.464923,0.0,0.535077,0.0,0.0,0.05,0.165,6.0
0.551485,0.448515,0.0,0.0,0.0,0.0,0.637718,15,63630,39868,23762,0.413866,0.300416,0.0,0.285718,0.0,0.0,0.0,0.509258,0.0,0.490742,0.0,0.0,0.05,0.165,6.0
