rate_wt,rate_drive,rate_complete_r1,rate_partial_r1,rate_complete_r2,rate_partial_r2,rate_has_drive,generation,size,male_size,female_size,ddm,dwm,drm,wwm,wrm,rrm,ddf,dwf,drf,wwf,wrf,rrf,drive_efficiency,drop_ratio,low_density_growth_rate
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,200216,100090,100126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,109659,54880,54779,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,101383,50684,50699,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,100785,50479,50306,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,99769,50195,49574,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,99646,49837,49809,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,99965,50012,49953,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,99823,49916,49907,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,99807,49952,49855,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,100130,50347,49783,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.255,6.0
0.796199,0.203801,0.0,0.0,0.0,0.0,0.203801,10,125122,75334,49788,0.338493,0.0,0.0,0.661507,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.255,6.0
0.668788,0.331212,0.0,0.0,0.0,0.0,0.458419,11,124997,75344,49653,0.338448,0.211244,0.0,0.450308,0.0,0.0,0.0,0.31992,0.0,0.68008,0.0,0.0,0.85,0.255,6.0
0.539894,0.460106,0.0,0.0,0.0,0.0,0.647149,12,93385,59406,33979,0.42925,0.294718,0.0,0.276033,0.0,0.0,0.0,0.512846,0.0,0.487154,0.0,0.0,0.85,0.255,6.0
0.416755,0.583245,0.0,0.0,0.0,0.0,0.804494,13,70443,48039,22404,0.530819,0.323737,0.0,0.145444,0.0,0.0,0.0,0.697152,0.0,0.302848,0.0,0.0,0.85,0.255,6.0
0.291817,0.708183,0.0,0.0,0.0,0.0,0.913318,14,50691,38058,12633,0.67003,0.271612,0.0,0.0583583,0.0,0.0,0.0,0.82799,0.0,0.17201,0.0,0.0,0.85,0.255,6.0
0.16929,0.83071,0.0,0.0,0.0,0.0,0.974069,15,37099,31396,5703,0.812205,0.172156,0.0,0.0156389,0.0,0.0,0.0,0.917412,0.0,0.0825881,0.0,0.0,0.85,0.255,6.0
0.0631682,0.936832,0.0,0.0,0.0,0.0,0.997044,16,29089,27280,1809,0.934751,0.063563,0.0,0.00168622,0.0,0.0,0.0,0.977888,0.0,0.0221117,0.0,0.0,0.85,0.255,6.0
0.00751371,0.992486,0.0,0.0,0.0,0.0,0.999884,17,25886,25688,198,0.992681,0.00724073,0.0,7.78574e-05,0.0,0.0,0.0,0.994949,0.0,0.00505051,0.0,0.0,0.85,0.255,6.0
0.000235183,0.999765,0.0,0.0,0.0,0.0,1.0,18,25512,25507,5,0.999726,0.000274434,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.85,0.255,6.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,19,25500,25500,0,1.0,0.0,0.0,0.0,0.0,0.0,NAN,NAN,NAN,NAN,NAN,NAN,0.85,0.255,6.0

