rate_wt,rate_drive,rate_complete_r1,rate_partial_r1,rate_complete_r2,rate_partial_r2,rate_has_drive,generation,size,male_size,female_size,ddm,dwm,drm,wwm,wrm,rrm,ddf,dwf,drf,wwf,wrf,rrf,drive_efficiency,drop_ratio,low_density_growth_rate
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,199691,99700,99991,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.18,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,108978,54651,54327,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.18,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,101169,50612,50557,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.18,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,99853,49970,49883,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.18,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,99628,50162,49466,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.18,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,99778,49976,49802,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.18,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,99651,49803,49848,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.18,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,99317,49397,49920,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.18,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,100622,50367,50255,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.18,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,100495,50199,50296,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.18,6.0
0.848015,0.151985,0.0,0.0,0.0,0.0,0.151985,10,118433,68096,50337,0.264333,0.0,0.0,0.735667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7,0.18,6.0
0.743768,0.256232,0.0,0.0,0.0,0.0,0.360152,11,118178,67873,50305,0.265201,0.18016,0.0,0.554639,0.0,0.0,0.0,0.245184,0.0,0.754816,0.0,0.0,0.7,0.18,6.0
0.642445,0.357555,0.0,0.0,0.0,0.0,0.523043,12,93717,56016,37701,0.321337,0.27942,0.0,0.399243,0.0,0.0,0.0,0.407575,0.0,0.592425,0.0,0.0,0.7,0.18,6.0
0.545504,0.454496,0.0,0.0,0.0,0.0,0.666267,13,74158,45969,28189,0.391568,0.337815,0.0,0.270617,0.0,0.0,0.0,0.56334,0.0,0.43666,0.0,0.0,0.7,0.18,6.0
0.450041,0.549959,0.0,0.0,0.0,0.0,0.782608,14,56727,37307,19420,0.482483,0.353553,0.0,0.163964,0.0,0.0,0.0,0.679969,0.0,0.320031,0.0,0.0,0.7,0.18,6.0
0.351416,0.648584,0.0,0.0,0.0,0.0,0.884211,15,43588,30780,12808,0.584795,0.333203,0.0,0.0820013,0.0,0.0,0.0,0.803014,0.0,0.196986,0.0,0.0,0.7,0.18,6.0
0.23734,0.76266,0.0,0.0,0.0,0.0,0.950572,16,31318,24701,6617,0.728715,0.237318,0.0,0.0339662,0.0,0.0,0.0,0.892852,0.0,0.107148,0.0,0.0,0.7,0.18,6.0
0.118201,0.881799,0.0,0.0,0.0,0.0,0.987233,17,23185,20610,2575,0.873362,0.119165,0.0,0.0074721,0.0,0.0,0.0,0.944854,0.0,0.0551456,0.0,0.0,0.7,0.18,6.0
0.0366376,0.963362,0.0,0.0,0.0,0.0,0.997884,18,19379,18702,677,0.962464,0.0362528,0.0,0.00128329,0.0,0.0,0.0,0.974889,0.0,0.0251108,0.0,0.0,0.7,0.18,6.0
0.00579352,0.994206,0.0,0.0,0.0,0.0,0.999945,19,18210,18099,111,0.99453,0.00541466,0.0,5.52517e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.18,6.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,20,18000,18000,0,1.0,0.0,0.0,0.0,0.0,0.0,NAN,NAN,NAN,NAN,NAN,NAN,0.7,0.18,6.0

