rate_wt,rate_drive,rate_complete_r1,rate_partial_r1,rate_complete_r2,rate_partial_r2,rate_has_drive,generation,size,male_size,female_size,ddm,dwm,drm,wwm,wrm,rrm,ddf,dwf,drf,wwf,wrf,rrf,drive_efficiency,drop_ratio,low_density_growth_rate
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,200298,100054,100244,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.225,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,109135,54383,54752,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.225,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,101552,50789,50763,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.225,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,100519,50292,50227,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.225,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,99949,49998,49951,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.225,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,99744,49920,49824,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.225,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,100170,50174,49996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.225,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,99407,49773,49634,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.225,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,100037,50161,49876,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.225,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,100263,50171,50092,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.225,6.0
0.816316,0.183684,0.0,0.0,0.0,0.0,0.183684,10,122493,72261,50232,0.311371,0.0,0.0,0.688629,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.85,0.225,6.0
0.699171,0.300829,0.0,0.0,0.0,0.0,0.418322,11,122726,72433,50293,0.310632,0.198625,0.0,0.490743,0.0,0.0,0.0,0.287356,0.0,0.712644,0.0,0.0,0.85,0.225,6.0
0.578007,0.421993,0.0,0.0,0.0,0.0,0.605173,12,94216,58544,35672,0.384326,0.297366,0.0,0.318308,0.0,0.0,0.0,0.479592,0.0,0.520408,0.0,0.0,0.85,0.225,6.0
0.461447,0.538553,0.0,0.0,0.0,0.0,0.760749,13,71122,46914,24208,0.479601,0.33685,0.0,0.183549,0.0,0.0,0.0,0.652801,0.0,0.347199,0.0,0.0,0.85,0.225,6.0
0.342305,0.657695,0.0,0.0,0.0,0.0,0.88142,14,51847,37258,14589,0.603897,0.313302,0.0,0.082801,0.0,0.0,0.0,0.790047,0.0,0.209953,0.0,0.0,0.85,0.225,6.0
0.219011,0.780989,0.0,0.0,0.0,0.0,0.959342,15,37336,29953,7383,0.751177,0.223216,0.0,0.0256068,0.0,0.0,0.0,0.89828,0.0,0.10172,0.0,0.0,0.85,0.225,6.0
0.0972789,0.902721,0.0,0.0,0.0,0.0,0.993432,16,27709,25122,2587,0.895629,0.101067,0.0,0.00330388,0.0,0.0,0.0,0.961732,0.0,0.0382683,0.0,0.0,0.85,0.225,6.0
0.0206877,0.979312,0.0,0.0,0.0,0.0,0.999872,17,23468,22994,474,0.978516,0.0213969,0.0,8.69792e-05,0.0,0.0,0.0,0.99789,0.0,0.0021097,0.0,0.0,0.85,0.225,6.0
0.000288722,0.999711,0.0,0.0,0.0,0.0,1.0,18,22513,22507,6,0.999689,0.000311014,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.85,0.225,6.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,19,22500,22500,0,1.0,0.0,0.0,0.0,0.0,0.0,NAN,NAN,NAN,NAN,NAN,NAN,0.85,0.225,6.0

