rate_wt,rate_drive,rate_complete_r1,rate_partial_r1,rate_complete_r2,rate_partial_r2,rate_has_drive,generation,size,male_size,female_size,ddm,dwm,drm,wwm,wrm,rrm,ddf,dwf,drf,wwf,wrf,rrf,drive_efficiency,drop_ratio,low_density_growth_rate
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,200332,100186,100146,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,109164,54579,54585,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,101752,51024,50728,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,100367,50038,50329,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,99998,49941,50057,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,100116,50071,50045,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,6,100220,50124,50096,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,99916,50234,49682,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,8,100181,49829,50352,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.255,6.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,9,100588,50652,49936,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.255,6.0
0.795743,0.204257,0.0,0.0,0.0,0.0,0.204257,10,124843,75119,49724,0.339461,0.0,0.0,0.660539,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.255,6.0
0.670365,0.329635,0.0,0.0,0.0,0.0,0.455231,11,124976,75440,49536,0.338017,0.208603,0.0,0.45338,0.0,0.0,0.0,0.316053,0.0,0.683947,0.0,0.0,0.5,0.255,6.0
0.551591,0.448409,0.0,0.0,0.0,0.0,0.624696,12,93708,59633,34075,0.427616,0.279275,0.0,0.29311,0.0,0.0,0.0,0.480851,0.0,0.519149,0.0,0.0,0.5,0.255,6.0
0.442946,0.557054,0.0,0.0,0.0,0.0,0.767212,13,73509,49425,24084,0.515933,0.309863,0.0,0.174203,0.0,0.0,0.0,0.646986,0.0,0.353014,0.0,0.0,0.5,0.255,6.0
0.336631,0.663369,0.0,0.0,0.0,0.0,0.866416,14,55396,40362,15034,0.631782,0.275854,0.0,0.0923641,0.0,0.0,0.0,0.755754,0.0,0.244246,0.0,0.0,0.5,0.255,6.0
0.233367,0.766633,0.0,0.0,0.0,0.0,0.942345,15,43153,34329,8824,0.742812,0.220309,0.0,0.0368784,0.0,0.0,0.0,0.861514,0.0,0.138486,0.0,0.0,0.5,0.255,6.0
0.127866,0.872134,0.0,0.0,0.0,0.0,0.979948,16,33363,29412,3951,0.866993,0.121583,0.0,0.0114239,0.0,0.0,0.0,0.915718,0.0,0.0842825,0.0,0.0,0.5,0.255,6.0
0.0526149,0.947385,0.0,0.0,0.0,0.0,0.996123,17,28376,26931,1445,0.946864,0.0512792,0.0,0.0018566,0.0,0.0,0.0,0.958478,0.0,0.0415225,0.0,0.0,0.5,0.255,6.0
0.0115317,0.988468,0.0,0.0,0.0,0.0,1.0,18,26102,25796,306,0.988525,0.0114746,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.255,6.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,19,25500,25500,0,1.0,0.0,0.0,0.0,0.0,0.0,NAN,NAN,NAN,NAN,NAN,NAN,0.5,0.255,6.0

